Name,ra,dec,VLT_FORS2_g,VLT_FORS2_g_err,DEIMOS_r,DEIMOS_r_err,VLT_FORS2_I,VLT_FORS2_I_err,VLT_HAWKI_J,VLT_HAWKI_J_err
HG20210117A,339.979458,-16.151492,23.7841,0.024,23.0883,0.0401,22.316,0.0464,22.7284,0.0799
