,M_r,M_r_err,Mstar,Mstar_err,SFR_nebular,SFR_nebular_err,u-r,u-r_err,ra,dec
0,-19.78,0.1,7.20e10,1.7e10,0.89,0.27,2.773,0.004,148.888221,69.065295
