,Halpha,Halpha_err,Hbeta,Hbeta_err,[NII] 6584,[NII] 6584_err,[OIII] 5007,[OIII] 5007_err,ra,dec,Name
0,2.6082162461507154e-16,3.600298499287797e-18,9.611031647379592e-17,8.959436281455551e-18,1.192101555659964e-17,-999.0,4.3804209229532963e-16,8.379935678693262e-18,82.994525,33.14789805555556,HG20121102A
