,Halpha,Halpha_err,[NII] 6584,[NII] 6584_err,[OIII] 4959,[OIII] 4959_err,[OIII] 5007,[OIII] 5007_err,ra,dec,Name
0,4.027e-15,2.45e-17,1.524e-15,2.429e-17,5.908e-16,6.219e-17,7.162e-15,6.018e-17,29.5011877471001,65.7147497586604,HG20180916B
