,Hbeta,Hbeta_err,[OIII] 4959,[OIII] 4959_err,[OIII] 5007,[OIII] 5007_err,[NII] 6548,[NII] 6548_err,Halpha,Halpha_err,[NII] 6584,[NII] 6584_err,[SII] 6716,[SII] 6716_err,[SII] 6731,[SII] 6731_err,ra,dec,Name
0,1.23E-15,2.70E-16,1.2E-16,5.0E-17,3.8E-16,1.6E-16,8.5E-16,1.8E-16,5.69E-15,1.24E-15,2.53E-15,5.40E-16,1.08E-15,2.30E-16,8.4E-16,1.7E-16,77.0144875,26.0605361,HG20201124A
