Name,ra,dec,SOAR_g,SOAR_g_err,SOAR_r,SOAR_r_err,SOAR_i,SOAR_i_err,SOAR_z,SOAR_z_err,VISTA_Y,VISTA_Y_err,VISTA_J,VISTA_J_err
HG20210410D,326.0862,-79.318,22.3649,0.046,21.0607,0.0296,20.3828,0.0204,20.4175,0.0404,19.9232,0.1598,20.1403,0.212
