# Redshift evolution of the volume-averaged He III fraction
# considering AGN with M_{1450} < -18 and M_{1450} < -18 from the
# model presented in Kulkarni, Worseck, and Hennawi 2018
# (arXiv:1807.09774 [astro-ph.GA]), Figure 11.
#
# Column 1: z
# Column 2: Q_HeIII with M_{1450} < -18 AGN
# Column 3: Lower bound on column 2 (68.26% equal-tailed credible interval)
# Column 4: Upper bound on column 2 (68.26% equal-tailed credible interval)
# Column 5: Q_HeIII with M_{1450} < -21 AGN 
# Column 6: Lower bound on column 5 (68.26% equal-tailed credible interval)
# Column 7: Upper bound on column 5 (68.26% equal-tailed credible interval)
z         Q_HeIII_18  Q_HeIII_18_l  Q_HeIII_18_u  Q_HeIII_21    Q_HeIII_21_l  Q_HeIII_21_u
 9.393  2.862354e-05  2.346712e-06  2.754522e-04  1.028057e-05  2.214022e-06  3.575562e-05
 9.381  2.931360e-05  2.416715e-06  2.804971e-04  1.054077e-05  2.275972e-06  3.652411e-05
 9.369  3.001876e-05  2.488516e-06  2.856468e-04  1.080659e-05  2.339499e-06  3.730892e-05
 9.357  3.073925e-05  2.562116e-06  2.909036e-04  1.107816e-05  2.404603e-06  3.811034e-05
 9.345  3.147599e-05  2.637606e-06  2.962695e-04  1.135564e-05  2.471283e-06  3.892865e-05
 9.333  3.222996e-05  2.715547e-06  3.017467e-04  1.163915e-05  2.539540e-06  3.976412e-05
 9.321  3.300163e-05  2.796037e-06  3.073373e-04  1.192884e-05  2.609374e-06  4.061703e-05
 9.309  3.379146e-05  2.879075e-06  3.130438e-04  1.222485e-05  2.680785e-06  4.148765e-05
 9.297  3.459990e-05  2.964661e-06  3.188686e-04  1.252731e-05  2.753978e-06  4.238852e-05
 9.285  3.542741e-05  3.052795e-06  3.248139e-04  1.283636e-05  2.829587e-06  4.329354e-05
 9.273  3.627445e-05  3.143477e-06  3.308821e-04  1.315234e-05  2.907656e-06  4.421842e-05
 9.261  3.714148e-05  3.236707e-06  3.370754e-04  1.347583e-05  2.988185e-06  4.516346e-05
 9.249  3.802895e-05  3.332485e-06  3.433951e-04  1.380709e-05  3.071175e-06  4.612893e-05
 9.237  3.893733e-05  3.430811e-06  3.498349e-04  1.414635e-05  3.156625e-06  4.711515e-05
 9.225  3.986723e-05  3.531685e-06  3.563871e-04  1.449382e-05  3.244535e-06  4.812241e-05
 9.213  4.081979e-05  3.635108e-06  3.630531e-04  1.484974e-05  3.334906e-06  4.915103e-05
 9.201  4.179569e-05  3.741078e-06  3.698350e-04  1.521433e-05  3.427737e-06  5.020131e-05
 9.189  4.279555e-05  3.849597e-06  3.767359e-04  1.558783e-05  3.523028e-06  5.127358e-05
 9.177  4.381999e-05  3.960994e-06  3.837565e-04  1.597045e-05  3.620780e-06  5.236815e-05
 9.165  4.486962e-05  4.076105e-06  3.909001e-04  1.636243e-05  3.720992e-06  5.348536e-05
 9.153  4.594505e-05  4.194971e-06  3.981652e-04  1.676398e-05  3.823964e-06  5.462553e-05
 9.141  4.704690e-05  4.317591e-06  4.055626e-04  1.717535e-05  3.930238e-06  5.578900e-05
 9.129  4.817578e-05  4.443967e-06  4.130871e-04  1.759675e-05  4.039826e-06  5.697612e-05
 9.117  4.933232e-05  4.574097e-06  4.207428e-04  1.802842e-05  4.152727e-06  5.818723e-05
 9.105  5.051713e-05  4.707981e-06  4.285334e-04  1.847065e-05  4.268941e-06  5.942271e-05
 9.093  5.173211e-05  4.845621e-06  4.364625e-04  1.892372e-05  4.388469e-06  6.068330e-05
 9.081  5.297898e-05  4.987015e-06  4.445333e-04  1.938786e-05  4.511310e-06  6.196954e-05
 9.069  5.425878e-05  5.132164e-06  4.527487e-04  1.986333e-05  4.637464e-06  6.328189e-05
 9.057  5.557260e-05  5.281488e-06  4.611104e-04  2.035035e-05  4.766932e-06  6.462080e-05
 9.045  5.692150e-05  5.435905e-06  4.696207e-04  2.084917e-05  4.899713e-06  6.598674e-05
 9.033  5.830655e-05  5.595450e-06  4.782823e-04  2.136004e-05  5.035807e-06  6.738018e-05
 9.021  5.972883e-05  5.760122e-06  4.870976e-04  2.188320e-05  5.175215e-06  6.880161e-05
 9.009  6.118939e-05  5.929921e-06  4.960695e-04  2.241888e-05  5.296513e-06  7.025153e-05
 8.997  6.268875e-05  6.104846e-06  5.052010e-04  2.296733e-05  5.449928e-06  7.173042e-05
 8.985  6.422713e-05  6.284899e-06  5.144948e-04  2.352880e-05  5.606864e-06  7.323882e-05
 8.973  6.580531e-05  6.470079e-06  5.239536e-04  2.410351e-05  5.767422e-06  7.477723e-05
 8.961  6.742408e-05  6.660386e-06  5.335804e-04  2.469173e-05  5.931708e-06  7.634619e-05
 8.949  6.908423e-05  6.855821e-06  5.433787e-04  2.529393e-05  6.099824e-06  7.794622e-05
 8.937  7.078654e-05  7.034736e-06  5.533516e-04  2.591138e-05  6.271874e-06  7.957789e-05
 8.925  7.253180e-05  7.249265e-06  5.635022e-04  2.654466e-05  6.447962e-06  8.124174e-05
 8.913  7.432081e-05  7.469240e-06  5.738337e-04  2.719422e-05  6.628191e-06  8.293834e-05
 8.901  7.615403e-05  7.694837e-06  5.843494e-04  2.786054e-05  6.812664e-06  8.466826e-05
 8.889  7.803133e-05  7.926230e-06  5.950529e-04  2.854411e-05  7.001486e-06  8.643209e-05
 8.877  7.995319e-05  8.163594e-06  6.059472e-04  2.924540e-05  7.194766e-06  8.823042e-05
 8.865  8.192014e-05  8.407105e-06  6.170357e-04  2.996488e-05  7.393002e-06  9.006431e-05
 8.853  8.393271e-05  8.656938e-06  6.283217e-04  3.070303e-05  7.596590e-06  9.193469e-05
 8.841  8.599141e-05  8.913267e-06  6.398083e-04  3.146032e-05  7.805719e-06  9.384231e-05
 8.829  8.809678e-05  9.176268e-06  6.514988e-04  3.223723e-05  8.020579e-06  9.578795e-05
 8.817  9.024934e-05  9.446430e-06  6.633976e-04  3.303413e-05  8.241361e-06  9.777242e-05
 8.805  9.244982e-05  9.724519e-06  6.755090e-04  3.385145e-05  8.468255e-06  9.979652e-05
 8.793  9.469992e-05  1.001085e-05  6.878365e-04  3.468963e-05  8.701451e-06  1.018611e-04
 8.781  9.700063e-05  1.030571e-05  7.003839e-04  3.554913e-05  8.941139e-06  1.039670e-04
 8.769  9.935280e-05  1.060942e-05  7.131549e-04  3.643039e-05  9.187509e-06  1.061150e-04
 8.757  1.017573e-04  1.092227e-05  7.261532e-04  3.733388e-05  9.440751e-06  1.083061e-04
 8.745  1.042149e-04  1.124457e-05  7.393825e-04  3.826003e-05  9.701057e-06  1.105412e-04
 8.733  1.067265e-04  1.157662e-05  7.528443e-04  3.920930e-05  9.968615e-06  1.128212e-04
 8.721  1.092930e-04  1.191872e-05  7.665410e-04  4.018215e-05  1.024362e-05  1.151471e-04
 8.709  1.119154e-04  1.227118e-05  7.804756e-04  4.117902e-05  1.052626e-05  1.175197e-04
 8.697  1.145967e-04  1.263430e-05  7.946509e-04  4.220047e-05  1.081685e-05  1.199404e-04
 8.685  1.173392e-04  1.300838e-05  8.090700e-04  4.324714e-05  1.111559e-05  1.224113e-04
 8.673  1.201445e-04  1.339373e-05  8.237357e-04  4.431952e-05  1.142270e-05  1.249337e-04
 8.661  1.230143e-04  1.379077e-05  8.386513e-04  4.541811e-05  1.173838e-05  1.275090e-04
 8.649  1.259502e-04  1.419987e-05  8.538220e-04  4.654341e-05  1.206284e-05  1.301386e-04
 8.637  1.289541e-04  1.462134e-05  8.692522e-04  4.769591e-05  1.239629e-05  1.328240e-04
 8.625  1.320292e-04  1.505552e-05  8.849457e-04  4.887612e-05  1.273893e-05  1.355668e-04
 8.613  1.351804e-04  1.550274e-05  9.009063e-04  5.008453e-05  1.309098e-05  1.383685e-04
 8.601  1.384106e-04  1.596332e-05  9.171378e-04  5.132164e-05  1.345265e-05  1.412306e-04
 8.589  1.417226e-04  1.643758e-05  9.336439e-04  5.258795e-05  1.382413e-05  1.441550e-04
 8.577  1.451193e-04  1.692586e-05  9.504288e-04  5.388429e-05  1.420564e-05  1.471432e-04
 8.565  1.486036e-04  1.742848e-05  9.674992e-04  5.521288e-05  1.459738e-05  1.501969e-04
 8.553  1.521780e-04  1.794577e-05  9.848605e-04  5.657486e-05  1.499956e-05  1.533168e-04
 8.541  1.558431e-04  1.847806e-05  1.002518e-03  5.797120e-05  1.541254e-05  1.565042e-04
 8.529  1.596007e-04  1.902566e-05  1.020476e-03  5.940287e-05  1.583685e-05  1.597607e-04
 8.517  1.634531e-04  1.958916e-05  1.038739e-03  6.087085e-05  1.627278e-05  1.630876e-04
 8.505  1.674022e-04  2.016955e-05  1.057314e-03  6.237611e-05  1.672060e-05  1.664867e-04
 8.492  1.714502e-04  2.076730e-05  1.076206e-03  6.391962e-05  1.718058e-05  1.699593e-04
 8.480  1.755991e-04  2.138289e-05  1.095421e-03  6.550224e-05  1.765298e-05  1.735072e-04
 8.468  1.798475e-04  2.201676e-05  1.114964e-03  6.712366e-05  1.813809e-05  1.771318e-04
 8.456  1.841930e-04  2.266939e-05  1.134840e-03  6.878417e-05  1.863617e-05  1.808347e-04
 8.444  1.886355e-04  2.334123e-05  1.155055e-03  7.048438e-05  1.914750e-05  1.846177e-04
 8.432  1.931749e-04  2.403274e-05  1.175613e-03  7.222486e-05  1.967235e-05  1.884822e-04
 8.420  1.978111e-04  2.474438e-05  1.196520e-03  7.400623e-05  2.021098e-05  1.924291e-04
 8.408  2.025466e-04  2.547661e-05  1.217780e-03  7.582906e-05  2.076367e-05  1.964595e-04
 8.396  2.073840e-04  2.622989e-05  1.239399e-03  7.769396e-05  2.133069e-05  2.005746e-04
 8.384  2.123247e-04  2.700469e-05  1.261381e-03  7.960153e-05  2.191232e-05  2.047757e-04
 8.372  2.173700e-04  2.780147e-05  1.283731e-03  8.155275e-05  2.250950e-05  2.090642e-04
 8.360  2.225217e-04  2.862152e-05  1.306454e-03  8.354856e-05  2.312304e-05  2.134414e-04
 8.348  2.277951e-04  2.946589e-05  1.329554e-03  8.558969e-05  2.375341e-05  2.179085e-04
 8.336  2.332084e-04  3.033526e-05  1.353037e-03  8.767687e-05  2.440107e-05  2.224669e-04
 8.324  2.387730e-04  3.123032e-05  1.376907e-03  8.981084e-05  2.506647e-05  2.271178e-04
 8.312  2.444955e-04  3.215174e-05  1.401169e-03  9.199233e-05  2.575007e-05  2.318624e-04
 8.300  2.503778e-04  3.310021e-05  1.425828e-03  9.422207e-05  2.645233e-05  2.367021e-04
 8.288  2.564182e-04  3.407643e-05  1.450895e-03  9.650080e-05  2.717370e-05  2.416382e-04
 8.276  2.626103e-04  3.508106e-05  1.476377e-03  9.883094e-05  2.791465e-05  2.466730e-04
 8.264  2.689502e-04  3.611480e-05  1.502281e-03  1.012160e-04  2.867564e-05  2.518082e-04
 8.252  2.754359e-04  3.717833e-05  1.528614e-03  1.036577e-04  2.945712e-05  2.570458e-04
 8.240  2.820721e-04  3.827221e-05  1.555381e-03  1.061579e-04  3.025980e-05  2.623880e-04
 8.228  2.888598e-04  3.939684e-05  1.582590e-03  1.087184e-04  3.108431e-05  2.678371e-04
 8.216  2.957995e-04  4.055286e-05  1.610244e-03  1.113411e-04  3.193115e-05  2.733956e-04
 8.204  3.028919e-04  4.174087e-05  1.638339e-03  1.140275e-04  3.280084e-05  2.790654e-04
 8.192  3.101383e-04  4.296150e-05  1.666874e-03  1.167784e-04  3.369392e-05  2.848487e-04
 8.180  3.175398e-04  4.421536e-05  1.695858e-03  1.195954e-04  3.461089e-05  2.907477e-04
 8.168  3.250971e-04  4.550307e-05  1.725300e-03  1.224798e-04  3.555227e-05  2.967646e-04
 8.156  3.328135e-04  4.682525e-05  1.755211e-03  1.254333e-04  3.651859e-05  3.029016e-04
 8.144  3.406944e-04  4.818252e-05  1.785606e-03  1.284573e-04  3.751037e-05  3.091609e-04
 8.132  3.487435e-04  4.957549e-05  1.816493e-03  1.315532e-04  3.852812e-05  3.155454e-04
 8.120  3.569640e-04  5.100505e-05  1.847879e-03  1.347228e-04  3.957245e-05  3.220579e-04
 8.108  3.653597e-04  5.247334e-05  1.879772e-03  1.379675e-04  4.064521e-05  3.287009e-04
 8.096  3.739346e-04  5.398162e-05  1.912180e-03  1.412889e-04  4.174762e-05  3.354770e-04
 8.084  3.826924e-04  5.553090e-05  1.945111e-03  1.446884e-04  4.288061e-05  3.423905e-04
 8.072  3.916368e-04  5.712223e-05  1.978575e-03  1.481678e-04  4.404506e-05  3.494457e-04
 8.060  4.007726e-04  5.875666e-05  2.012579e-03  1.517284e-04  4.524187e-05  3.566461e-04
 8.048  4.101041e-04  6.043522e-05  2.047134e-03  1.553723e-04  4.647195e-05  3.639955e-04
 8.036  4.196354e-04  6.215894e-05  2.082248e-03  1.591018e-04  4.773620e-05  3.715008e-04
 8.024  4.293707e-04  6.392888e-05  2.117930e-03  1.629184e-04  4.903551e-05  3.791641e-04
 8.012  4.393141e-04  6.574716e-05  2.154189e-03  1.668242e-04  5.037089e-05  3.869944e-04
 8.000  4.494695e-04  6.761583e-05  2.191036e-03  1.708207e-04  5.174349e-05  3.949961e-04
 7.988  4.598416e-04  6.953631e-05  2.228480e-03  1.749098e-04  5.315427e-05  4.031733e-04
 7.976  4.704370e-04  7.151004e-05  2.266530e-03  1.790931e-04  5.460422e-05  4.115282e-04
 7.964  4.812610e-04  7.353845e-05  2.305198e-03  1.833716e-04  5.609429e-05  4.200645e-04
 7.952  4.923185e-04  7.562298e-05  2.344493e-03  1.877468e-04  5.762547e-05  4.287861e-04
 7.940  5.036146e-04  7.776506e-05  2.384426e-03  1.922205e-04  5.919871e-05  4.376968e-04
 7.928  5.151541e-04  7.996613e-05  2.425008e-03  1.967942e-04  6.081500e-05  4.468014e-04
 7.916  5.269421e-04  8.222813e-05  2.466248e-03  2.014694e-04  6.247531e-05  4.561081e-04
 7.904  5.389889e-04  8.455428e-05  2.508159e-03  2.062478e-04  6.418121e-05  4.656240e-04
 7.892  5.513259e-04  8.694660e-05  2.550751e-03  2.111309e-04  6.593403e-05  4.753566e-04
 7.880  5.639683e-04  8.940700e-05  2.594035e-03  2.161216e-04  6.773491e-05  4.853136e-04
 7.868  5.769263e-04  9.193741e-05  2.638023e-03  2.212239e-04  6.958500e-05  4.955028e-04
 7.856  5.902039e-04  9.453976e-05  2.682726e-03  2.264405e-04  7.148545e-05  5.059249e-04
 7.844  6.038051e-04  9.721596e-05  2.728156e-03  2.317738e-04  7.343741e-05  5.165795e-04
 7.832  6.177485e-04  9.996793e-05  2.774326e-03  2.372265e-04  7.544201e-05  5.274586e-04
 7.820  6.320273e-04  1.027976e-04  2.821246e-03  2.428010e-04  7.750041e-05  5.385607e-04
 7.808  6.466419e-04  1.057078e-04  2.868930e-03  2.485000e-04  7.961410e-05  5.498889e-04
 7.796  6.615961e-04  1.087008e-04  2.917389e-03  2.543268e-04  8.178536e-05  5.614486e-04
 7.784  6.768944e-04  1.117788e-04  2.966638e-03  2.602842e-04  8.401569e-05  5.732446e-04
 7.772  6.925414e-04  1.149440e-04  3.016688e-03  2.663751e-04  8.630656e-05  5.852818e-04
 7.760  7.085409e-04  1.181986e-04  3.067551e-03  2.726022e-04  8.865941e-05  5.975654e-04
 7.748  7.248949e-04  1.215446e-04  3.119253e-03  2.789684e-04  9.107569e-05  6.101013e-04
 7.736  7.416065e-04  1.249843e-04  3.171836e-03  2.854764e-04  9.355687e-05  6.228955e-04
 7.724  7.586793e-04  1.285199e-04  3.225352e-03  2.921299e-04  9.610440e-05  6.359540e-04
 7.712  7.761166e-04  1.321540e-04  3.279843e-03  2.989327e-04  9.871974e-05  6.492823e-04
 7.700  7.939310e-04  1.358903e-04  3.335317e-03  3.058878e-04  1.014053e-04  6.628862e-04
 7.688  8.121471e-04  1.397313e-04  3.391794e-03  3.129986e-04  1.041632e-04  6.767657e-04
 7.676  8.307918e-04  1.436796e-04  3.449429e-03  3.202682e-04  1.069952e-04  6.909180e-04
 7.664  8.498888e-04  1.477376e-04  3.508372e-03  3.276998e-04  1.099031e-04  7.053440e-04
 7.652  8.694473e-04  1.519080e-04  3.568656e-03  3.352994e-04  1.128887e-04  7.200447e-04
 7.640  8.894758e-04  1.561933e-04  3.630302e-03  3.430772e-04  1.159537e-04  7.350256e-04
 7.628  9.099870e-04  1.605961e-04  3.693326e-03  3.510399e-04  1.190999e-04  7.502916e-04
 7.616  9.309942e-04  1.651193e-04  3.757797e-03  3.591937e-04  1.223290e-04  7.658464e-04
 7.604  9.525100e-04  1.697683e-04  3.823694e-03  3.675447e-04  1.256432e-04  7.816942e-04
 7.592  9.745452e-04  1.745473e-04  3.891049e-03  3.760917e-04  1.290461e-04  7.978431e-04
 7.580  9.971114e-04  1.794599e-04  3.959895e-03  3.848340e-04  1.325403e-04  8.142993e-04
 7.568  1.020220e-03  1.845098e-04  4.030261e-03  3.937729e-04  1.361278e-04  8.310687e-04
 7.556  1.043885e-03  1.897005e-04  4.102177e-03  4.029101e-04  1.398111e-04  8.481580e-04
 7.544  1.068118e-03  1.950358e-04  4.175648e-03  4.122472e-04  1.435922e-04  8.655750e-04
 7.532  1.092927e-03  2.005199e-04  4.250513e-03  4.217861e-04  1.474736e-04  8.833266e-04
 7.520  1.118301e-03  2.061572e-04  4.326732e-03  4.315282e-04  1.514574e-04  9.014199e-04
 7.508  1.144234e-03  2.119516e-04  4.404332e-03  4.414816e-04  1.555562e-04  9.198686e-04
 7.495  1.170720e-03  2.179070e-04  4.483340e-03  4.516582e-04  1.597489e-04  9.386921e-04
 7.483  1.197755e-03  2.240275e-04  4.563776e-03  4.620657e-04  1.640542e-04  9.579044e-04
 7.471  1.225341e-03  2.303169e-04  4.645684e-03  4.727112e-04  1.684748e-04  9.775186e-04
 7.459  1.253496e-03  2.367803e-04  4.729086e-03  4.836003e-04  1.730128e-04  9.975410e-04
 7.447  1.282229e-03  2.434232e-04  4.814037e-03  4.947388e-04  1.776708e-04  1.017980e-03
 7.435  1.311509e-03  2.502501e-04  4.900535e-03  5.061332e-04  1.824512e-04  1.038845e-03
 7.423  1.341301e-03  2.572657e-04  4.988624e-03  5.177884e-04  1.873565e-04  1.060148e-03
 7.411  1.371612e-03  2.644746e-04  5.078341e-03  5.297074e-04  1.923894e-04  1.081906e-03
 7.399  1.402454e-03  2.718814e-04  5.169721e-03  5.418947e-04  1.975526e-04  1.104132e-03
 7.387  1.433839e-03  2.794880e-04  5.262781e-03  5.543551e-04  2.028501e-04  1.126839e-03
 7.375  1.465771e-03  2.872910e-04  5.357391e-03  5.670935e-04  2.082849e-04  1.150040e-03
 7.363  1.498266e-03  2.952910e-04  5.453397e-03  5.801179e-04  2.138604e-04  1.173750e-03
 7.351  1.531330e-03  3.034888e-04  5.550731e-03  5.934380e-04  2.195799e-04  1.197982e-03
 7.339  1.564973e-03  3.118858e-04  5.649380e-03  6.070608e-04  2.254469e-04  1.222742e-03
 7.327  1.599209e-03  3.204891e-04  5.749377e-03  6.209937e-04  2.314647e-04  1.248022e-03
 7.315  1.634078e-03  3.293042e-04  5.850730e-03  6.352433e-04  2.376370e-04  1.273814e-03
 7.303  1.669628e-03  3.383353e-04  5.953471e-03  6.498079e-04  2.439675e-04  1.300115e-03
 7.291  1.705897e-03  3.475864e-04  6.057617e-03  6.646868e-04  2.504598e-04  1.326930e-03
 7.279  1.742957e-03  3.570633e-04  6.163312e-03  6.798817e-04  2.571185e-04  1.354271e-03
 7.267  1.780825e-03  3.667735e-04  6.270857e-03  6.953957e-04  2.639485e-04  1.382148e-03
 7.255  1.819578e-03  3.767230e-04  6.380453e-03  7.112442e-04  2.709545e-04  1.410573e-03
 7.243  1.859265e-03  3.869174e-04  6.492253e-03  7.274425e-04  2.781414e-04  1.439557e-03
 7.231  1.899907e-03  3.973626e-04  6.606046e-03  7.440002e-04  2.855139e-04  1.469109e-03
 7.219  1.941531e-03  4.080654e-04  6.721706e-03  7.609323e-04  2.930771e-04  1.499241e-03
 7.207  1.984157e-03  4.190320e-04  6.839129e-03  7.782586e-04  3.008364e-04  1.529963e-03
 7.195  2.027807e-03  4.302686e-04  6.958362e-03  7.959920e-04  3.087973e-04  1.561289e-03
 7.183  2.072509e-03  4.417815e-04  7.079483e-03  8.141428e-04  3.169706e-04  1.593233e-03
 7.171  2.118300e-03  4.535837e-04  7.202629e-03  8.327191e-04  3.253794e-04  1.625803e-03
 7.159  2.165245e-03  4.656925e-04  7.327950e-03  8.517276e-04  3.340390e-04  1.659009e-03
 7.147  2.213399e-03  4.781203e-04  7.455539e-03  8.711773e-04  3.429522e-04  1.692861e-03
 7.135  2.262801e-03  4.908797e-04  7.585445e-03  8.910676e-04  3.521203e-04  1.727371e-03
 7.123  2.313487e-03  5.039867e-04  7.717709e-03  9.113972e-04  3.615420e-04  1.762542e-03
 7.111  2.365396e-03  5.174572e-04  7.852368e-03  9.321730e-04  3.712175e-04  1.798360e-03
 7.099  2.418507e-03  5.313060e-04  7.989462e-03  9.534084e-04  3.811471e-04  1.834832e-03
 7.087  2.472854e-03  5.455470e-04  8.129032e-03  9.751055e-04  3.913327e-04  1.871968e-03
 7.075  2.528460e-03  5.601860e-04  8.271234e-03  9.972835e-04  4.017823e-04  1.909785e-03
 7.063  2.585352e-03  5.752320e-04  8.416207e-03  1.019949e-03  4.125028e-04  1.948298e-03
 7.051  2.643558e-03  5.906950e-04  8.564020e-03  1.043113e-03  4.235024e-04  1.987528e-03
 7.039  2.703123e-03  6.065859e-04  8.714719e-03  1.066799e-03  4.347892e-04  2.027494e-03
 7.027  2.764050e-03  6.229179e-04  8.868354e-03  1.091024e-03  4.463704e-04  2.068211e-03
 7.015  2.826380e-03  6.397032e-04  9.024982e-03  1.115792e-03  4.582529e-04  2.109692e-03
 7.003  2.890147e-03  6.569534e-04  9.184658e-03  1.141161e-03  4.704443e-04  2.151953e-03
 6.991  2.955377e-03  6.746805e-04  9.347424e-03  1.167107e-03  4.829520e-04  2.195010e-03
 6.979  3.022104e-03  6.928972e-04  9.513336e-03  1.193658e-03  4.957843e-04  2.238878e-03
 6.967  3.090359e-03  7.116155e-04  9.682449e-03  1.220844e-03  5.089496e-04  2.283573e-03
 6.955  3.160175e-03  7.308475e-04  9.854822e-03  1.248690e-03  5.224557e-04  2.329111e-03
 6.943  3.231585e-03  7.506058e-04  1.003052e-02  1.277204e-03  5.363113e-04  2.375517e-03
 6.931  3.304626e-03  7.709070e-04  1.020959e-02  1.306403e-03  5.505291e-04  2.422819e-03
 6.919  3.379334e-03  7.917661e-04  1.039211e-02  1.336295e-03  5.651201e-04  2.471039e-03
 6.907  3.455747e-03  8.131971e-04  1.057813e-02  1.366872e-03  5.800947e-04  2.520205e-03
 6.895  3.533900e-03  8.352144e-04  1.076770e-02  1.398131e-03  5.954688e-04  2.570345e-03
 6.883  3.613833e-03  8.578335e-04  1.096090e-02  1.430072e-03  6.112486e-04  2.621487e-03
 6.871  3.695586e-03  8.810707e-04  1.115778e-02  1.462693e-03  6.274576e-04  2.673663e-03
 6.859  3.779198e-03  9.049412e-04  1.135841e-02  1.496030e-03  6.441084e-04  2.726916e-03
 6.847  3.864711e-03  9.294605e-04  1.156284e-02  1.530179e-03  6.612103e-04  2.781280e-03
 6.835  3.952167e-03  9.546444e-04  1.177116e-02  1.565162e-03  6.787638e-04  2.836792e-03
 6.823  4.041610e-03  9.805126e-04  1.198342e-02  1.601002e-03  6.967719e-04  2.893485e-03
 6.811  4.133121e-03  1.007083e-03  1.219970e-02  1.637729e-03  7.152367e-04  2.951395e-03
 6.799  4.226810e-03  1.034372e-03  1.242005e-02  1.675391e-03  7.341714e-04  3.010556e-03
 6.787  4.322850e-03  1.062398e-03  1.264455e-02  1.714036e-03  7.535931e-04  3.070982e-03
 6.775  4.421123e-03  1.091182e-03  1.287324e-02  1.753707e-03  7.735167e-04  3.132654e-03
 6.763  4.521529e-03  1.120745e-03  1.310619e-02  1.794393e-03  7.939579e-04  3.195553e-03
 6.751  4.624063e-03  1.151107e-03  1.334346e-02  1.836078e-03  8.149268e-04  3.259702e-03
 6.739  4.728774e-03  1.182288e-03  1.358500e-02  1.878749e-03  8.364364e-04  3.325131e-03
 6.727  4.835788e-03  1.214310e-03  1.383077e-02  1.922426e-03  8.585001e-04  3.391859e-03
 6.715  4.945176e-03  1.247194e-03  1.408085e-02  1.967162e-03  8.811324e-04  3.459910e-03
 6.703  5.056980e-03  1.280962e-03  1.433531e-02  2.012985e-03  9.043486e-04  3.529316e-03
 6.691  5.171254e-03  1.315635e-03  1.459431e-02  2.059918e-03  9.281640e-04  3.600102e-03
 6.679  5.288063e-03  1.351235e-03  1.485796e-02  2.107971e-03  9.525944e-04  3.672305e-03
 6.667  5.407479e-03  1.387789e-03  1.512645e-02  2.157149e-03  9.776550e-04  3.745965e-03
 6.655  5.529689e-03  1.425321e-03  1.539961e-02  2.207453e-03  1.003361e-03  3.821117e-03
 6.643  5.654923e-03  1.463856e-03  1.567728e-02  2.258866e-03  1.029730e-03  3.897795e-03
 6.631  5.783321e-03  1.503418e-03  1.595993e-02  2.311406e-03  1.056776e-03  3.976027e-03
 6.619  5.914980e-03  1.544033e-03  1.624784e-02  2.365091e-03  1.084513e-03  4.055846e-03
 6.607  6.049958e-03  1.585733e-03  1.654123e-02  2.419938e-03  1.112951e-03  4.137271e-03
 6.595  6.188319e-03  1.628545e-03  1.684029e-02  2.475977e-03  1.142088e-03  4.220320e-03
 6.583  6.330152e-03  1.672497e-03  1.714528e-02  2.533237e-03  1.171922e-03  4.305014e-03
 6.571  6.475461e-03  1.717617e-03  1.745635e-02  2.591765e-03  1.202462e-03  4.391390e-03
 6.559  6.624304e-03  1.763936e-03  1.777359e-02  2.651613e-03  1.233730e-03  4.479485e-03
 6.547  6.776715e-03  1.811484e-03  1.809710e-02  2.712828e-03  1.265765e-03  4.569334e-03
 6.535  6.932383e-03  1.860290e-03  1.842723e-02  2.775405e-03  1.298602e-03  4.660997e-03
 6.523  7.091084e-03  1.910385e-03  1.876434e-02  2.839355e-03  1.332280e-03  4.754539e-03
 6.511  7.252857e-03  1.961802e-03  1.910867e-02  2.904739e-03  1.366824e-03  4.850031e-03
 6.498  7.417703e-03  2.014577e-03  1.946022e-02  2.971590e-03  1.402253e-03  4.947545e-03
 6.486  7.585596e-03  2.068744e-03  1.981886e-02  3.039896e-03  1.438587e-03  5.047094e-03
 6.474  7.756749e-03  2.124337e-03  2.018411e-02  3.109643e-03  1.475849e-03  5.148659e-03
 6.462  7.931348e-03  2.181388e-03  2.055541e-02  3.180821e-03  1.514063e-03  5.252270e-03
 6.450  8.109380e-03  2.239940e-03  2.093244e-02  3.253439e-03  1.553251e-03  5.357964e-03
 6.438  8.290731e-03  2.300031e-03  2.131537e-02  3.327569e-03  1.593435e-03  5.465783e-03
 6.426  8.475008e-03  2.361697e-03  2.170486e-02  3.403306e-03  1.634641e-03  5.575771e-03
 6.414  8.662216e-03  2.424979e-03  2.210119e-02  3.480792e-03  1.676896e-03  5.687972e-03
 6.402  8.852404e-03  2.489922e-03  2.250457e-02  3.560112e-03  1.720223e-03  5.802431e-03
 6.390  9.045619e-03  2.556566e-03  2.291489e-02  3.641208e-03  1.764651e-03  5.919193e-03
 6.378  9.241937e-03  2.624953e-03  2.333214e-02  3.724068e-03  1.810207e-03  6.038303e-03
 6.366  9.441429e-03  2.695127e-03  2.375646e-02  3.808726e-03  1.856920e-03  6.159805e-03
 6.354  9.644296e-03  2.767134e-03  2.418797e-02  3.895287e-03  1.904804e-03  6.283745e-03
 6.342  9.850895e-03  2.841018e-03  2.462673e-02  3.983903e-03  1.953871e-03  6.410169e-03
 6.330  1.006147e-02  2.916827e-03  2.507250e-02  4.074636e-03  2.004129e-03  6.539127e-03
