tns_name,previous_name,repeater_name,ra,ra_err,ra_notes,dec,dec_err,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,excluded_flag
FRB20181129C,-9999,-9999,233.38,0.19,-9999,40.03,0.19,-9999,64.61,54.23,16.6,8.2,-9999,-9999,-9999,-9999,18.3,503.0,0,3.7,0,6.6,23.1,502.2158,0.0097,475.7,477.5,0.00492,0.00164,0.00031,0.77,0.31,-9999,3.6,1.2,-9999,0,58451.7919478849,0.0000000065,58451.7917972882,0.0000000071,0.00118,0.00014,2.1,1.3,-3.2,1.5,800.2,400.2,560.6,388487.846,386073,0.38,0
FRB20181130A,-9999,-9999,355.190,0.031,-9999,46.49,0.17,-9999,110.46,-14.66,15.9,9.4,-9999,-9999,-9999,-9999,20.9,218.4,0,0.8,0,1.6,43.7,220.0896,0.0037,125.0,129.9,0.00098,<0.00051,-9999,0.97,0.56,-9999,1.27,0.69,-9999,0,58452.1271943203,0.0000000034,58452.1271283232,0.0000000036,0.000480,0.000016,2.7,1.3,-45.7,6.4,515.9,400.2,412.1,200690.165,198810,0.361,0
FRB20181201A,-9999,-9999,214.96,0.19,-9999,39.27,0.19,-9999,71.98,67.97,16.2,8.0,-9999,-9999,-9999,-9999,17.8,698.7,0,12.6,0,22.4,43.6,694.356,0.059,670.4,672.9,0.12583,0.0725,0.0046,0.40,0.18,-9999,18.9,6.5,-9999,0,58453.735483064,0.000000016,58453.735274851,0.000000024,0.0048,0.0011,0.52,0.54,-5.61,0.82,795.0,400.2,419.0,6575027.993,6558713,0.344,0
FRB20181201B,-9999,-9999,273.38,0.22,-9999,56.31,0.21,-9999,84.88,27.43,22,12,-9999,-9999,-9999,-9999,14.2,875.1,0,1.7,0,3.1,17.4,876.577,0.016,825.3,831.1,0.00393,<0.0026,-9999,0.66,0.29,-9999,2.24,0.90,-9999,0,58453.893464519,0.000000010,58453.893201664,0.000000011,0.00224,0.00018,0.4,1.2,-2.9,1.9,800.2,400.2,429.4,400718.546,398234,0.36,0
FRB20181202A,-9999,-9999,351.01,0.17,-9999,17.36,0.20,-9999,94.98,-40.72,14.1,5.9,-9999,-9999,-9999,-9999,27,669.6,0,8.1,0,14.2,40.6,667.9546,0.0047,629.2,636.8,0.00688,0.00404,0.00040,2.63,0.95,-9999,13.7,4.5,-9999,0,58454.1122879321,0.0000000029,58454.1120876361,0.0000000033,0.00059,0.00010,4.27,0.73,-9.1,1.0,800.2,400.2,505.7,576251.883,569993,0.39,0
FRB20181202B,-9999,-9999,202.83,0.20,-9999,64.72,0.20,-9999,116.05,51.87,27,15,-9999,-9999,-9999,-9999,16.1,826.5,0,4.7,0,8.4,20.1,825.8834,0.0068,792.2,800.0,0.00492,0.00224,0.00038,0.99,0.41,-9999,4.1,1.3,-9999,0,58454.6974618461,0.0000000093,58454.6972141929,0.0000000096,0.00061,0.00013,5.0,1.7,-6.4,2.0,800.2,400.2,590.1,326665.354,327705,0.474,0
FRB20181202C,-9999,-9999,307.13,0.18,-9999,57.03,0.20,-9999,92.62,10.57,22,12,-9999,-9999,-9999,-9999,10.4,558.0,0,5.2,0,10.7,19,557.1604,0.0095,430.7,395.4,0.00786,0.0079,0.0016,0.51,0.30,-9999,3.4,2.1,-9999,0,58454.9841296458,0.0000000069,58454.9839625731,0.0000000075,0.00049,0.00024,1.8,1.4,-4.6,1.8,800.2,400.2,487.4,980591.201,980393,0.37,0
FRB20181203A,-9999,-9999,33.600,0.027,-9999,23.57,0.19,-9999,146.43,-35.49,14.9,6.6,-9999,-9999,-9999,-9999,19.2,635.7,0,2.0,0,3.5,29.4,635.9255,0.0023,589.2,597.3,0.00295,0.00144,0.00020,1.74,0.74,-9999,3.6,1.2,-9999,0,58455.2258682095,0.0000000066,58455.2256775180,0.0000000067,0.000171,0.000084,13.2,5.4,-8.5,4.8,800.2,515.2,800.2,370958.179,370265,0.405,0
FRB20181203B,-9999,-9999,47.3100,0.0040,-9999,24.02,0.12,-9999,159.14,-29.0,16.1,5.5,-9999,-9999,-9999,-9999,25.6,373.6,0,3.4,0,6.0,35.4,375.3871,0.0041,318.7,321.5,0.00393,0.00232,0.00033,1.45,0.59,-9999,4.5,1.5,-9999,0,58455.2661702794,0.0000000018,58455.2660577141,0.0000000021,0.000578,0.000074,47.8,5.2,-43.6,4.7,800.2,550.8,693.2,374536.612,372089,0.402,0
FRB20181203C,-9999,-9999,198.48,0.10,-9999,72.94,0.19,-9999,120.64,44.09,43,20,-9999,36,14,-9999,10.3,2442.4,30.3,3.9,61.5,8.2,22.5,2444.570,0.024,2407.1,2414.7,0.0118,0.00097,0.00022,1.05,0.63,-9999,4.8,2.8,-9999,0,58455.6783604996,0.0000000089,58455.677627460,0.000000012,0.00365,0.00029,-0.27,0.94,-1.7,1.4,800.2,400.2,400.2,370674.712,368441,0.408,0
FRB20181208A,-9999,-9999,264.43,0.22,-9999,62.62,0.19,-9999,91.86,32.3,27,14,-9999,-9999,-9999,-9999,22.3,561.3,0,2.2,0,4.0,29.7,562.777,0.015,517.6,523.5,0.00492,0.00113,0.00017,0.95,0.39,-9999,4.0,1.5,-9999,0,58460.8562860383,0.0000000032,58460.8561172815,0.0000000054,0.00093,0.00012,0.00,0.76,-3.6,1.1,800.2,400.2,400.3,390729.872,389113,0.375,1
FRB20181209A,-9999,-9999,98.16,0.21,-9999,68.69,0.21,-9999,146.19,23.47,32,19,-9999,-9999,-9999,-9999,24.2,328.4,0,1.0,0,1.9,47.4,328.6557,0.0040,263.0,259.3,0.00197,<0.00064,-9999,2.5,1.1,-9999,3.2,1.3,-9999,0,58461.39226633601,0.00000000044,58461.3921677838,0.0000000013,0.000597,0.000020,0.42,0.95,-25.5,4.1,544.7,400.2,403.5,370174.648,367226,0.41,1
FRB20181213A,-9999,-9999,127.66,0.20,-9999,73.87,0.10,-9999,140.39,32.8,45,23,-9999,43.3,6.7,-9999,16.1,677.7,10.5,1.6,19.1,3.0,21.6,678.672,0.015,630.1,635.9,0.00295,<0.0016,-9999,0.88,0.40,-9999,3.2,1.1,-9999,0,58465.4640147195,0.0000000020,58465.4638112099,0.0000000049,0.001359,0.000099,-3.17,0.85,2.3,1.3,800.2,400.2,400.2,441492.962,440794,0.292,0
FRB20181213B,-9999,-9999,183.52,0.22,-9999,53.70,0.23,-9999,134.96,62.55,19,11,-9999,-9999,-9999,-9999,12.3,626.0,0,3.3,0,6.7,16.3,626.593,0.015,596.0,604.7,0.00492,<0.0012,-9999,0.75,0.47,-9999,1.7,1.0,-9999,0,58465.6161327748,0.0000000038,58465.6159448817,0.0000000059,0.00085,0.00016,45.6,9.7,-45.1,9.5,800.2,529.6,664.0,447673.98,445658,0.284,0
FRB20181213C,-9999,-9999,216.40,0.25,-9999,47.46,0.23,-9999,87.04,62.58,16.2,9.6,-9999,-9999,-9999,-9999,11.7,380.1,0,1.9,0,3.9,15,380.736,0.019,350.2,358.2,0.00295,<0.0015,-9999,0.62,0.36,-9999,1.86,0.99,-9999,0,58465.7085689946,0.0000000030,58465.7084548254,0.0000000065,0.00125,0.00015,-2.1,1.2,1.2,1.9,800.2,400.2,400.2,440201.706,439578,0.294,0
FRB20181214A,-9999,-9999,70.00,0.18,-9999,43.07,0.18,-9999,160.82,-2.37,17.5,8.3,-9999,-9999,-9999,-9999,25.4,467.5,0,0.3,0,0.5,45.2,468.148,0.011,283.9,206.0,0.00295,0.000442,0.000080,0.156,0.084,-9999,0.41,0.17,-9999,0,58466.2973974782,0.0000000021,58466.2972570972,0.0000000038,0.000533,0.000074,23.3,2.1,-139,11,494.6,400.2,435.0,445007.866,443225,0.288,0
FRB20181214B,-9999,-9999,138.79,0.22,-9999,42.150,0.077,-9999,179.33,43.88,13.7,9.0,-9999,-9999,-9999,-9999,10.2,1120.9,0,1.5,0,2.8,13.3,1120.746,0.012,1078.7,1090.2,0.00295,<0.0014,-9999,0.41,0.22,-9999,1.23,0.41,-9999,0,58466.4863535747,0.0000000031,58466.4860175026,0.0000000048,0.00109,0.00015,0.0,1.5,-1.5,2.2,800.2,400.2,400.2,430342.302,429850,0.31,0
FRB20181214C,-9999,-9999,175.93,0.12,-9999,60.020,0.048,-9999,137.68,55.13,28,10,-9999,-9999,-9999,-9999,29.1,632.4,0,1.6,0,2.8,39.9,632.7849,0.0039,599.5,608.6,0.0059,0.00163,0.00016,1.20,0.42,-9999,5.0,1.6,-9999,0,58466.5948243698,0.0000000015,58466.5946346200,0.0000000019,0.000631,0.000077,-2.54,0.49,-0.08,0.75,800.2,400.2,400.2,454048.39,451737,0.274,0
FRB20181214D,-9999,-9999,178.57,0.20,-9999,46.71,0.19,-9999,149.07,67.41,17.1,9.0,-9999,-9999,-9999,-9999,18.2,1171.1,0,9.6,0,18.2,28.5,1177.319,0.018,1151.3,1157.5,0.01671,0.0180,0.0017,0.55,0.33,-9999,9.0,4.3,-9999,0,58466.5978736332,0.0000000055,58466.5975205970,0.0000000076,0.00099,0.00034,12.2,2.9,-10.9,2.7,800.2,442.1,700.7,2009951.618,2005481,0.284,0
FRB20181214F,-9999,-9999,252.620,0.047,-9999,32.44,0.22,-9999,54.19,38.53,11.4,6.7,-9999,-9999,-9999,-9999,11,2106.0,0,2.9,0,5.3,20.2,2105.76,0.13,2065.5,2073.2,0.00885,0.00152,0.00034,0.31,0.22,-9999,2.21,0.86,-9999,0,58466.804952532,0.000000011,58466.804321091,0.000000041,0.00230,0.00056,8.0,3.1,-65,15,514.1,400.2,425.7,659319.538,659369,0.294,0
FRB20181215A,-9999,-9999,93.38,0.22,-9999,39.340,0.089,-9999,173.73,10.12,12.6,9.4,-9999,-9999,-9999,-9999,9.2,412.5,0,0.6,0,1.1,11.8,412.632,0.021,284.1,235.7,0.00492,<0.0017,-9999,0.34,0.17,-9999,0.72,0.20,-9999,0,58467.3608491856,0.0000000041,58467.3607254520,0.0000000076,0.00134,0.00019,-2.4,1.8,-1.1,3.3,800.2,400.2,400.2,450816.937,451130,0.275,0
FRB20181215B,-9999,-9999,254.81,0.17,-9999,47.560,0.030,-9999,73.62,38.24,14.1,9.5,-9999,-9999,-9999,-9999,24.8,493.3,0,2.0,0,4.0,29.8,494.0142,0.0019,453.4,461.5,0.00197,<0.00061,-9999,1.9,1.0,-9999,2.9,1.5,-9999,0,58467.80606538831,0.00000000080,58467.80591725094,0.00000000097,0.000559,0.000027,4.70,0.87,-6.0,1.1,800.2,400.2,590.2,446582.692,439578,0.294,0
FRB20181216A,-9999,-9999,306.28,0.22,-9999,53.53,0.23,-9999,89.41,9.0,19,11,-9999,-9999,-9999,-9999,11,541.9,0,3.3,0,6.9,15.7,542.7376,0.0050,396.0,347.5,0.00197,0.00089,0.00024,0.94,0.66,-9999,1.7,1.1,-9999,0,58468.9477114965,0.0000000039,58468.9475487487,0.0000000042,0.00022,0.00014,14.8,4.1,-16.1,4.3,800.2,434.2,634.0,446771.745,446873,0.282,0
FRB20181217A,-9999,-9999,290.50,0.21,-9999,59.80,0.22,-9999,90.99,19.55,23,14,-9999,-9999,-9999,-9999,12.5,1175.9,0,2.7,0,5.0,15.8,1177.1666,0.0058,1107.4,1108.4,0.00295,<0.0012,-9999,0.64,0.24,-9999,1.76,0.63,-9999,0,58469.8991823397,0.0000000047,58469.8988293491,0.0000000050,0.001015,0.000090,5.0,1.9,-4.9,2.2,800.2,400.2,663.5,435233.794,434106,0.303,0
FRB20181218A,-9999,-9999,5.06,0.19,-9999,71.350,0.076,-9999,120.42,8.63,34,21,-9999,37.6,8.8,-9999,18.6,1873.1,10.2,1.2,21.5,2.5,30.8,1874.406,0.028,1727.2,1646.0,0.0059,0.000221,0.000062,0.83,0.56,-9999,1.59,0.98,-9999,0,58470.1095669108,0.0000000025,58470.1090048427,0.0000000087,0.00139,0.00015,19.0,2.2,-83.6,8.5,529.3,400.2,448.4,300374.013,302393,0.341,0
FRB20181218B,-9999,-9999,18.04,0.24,-9999,69.39,0.25,-9999,124.77,6.59,33,20,-9999,-9999,-9999,-9999,10.9,752.1,0,1.4,0,3.3,14.9,753.405,0.023,583.8,477.1,0.00295,<0.0020,-9999,0.56,0.45,-9999,1.8,1.5,-9999,0,58470.1487125040,0.0000000053,58470.1484865846,0.0000000087,0.00169,0.00016,-2.7,1.5,-2.3,3.2,708.8,400.2,400.2,447417.424,445658,0.284,0
FRB20181218C,-9999,-9999,285.98,0.23,-9999,58.24,0.24,-9999,88.61,21.24,21,13,-9999,-9999,-9999,-9999,9.2,385.0,0,2.4,0,4.6,13.5,384.153,0.099,319.8,322.7,0.00492,<0.0068,-9999,0.25,0.17,-9999,1.73,0.73,-9999,0,58470.886080778,0.000000016,58470.885965584,0.000000034,0.00520,0.00080,4.4,2.0,-13.1,4.1,718.5,400.2,472.7,676386.238,674874,0.277,0
FRB20181219B,-9999,-9999,180.79,0.19,-9999,71.55,0.35,-9999,128.31,45.07,38,20,-9999,29,15,-9999,23.1,1950.7,3.6,0.4,7.6,0.8,43,1952.1660,0.0030,1914.9,1923.0,0.00492,0.00526,0.00041,4.6,4.1,-9999,27,22,-9999,0,58471.0887822727,0.0000000023,58471.0881968872,0.0000000024,0.000574,0.000075,-4.2,2.1,10.3,2.0,800.2,555.5,800.2,783212.817,772153,0.38,0
FRB20181219C,-9999,-9999,17.77,0.20,-9999,14.11,0.23,-9999,130.13,-48.49,12.8,6.6,-9999,-9999,-9999,-9999,18.6,648.6,0,0.3,0,0.5,27.7,647.891,0.011,611.7,620.7,0.00295,0.000530,0.000073,0.208,0.091,-9999,0.57,0.19,-9999,0,58471.1400314405,0.0000000035,58471.1398371608,0.0000000049,0.00126,0.00011,-1.00,0.81,-4.6,1.6,735.5,400.2,400.2,434767.94,432281,0.306,0
FRB20181219A,-9999,FRB20181128A,73.92,0.14,-9999,63.220,0.073,-9999,146.73,12.3,13,13,A significant fraction of the localization region of the burst is falling between the FWHM of two beams resulting in a large error on the exposure. See Section 2.2.,-9999,-9999,-9999,10.2,449.7,0,5.9,0,25.6,16.3,451.806,0.071,339.4,299.8,0.01769,<0.0068,-9999,0.39,0.35,-9999,4.7,2.5,-9999,0,58471.294926842,0.000000015,58471.294791361,0.000000026,0.00536,0.00072,10.1,2.1,-18.2,3.5,753.1,400.2,527.9,657677.013,655722,0.298,0
FRB20181220A,-9999,-9999,346.11,0.16,-9999,48.43,0.16,-9999,105.24,-10.73,19.1,8.2,-9999,-9999,-9999,-9999,27.6,208.7,0,1.1,0,2.1,40.1,209.4017,0.0050,83.6,87.3,0.00295,0.000457,0.000031,1.33,0.82,-9999,3.0,1.7,-9999,0,58472.0466636192,0.0000000026,58472.0466008270,0.0000000030,0.000435,0.000057,-5.26,0.62,-1.3,1.5,596.4,400.2,400.2,434169.841,430457,0.309,0
FRB20181220B,-9999,-9999,277.37,0.22,-9999,84.87,0.30,-9999,117.17,27.5,134,67,-9999,134,67,-9999,13.4,257.2,1.9,1.0,4.0,2.1,24.7,257.7994,0.0033,204.2,207.6,0.00197,<0.00062,-9999,2.9,1.8,-9999,3.8,2.6,-9999,0,58472.3547760099,0.0000000045,58472.3546987050,0.0000000046,0.000558,0.000032,0.45,0.85,-4.8,1.5,800.2,400.2,419.5,408195.586,409178,0.343,0
FRB20181221A,-9999,-9999,230.58,0.20,-9999,25.86,0.21,-9999,39.52,56.34,13.4,7.6,-9999,-9999,-9999,-9999,18.6,313.8,0,4.5,0,8.0,78.8,316.237,0.013,291.8,292.0,0.00492,0.001323,0.000066,1.25,0.49,-9999,5.8,2.0,-9999,0,58473.7240196762,0.0000000020,58473.7239248480,0.0000000042,0.000754,0.000083,62.1,2.4,-128.0,4.9,583.3,446.1,510.1,443691.859,440185,0.293,0
FRB20181221B,-9999,-9999,306.3100,0.0040,-9999,80.980,0.028,-9999,113.93,23.25,74,41,-9999,71,40,-9999,26.7,1392.7,5.6,2.0,11.0,4.0,52.1,1395.0210,0.0081,1333.1,1333.1,0.00295,<0.0011,-9999,0.97,0.64,-9999,3.3,1.7,-9999,0,58473.9414393568,0.0000000011,58473.9410210394,0.0000000027,0.001037,0.000050,25.3,1.4,-61.2,3.4,597.6,405.4,492.2,433142.381,431066,0.308,0
FRB20181222A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,24,349.4,0,6.8,0,26.1,214.4,348.73651,0.00030,149.8,23.9,0.03539,<0.00039,-9999,4.9,1.5,-9999,50,15,-9999,0,58474.16624160993,0.00000000093,58474.16613703619,0.00000000094,0.005158,0.000072,60.0,1.8,-51.9,1.6,800.2,577.7,713.2,1162519.685,1097419,0.295,0
FRB20181222A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,24,349.4,0,6.8,0,26.1,214.4,348.73651,0.00030,149.8,23.9,0.03539,<0.00039,-9999,4.9,1.5,-9999,50,15,-9999,1,58474.16624166518,0.00000000020,58474.16613709144,0.00000000022,0.0003816,0.0000055,55.3,1.9,-49.6,1.7,800.2,563.5,699.0,1162519.685,1097419,0.295,0
FRB20181222A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,24,349.4,0,6.8,0,26.1,214.4,348.73651,0.00030,149.8,23.9,0.03539,<0.00039,-9999,4.9,1.5,-9999,50,15,-9999,2,58474.16624176170,0.00000000045,58474.16613718796,0.00000000046,0.001718,0.000038,62.5,2.4,-60.4,2.3,800.2,552.4,671.6,1162519.685,1097419,0.295,0
FRB20181222A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,24,349.4,0,6.8,0,26.1,214.4,348.73651,0.00030,149.8,23.9,0.03539,<0.00039,-9999,4.9,1.5,-9999,50,15,-9999,3,58474.1662418705,0.0000000032,58474.1661372968,0.0000000032,0.00581,0.00030,66.1,4.6,-68.3,4.7,780.2,540.4,649.3,1162519.685,1097419,0.295,0
FRB20181222B,-9999,-9999,90.04,0.23,-9999,38.550,0.075,-9999,173.2,7.45,12.6,9.3,-9999,-9999,-9999,-9999,9.5,619.5,0,1.0,0,2.0,12.7,619.2478,0.0075,471.0,408.5,0.00197,<0.00074,-9999,0.46,0.21,-9999,0.83,0.51,-9999,0,58474.3295976711,0.0000000017,58474.3294119806,0.0000000028,0.000596,0.000071,0.4,1.8,-5.4,3.3,798.6,400.2,415.1,445367.7,445050,0.285,0
FRB20181222C,-9999,-9999,131.05,0.23,-9999,68.33,0.25,-9999,146.46,35.38,31,18,-9999,-9999,-9999,-9999,11,1104.8,0,2.2,0,4.3,17.5,1104.892,0.026,1058.5,1065.6,0.00393,<0.0019,-9999,0.84,0.36,-9999,2.9,1.3,-9999,0,58474.4508178381,0.0000000031,58474.4504865200,0.0000000082,0.00152,0.00017,-2.0,1.3,-3.1,2.7,727.4,400.2,400.2,434435.727,434714,0.302,0
FRB20181222D,-9999,-9999,188.20,0.23,-9999,56.160,0.084,-9999,128.25,60.78,19,12,-9999,-9999,-9999,-9999,10.5,1413.7,0,1.4,0,3.1,20.2,1417.11,0.14,1385.9,1394.5,0.02261,0.00195,0.00048,0.22,0.16,-9999,1.23,0.82,-9999,0,58474.606616103,0.000000015,58474.606191162,0.000000045,0.00375,0.00059,8.4,2.6,-41.1,8.8,561.3,400.2,443.0,865595.39,863353,0.307,0
FRB20181222E,-9999,-9999,50.640,0.044,-9999,86.97,0.25,-9999,124.97,24.72,220,100,-9999,210,96,-9999,17.7,328.4,4.3,3.1,8.6,6.4,36.7,327.9797,0.0048,268.1,268.2,0.00393,0.00079,0.00012,1.12,0.70,-9999,5.5,3.2,-9999,0,58474.7188951143,0.0000000017,58474.7187967648,0.0000000022,0.000254,0.000091,5.13,0.96,-19.9,2.2,639.5,400.2,455.2,1011125.194,1010788,0.351,0
FRB20181222E,-9999,-9999,50.640,0.044,-9999,86.97,0.25,-9999,124.97,24.72,220,100,-9999,210,96,-9999,17.7,328.4,4.3,3.1,8.6,6.4,36.7,327.9797,0.0048,268.1,268.2,0.00393,0.00079,0.00012,1.12,0.70,-9999,5.5,3.2,-9999,1,58474.7188955594,0.0000000037,58474.7187972099,0.0000000040,0.00091,0.00026,9.9,3.5,-23.8,6.8,672.3,400.2,492.8,1011125.194,1010788,0.351,0
FRB20181223A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,31.8,352.6,0,6.8,0,26.1,67.2,349.7096,0.0080,150.8,24.9,0.00885,<0.0022,-9999,2.02,0.77,-9999,15.7,5.2,-9999,0,58475.1607517816,0.0000000028,58475.1606469161,0.0000000037,0.001995,0.000087,32.7,2.1,-33.4,2.1,800.2,502.1,652.9,769995.486,757557,0.392,0
FRB20181223A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,31.8,352.6,0,6.8,0,26.1,67.2,349.7096,0.0080,150.8,24.9,0.00885,<0.0022,-9999,2.02,0.77,-9999,15.7,5.2,-9999,1,58475.160751885,0.000000012,58475.160647020,0.000000012,0.00515,0.00096,21.0,3.3,-25.2,3.9,800.2,449.1,607.8,769995.486,757557,0.392,0
FRB20181223B,-9999,-9999,174.89,0.22,-9999,21.59,0.24,-9999,227.74,72.74,12.4,7.2,-9999,-9999,-9999,-9999,12.4,564.5,0,6.4,0,11.0,21.3,565.655,0.019,540.2,545.7,0.00885,0.0035,0.0012,0.68,0.33,-9999,4.1,1.1,-9999,0,58475.5631931148,0.0000000090,58475.563023495,0.000000011,0.00157,0.00031,33.3,5.0,-41.0,5.9,761.2,473.8,600.6,656809.462,655721,0.298,0
FRB20181223C,-9999,-9999,181.05,0.19,-9999,27.58,0.20,-9999,207.75,79.51,11.6,6.3,-9999,-9999,-9999,-9999,19.5,111.6,0,2.1,0,3.7,28.3,112.5118,0.0035,92.6,93.4,0.00197,0.000107,0.000021,1.36,0.51,-9999,2.84,0.93,-9999,0,58475.5802331753,0.0000000013,58475.5801994370,0.0000000016,0.000508,0.000038,2.68,0.79,-7.4,1.3,800.2,400.2,479.2,447393.219,446265,0.283,0
FRB20181224A,-9999,-9999,355.110,0.025,-9999,44.560,0.078,-9999,109.84,-16.5,23.8,2.0,-9999,-9999,-9999,-9999,65,308.9,0,1.0,0,2.0,104.1,310.20644,0.00040,225.2,231.9,0.00197,<0.00040,-9999,4.3,2.3,-9999,3.3,1.8,-9999,0,58476.06173261698,0.00000000044,58476.06163959704,0.00000000046,0.0003868,0.0000053,3.85,0.23,-6.08,0.33,800.2,400.2,549.5,233053.656,219178,0.296,0
FRB20181224B,-9999,-9999,45.36,0.21,-9999,46.14,0.21,-9999,145.22,-11.03,17.0,9.8,-9999,-9999,-9999,-9999,14,779.6,0,2.2,0,4.4,22.4,781.0087,0.0099,659.7,640.3,0.00885,0.00206,0.00040,0.77,0.49,-9999,3.1,1.7,-9999,0,58476.2033684574,0.0000000041,58476.2031342605,0.0000000051,0.00092,0.00016,-1.80,0.90,-0.9,1.4,800.2,400.2,400.2,434116.583,432889,0.305,0
FRB20181224C,-9999,-9999,115.29,0.22,-9999,60.28,0.21,-9999,156.69,29.4,24,14,-9999,-9999,-9999,-9999,13.3,608.2,0,6.2,0,11.4,26.9,596.325,0.056,541.0,543.2,0.02949,0.0275,0.0027,0.50,0.27,-9999,9.6,3.2,-9999,0,58476.400165351,0.000000014,58476.399986535,0.000000022,0.00237,0.00088,-2.46,0.74,0.3,1.0,800.2,400.2,400.2,2797088.64,2786153,0.312,0
FRB20181224D,-9999,-9999,182.45,0.20,-9999,54.85,0.21,-9999,135.42,61.26,20,11,-9999,-9999,-9999,-9999,11.2,690.7,0,1.6,0,3.0,12.8,690.196,0.019,658.8,667.9,0.00393,<0.0020,-9999,0.54,0.33,-9999,1.95,0.98,-9999,0,58476.5832317988,0.0000000046,58476.5830248335,0.0000000075,0.00160,0.00019,-3.3,1.5,1.6,2.5,800.2,400.2,400.2,428983.851,427418,0.313,0
FRB20181224E,-9999,-9999,239.320,0.034,-9999,7.32,0.20,-9999,17.52,41.77,15.4,3.6,-9999,-9999,-9999,-9999,32.4,580.7,0,2.9,0,5.5,42.1,581.8537,0.0041,545.3,549.3,0.00197,<0.0011,-9999,3.6,2.0,-9999,10.3,4.9,-9999,0,58476.7396450374,0.0000000035,58476.7394705601,0.0000000037,0.001056,0.000037,-1.18,0.55,-4.4,1.1,729.5,400.2,400.2,410322.544,404917,0.35,0
FRB20181224E,-9999,-9999,239.320,0.034,-9999,7.32,0.20,-9999,17.52,41.77,15.4,3.6,-9999,-9999,-9999,-9999,32.4,580.7,0,2.9,0,5.5,42.1,581.8537,0.0041,545.3,549.3,0.00197,<0.0011,-9999,3.6,2.0,-9999,10.3,4.9,-9999,1,58476.7396451009,0.0000000065,58476.7394706235,0.0000000066,0.00102,0.00018,-3.7,2.1,3.6,3.2,800.2,400.2,400.2,410322.544,404917,0.35,0
FRB20181225A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,16.2,346.1,0,6.8,0,26.1,31.8,349.619,0.043,150.7,24.8,0.00688,<0.0037,-9999,0.59,0.35,-9999,4.3,1.8,-9999,0,58477.1618510504,0.0000000043,58477.161746212,0.000000014,0.00323,0.00021,28.3,2.9,-128,12,510.8,400.2,446.8,655067.42,648426,0.306,0
FRB20181225B,-9999,-9999,36.77,0.23,-9999,88.20,0.26,-9999,123.74,25.48,420,130,-9999,360,140,-9999,19.1,299.2,9.1,6.7,19.0,13.4,27.6,299.2875,0.0049,241.0,242.3,0.00295,<0.0014,-9999,1.9,1.0,-9999,7.5,3.8,-9999,0,58477.2151455792,0.0000000023,58477.2150558335,0.0000000027,0.001297,0.000066,6.8,1.0,-10.1,1.5,800.2,400.2,560.7,434409.23,431066,0.308,0
FRB20181226C,-9999,-9999,349.05,0.19,-9999,44.94,0.18,-9999,105.75,-14.73,17.2,8.8,-9999,-9999,-9999,-9999,18.8,409.2,0,1.0,0,2.2,25.3,409.0184,0.0065,315.0,322.4,0.00393,0.00198,0.00027,0.88,0.51,-9999,2.7,1.4,-9999,0,58478.0431588484,0.0000000039,58478.0430361982,0.0000000044,0.00063,0.00012,-1.09,0.81,-1.9,1.2,800.2,400.2,400.2,369985.472,367833,0.409,0
