tns_name,previous_name,repeater_name,ra,ra_err,ra_notes,dec,dec_err,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,excluded_flag
FRB20190422B,-9999,-9999,158.27,0.21,-9999,45.670,0.078,-9999,169.59,56.95,14.6,9.6,-9999,-9999,-9999,-9999,11.1,975.4,0,1.1,0,1.8,10.1,977.386,0.053,943.3,955.7,0.01376,<0.0042,-9999,0.22,0.14,-9999,1.57,0.55,-9999,0,58595.187933436,0.000000011,58595.187640353,0.000000020,0.00324,0.00050,-7.2,1.9,7.6,3.0,800.2,400.2,400.2,568672.763,569082,0.391,0
FRB20190422A,-9999,-9999,48.56,0.20,-9999,35.15,0.20,-9999,153.27,-19.17,15.3,8.0,-9999,-9999,-9999,-9999,18.3,452.9,0,8.8,0,15.3,29.1,452.302,0.010,372.8,367.0,0.02949,<0.0027,-9999,0.60,0.26,-9999,9.1,2.8,-9999,0,58595.884324175,0.000000015,58595.884188546,0.000000016,0.00322,0.00031,42.0,8.2,-46.9,9.0,781.4,501.7,626.1,750783.346,746608,0.4,0
FRB20190422A,-9999,-9999,48.56,0.20,-9999,35.15,0.20,-9999,153.27,-19.17,15.3,8.0,-9999,-9999,-9999,-9999,18.3,452.9,0,8.8,0,15.3,29.1,452.302,0.010,372.8,367.0,0.02949,<0.0027,-9999,0.60,0.26,-9999,9.1,2.8,-9999,1,58595.884324320,0.000000024,58595.884188691,0.000000024,0.00231,0.00019,54.2,7.5,-63.7,8.6,740.5,506.3,612.3,750783.346,746608,0.4,0
FRB20190422A,-9999,-9999,48.56,0.20,-9999,35.15,0.20,-9999,153.27,-19.17,15.3,8.0,-9999,-9999,-9999,-9999,18.3,452.9,0,8.8,0,15.3,29.1,452.302,0.010,372.8,367.0,0.02949,<0.0027,-9999,0.60,0.26,-9999,9.1,2.8,-9999,2,58595.884324424,0.000000013,58595.884188794,0.000000013,0.00200,0.00042,24,11,-32,13,763.7,444.8,582.8,750783.346,746608,0.4,0
FRB20190423A,-9999,-9999,179.68,0.18,-9999,55.25,0.16,-9999,138.14,60.29,24.0,9.5,-9999,-9999,-9999,-9999,39,244.2,0,17.0,0,27.3,458.5,242.64562,0.00060,211.0,220.2,0.0059,0.0005385,0.0000082,10.8,1.7,-9999,55.4,8.8,-9999,0,58596.24977163917,0.00000000047,58596.24969887833,0.00000000050,0.0004139,0.0000073,11.19,0.21,-30.52,0.39,632.6,400.2,480.7,606950.905,520740,0.442,0
FRB20190423A,-9999,-9999,179.68,0.18,-9999,55.25,0.16,-9999,138.14,60.29,24.0,9.5,-9999,-9999,-9999,-9999,39,244.2,0,17.0,0,27.3,458.5,242.64562,0.00060,211.0,220.2,0.0059,0.0005385,0.0000082,10.8,1.7,-9999,55.4,8.8,-9999,1,58596.24977167645,0.00000000046,58596.24969891561,0.00000000050,0.002366,0.000023,-3.66,0.12,-5.59,0.32,593.0,400.2,400.2,606950.905,520740,0.442,0
FRB20190423B,-9999,-9999,298.58,0.21,-9999,26.19,0.21,-9999,63.18,-0.87,12.7,7.6,-9999,-9999,-9999,-9999,15.9,585.5,0,5.8,0,9.7,26.6,584.949,0.020,102.3,160.8,0.00983,<0.0030,-9999,0.87,0.29,-9999,7.0,1.3,-9999,0,58596.577776201,0.000000015,58596.577600795,0.000000016,0.00249,0.00028,62.4,9.6,-106,16,623.1,463.8,537.6,962826.153,962149,0.382,0
FRB20190423B,-9999,-9999,298.58,0.21,-9999,26.19,0.21,-9999,63.18,-0.87,12.7,7.6,-9999,-9999,-9999,-9999,15.9,585.5,0,5.8,0,9.7,26.6,584.949,0.020,102.3,160.8,0.00983,<0.0030,-9999,0.87,0.29,-9999,7.0,1.3,-9999,1,58596.577776297,0.000000027,58596.577600892,0.000000027,0.0085,0.0019,63,16,-116,30,604.1,455.6,524.6,962826.153,962149,0.382,0
FRB20190423C,-9999,-9999,349.08,0.20,-9999,86.970,0.084,-9999,121.59,24.35,230,110,-9999,230,100,-9999,14.8,855.7,3.9,2.9,7.0,5.4,20.4,855.5273,0.0046,795.1,795.4,0.00786,0.00248,0.00030,1.23,0.42,-9999,4.37,0.97,-9999,0,58596.7336707131,0.0000000074,58596.7334141707,0.0000000076,<0.00016,-9999,1.9,1.3,-12.3,2.6,668.0,400.2,433.0,361824.303,360537,0.421,0
FRB20190423D,-9999,-9999,29.69,0.19,-9999,84.80,0.22,-9999,124.56,22.14,143,64,-9999,140,64,-9999,23.9,498.2,21.2,12.0,39.2,22.3,29.1,496.455,0.018,430.3,426.7,0.00885,0.0070,0.0013,1.71,0.81,-9999,18.0,6.8,-9999,0,58596.8405475129,0.0000000087,58596.840398644,0.000000010,0.00190,0.00028,10.3,1.5,-14.8,1.9,800.2,400.2,565.9,899689.783,898313,0.423,0
FRB20190424A,-9999,-9999,168.30,0.18,-9999,63.780,0.049,-9999,139.55,50.06,23,15,-9999,-9999,-9999,-9999,18.1,758.6,0,1.6,0,2.7,21.4,758.6720,0.0043,723.2,732.4,0.00098,<0.00075,-9999,1.13,0.39,-9999,1.99,0.58,-9999,0,58597.2117435458,0.0000000060,58597.2115160469,0.0000000062,0.000666,0.000044,4.9,1.2,-12.4,2.3,751.2,400.2,487.9,366308.371,365402,0.413,0
FRB20190425A,-9999,-9999,255.72,0.14,-9999,21.52,0.18,-9999,42.06,33.02,16.9,4.2,-9999,-9999,-9999,-9999,57.6,127.8,0,9.2,0,14.7,229.9,128.15774,0.00016,79.4,89.3,0.00098,<0.00038,-9999,18.6,2.6,-9999,31.6,4.2,-9999,0,58598.44992977713,0.00000000065,58598.44989134716,0.00000000065,0.0003799,0.0000023,8.26,0.14,-10.56,0.18,800.2,400.2,591.8,279123.089,185434,0.404,0
FRB20190425B,-9999,-9999,210.12,0.10,-9999,88.60,0.21,-9999,122.46,28.46,420,160,-9999,440,160,-9999,18.2,1030.3,2.5,2.1,5.2,4.2,21.6,1031.7236,0.0091,979.0,982.9,0.00197,<0.0013,-9999,1.25,0.67,-9999,3.1,1.3,-9999,0,58598.7540306028,0.0000000071,58598.7537212254,0.0000000076,0.001108,0.000073,22.4,3.3,-65.6,9.2,572.6,400.2,474.8,342929.758,342906,0.449,0
FRB20190426A,-9999,-9999,115.04,0.20,-9999,59.12,0.20,-9999,158.01,29.19,24,13,-9999,-9999,-9999,-9999,23.9,341.3,0,1.2,0,2.0,37.1,340.6624,0.0018,284.8,286.7,0.00197,<0.00043,-9999,1.59,0.28,-9999,2.01,0.29,-9999,0,58599.0611840768,0.0000000055,58599.0610819242,0.0000000056,0.000398,0.000015,27.0,2.2,-71.7,5.7,577.8,403.7,483.0,195167.362,193642,0.378,0
FRB20190427A,-9999,-9999,78.93,0.18,-9999,7.77,0.23,-9999,194.4,-17.22,13.4,6.1,-9999,-9999,-9999,-9999,25.2,454.5,0,4.0,0,7.0,27.5,455.7828,0.0026,370.8,330.1,0.00197,0.00065,0.00012,3.9,1.4,-9999,9.5,2.9,-9999,0,58600.95452437274,0.00000000095,58600.9543876996,0.0000000012,0.000339,0.000055,-2.62,0.77,3.30,0.95,800.2,400.2,400.2,322702.449,320409,0.485,0
FRB20190428A,-9999,-9999,170.730,0.027,-9999,23.33,0.15,-9999,218.78,69.65,16.1,4.7,-9999,-9999,-9999,-9999,33,968.9,0,3.2,0,5.4,45.7,969.4001,0.0022,942.4,949.4,0.00393,0.00363,0.00039,2.22,0.71,-9999,7.4,2.2,-9999,0,58601.2093691459,0.0000000013,58601.2090784571,0.0000000014,0.000374,0.000066,54.0,4.3,-48.8,3.8,800.2,560.1,696.0,509717.601,505241,0.459,0
FRB20190429A,-9999,-9999,281.09,0.24,-9999,59.42,0.24,-9999,89.11,23.99,23,14,-9999,-9999,-9999,-9999,9.7,470.7,0,3.1,0,5.1,11.2,470.884,0.011,413.3,417.5,0.00295,<0.0016,-9999,0.80,0.21,-9999,1.83,0.31,-9999,0,58602.5077092897,0.0000000039,58602.5075680883,0.0000000052,0.00125,0.00017,3.7,2.2,-4.6,2.8,800.2,400.2,603.0,362119.515,360538,0.421,0
FRB20190429B,-9999,-9999,329.93,0.24,-9999,3.96,0.33,-9999,63.07,-38.21,11.0,6.2,-9999,-9999,-9999,-9999,10.2,297.6,0,8.5,0,15.2,18.2,295.65,0.75,253.5,263.1,0.01671,<0.0078,-9999,0.74,0.47,-9999,5.0,1.6,-9999,0,58602.648206008,0.000000025,58602.64811735,0.00000023,0.00638,0.00073,99,18,-910,170,444.1,401.7,422.4,672175.136,672442,0.46,0
FRB20190430B,-9999,-9999,237.72,0.23,-9999,62.27,0.24,-9999,95.69,44.2,24,14,-9999,-9999,-9999,-9999,10,2617.1,0,1.9,0,3.4,12.6,2619.399,0.085,2583.0,2590.0,0.02556,0.0086,0.0017,0.38,0.18,-9999,1.52,0.52,-9999,0,58603.389456755,0.000000018,58603.388671290,0.000000031,<0.0033,-9999,0.0,1.8,-2.4,2.4,800.2,400.2,403.8,477016.66,477881,0.488,0
FRB20190430A,-9999,-9999,77.70,0.24,-9999,87.01,0.32,-9999,125.94,25.83,220,100,-9999,213,99,-9999,11.1,349.4,6.3,4.5,11.6,8.6,14.8,339.25,0.19,281.4,282.8,0.01966,0.00323,0.00072,0.75,0.49,-9999,7.7,2.3,-9999,0,58603.451856722,0.000000018,58603.451754993,0.000000060,0.00338,0.00084,4.7,2.9,-29.1,9.2,574.6,400.2,433.8,629710.43,629881,0.494,0
FRB20190430C,-9999,-9999,277.22,0.23,-9999,24.92,0.22,-9999,53.26,15.75,13.2,7.5,-9999,-9999,-9999,-9999,22.5,399.5,0,3.3,0,5.7,32.2,400.561,0.011,301.5,317.4,0.00295,<0.0011,-9999,2.17,0.53,-9999,5.1,1.2,-9999,0,58603.4957273192,0.0000000026,58603.4956072053,0.0000000042,0.000893,0.000095,48.7,5.1,-48.8,5.1,800.2,530.6,659.3,338273.26,335610,0.461,0
FRB20190501B,-9999,-9999,261.45,0.19,-9999,54.36,0.18,-9999,82.03,34.05,20,12,-9999,-9999,-9999,-9999,24.3,784.5,0,1.4,0,2.2,29.8,784.068,0.011,740.5,747.6,0.0059,<0.0011,-9999,0.88,0.21,-9999,3.20,0.55,-9999,0,58604.4540427093,0.0000000015,58604.4538075949,0.0000000037,0.000932,0.000065,-0.03,0.94,-6.8,2.0,714.8,400.2,400.2,347549.483,347765,0.441,0
FRB20190501B,-9999,-9999,261.45,0.19,-9999,54.36,0.18,-9999,82.03,34.05,20,12,-9999,-9999,-9999,-9999,24.3,784.5,0,1.4,0,2.2,29.8,784.068,0.011,740.5,747.6,0.0059,<0.0011,-9999,0.88,0.21,-9999,3.20,0.55,-9999,1,58604.4540427448,0.0000000025,58604.4538076304,0.0000000041,0.00084,0.00017,-1.2,1.5,-1.0,2.4,800.2,400.2,400.2,347549.483,347765,0.441,0
FRB20190502A,-9999,-9999,165.01,0.14,-9999,59.95,0.13,-9999,145.3,52.07,31.7,6.6,-9999,-9999,-9999,-9999,67.5,626.0,0,1.7,0,2.7,75.8,625.7691,0.0047,590.8,600.6,0.00393,0.000995,0.000048,3.18,0.66,-9999,11.5,2.3,-9999,0,58605.18295228125,0.00000000093,58605.1827646352,0.0000000017,0.000849,0.000035,-4.64,0.25,3.76,0.36,800.2,400.2,400.2,372435.239,367225,0.41,0
FRB20190502B,-9999,-9999,212.04,0.13,-9999,64.440,0.036,-9999,109.99,50.72,23.1,9.1,-9999,-9999,-9999,-9999,59.7,917.1,0,2.5,0,4.1,66.5,918.6143,0.0092,884.8,892.3,0.00492,0.000609,0.000070,2.58,0.46,-9999,10.1,1.6,-9999,0,58605.3130759983,0.0000000020,58605.3128005383,0.0000000034,0.001201,0.000042,1.74,0.36,-3.99,0.49,800.2,400.2,498.1,369335.964,359929,0.422,0
FRB20190502C,-9999,-9999,155.60,0.15,-9999,82.970,0.040,-9999,127.98,32.63,98,46,-9999,63,57,-9999,23.8,396.3,2.6,1.1,4.9,2.1,28.5,396.8350,0.0088,349.4,355.2,0.00197,0.00032,0.00010,3.6,2.0,-9999,8.3,3.5,-9999,0,58605.6640729922,0.0000000027,58605.6639539955,0.0000000038,0.000527,0.000094,9.0,1.5,-26.8,3.2,634.3,400.2,473.2,332112.854,332569,0.466,0
FRB20190515A,-9999,-9999,310.15,0.19,-9999,55.46,0.18,-9999,92.32,8.29,23,11,-9999,-9999,-9999,-9999,20.9,452.9,0,11.6,0,18.5,39.3,450.503,0.069,293.1,225.9,0.04719,0.0383,0.0025,0.55,0.14,-9999,16.8,1.8,-9999,0,58618.546999965,0.000000014,58618.546864875,0.000000025,0.00177,0.00071,4.87,0.79,-9.5,1.1,800.2,400.2,517.1,3254355.579,3245177,0.389,0
FRB20190515B,-9999,-9999,0.83,0.17,-9999,3.41,0.25,-9999,100.26,-57.33,12.2,5.7,-9999,-9999,-9999,-9999,23.4,820.1,0,5.2,0,9.7,31.1,822.1887,0.0060,789.7,798.4,0.00492,0.00188,0.00022,2.8,1.4,-9999,11.3,4.8,-9999,0,58618.6867896287,0.0000000021,58618.6865430833,0.0000000027,0.00038,0.00014,0.77,0.76,-9.3,1.5,685.6,400.2,417.0,356989.674,354457,0.431,0
FRB20190515C,-9999,FRB20190213A,31.72,0.25,-9999,20.08,0.30,-9999,146.06,-39.38,12.1,7.5,-9999,-9999,-9999,-9999,10.1,653.5,0,4.6,0,9.9,20.9,652.39,0.17,609.3,617.9,0.01278,<0.0061,-9999,0.48,0.31,-9999,5.5,2.3,-9999,0,58618.773464604,0.000000023,58618.773268974,0.000000055,0.00494,0.00058,35.2,4.7,-62.0,8.0,644.4,438.4,531.5,545427.258,543546,0.418,0
FRB20190515D,-9999,-9999,67.13,0.21,-9999,-5.01,0.34,-9999,199.88,-33.89,12.5,6.5,-9999,-9999,-9999,-9999,13,425.4,0,12.6,0,24.1,35.5,426.0611,0.0054,378.3,367.0,0.00492,0.00149,0.00026,3.0,1.7,-9999,8.8,4.4,-9999,0,58618.8737987932,0.0000000024,58618.8736710326,0.0000000029,0.000420,0.000092,30.6,3.0,-54.3,4.8,651.5,431.6,530.2,266492.296,265081,0.574,0
FRB20190516B,-9999,-9999,167.34,0.21,-9999,7.37,0.27,-9999,247.46,58.76,11.5,6.9,-9999,-9999,-9999,-9999,15.3,1235.8,0,7.0,0,13.7,19.4,1235.416,0.048,1202.1,1212.2,0.01376,0.00372,0.00059,1.13,0.77,-9999,9.9,5.3,-9999,0,58619.1513926616,0.0000000089,58619.151022204,0.000000017,0.00149,0.00055,1.1,1.4,-12.2,3.1,647.1,400.2,419.4,507054.52,504329,0.46,0
FRB20190517D,-9999,-9999,339.95,0.22,-9999,41.84,0.23,-9999,98.2,-14.62,13.7,9.7,-9999,-9999,-9999,-9999,9.4,1184.0,0,1.9,0,8.8,12,1180.148,0.058,1086.8,1097.3,0.01475,0.0063,0.0020,0.45,0.31,-9999,5.8,3.0,-9999,0,58620.624367646,0.000000019,58620.624013761,0.000000026,0.00230,0.00097,0.1,1.8,-3.6,2.8,800.2,400.2,406.8,958800.078,959113,0.384,0
FRB20190517B,-9999,FRB20180814A,65.54,0.19,-9999,73.63,0.27,-9999,136.46,16.58,41,24,-9999,43.5,7.9,-9999,9.6,187.6,43.8,6.9,155.9,25.6,14,191.72,0.26,103.9,83.4,0.01769,<0.0078,-9999,0.48,0.34,-9999,4.2,1.6,-9999,0,58620.856677874,0.000000026,58620.856620384,0.000000082,0.0058,0.0010,32.4,6.7,-105,21,541.1,402.6,466.7,811829.534,803770,0.354,0
FRB20190517C,-9999,-9999,87.50,0.19,-9999,26.62,0.20,-9999,182.48,-0.37,13.7,7.3,-9999,-9999,-9999,-9999,25,334.8,0,5.3,0,9.1,58.3,335.5746,0.0043,147.6,43.1,0.00197,0.000149,0.000012,3.1,1.2,-9999,8.7,2.8,-9999,0,58620.9213312140,0.0000000011,58620.9212305871,0.0000000017,0.000377,0.000033,8.48,0.98,-50.2,3.8,539.4,400.2,435.5,188812.917,183305,0.411,0
FRB20190518B,-9999,-9999,175.11,0.21,-9999,20.28,0.24,-9999,232.01,72.39,12.1,7.1,-9999,-9999,-9999,-9999,12.8,913.9,0,2.6,0,4.9,16.7,913.7722,0.0039,887.7,893.6,0.00098,<0.00071,-9999,1.53,0.68,-9999,2.1,1.0,-9999,0,58621.1663744030,0.0000000038,58621.1661003950,0.0000000040,0.000610,0.000052,0.4,1.2,-1.1,1.7,800.2,400.2,478.4,379580.436,379994,0.39,0
FRB20190518C,-9999,-9999,242.010,0.071,-9999,4.64,0.21,-9999,16.3,38.1,14.8,3.5,-9999,-9999,-9999,-9999,34.5,444.8,0,6.7,0,11.6,46.4,444.0795,0.0035,402.4,408.2,0.00295,0.000288,0.000030,6.7,1.6,-9999,14.8,3.3,-9999,0,58621.3493015979,0.0000000014,58621.3491684342,0.0000000017,0.000635,0.000036,6.39,0.66,-15.1,1.2,730.2,400.2,494.3,351087.684,349593,0.438,0
FRB20190518D,-9999,-9999,174.72,0.33,-9999,89.31,0.24,-9999,123.17,27.78,1190,300,-9999,960,290,-9999,14.9,202.2,3.5,2.4,6.9,4.8,19.3,202.4551,0.0057,148.5,151.8,0.00197,0.000387,0.000071,1.36,0.98,-9999,3.0,1.6,-9999,0,58621.3782560302,0.0000000035,58621.3781953211,0.0000000039,0.00026,0.00011,5.4,1.7,-15.6,3.2,698.5,400.2,475.6,353943.657,352633,0.434,0
FRB20190518A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,9.3,351.0,0,6.8,0,26.1,10.6,349.607,0.050,150.7,24.8,0.00492,<0.0027,-9999,0.33,0.18,-9999,1.45,0.28,-9999,0,58621.7595215858,0.0000000080,58621.759416751,0.000000017,0.00207,0.00031,5.1,4.3,-28,14,582.6,400.2,437.9,366430.605,364794,0.414,0
FRB20190518E,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.68,3.72,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,16,351.0,0,6.8,0,26.1,22,350.1451,0.0072,151.1,25.1,0.0059,<0.0022,-9999,0.79,0.28,-9999,3.81,0.90,-9999,0,58621.7646528928,0.0000000035,58621.7645478967,0.0000000041,0.00196,0.00013,7.2,3.4,-2.6,3.2,800.2,494.7,800.2,364485.661,363578,0.416,0
FRB20190518G,-9999,-9999,94.79,0.20,-9999,75.52,0.14,-9999,138.68,24.22,48,27,-9999,27,19,-9999,20.2,525.7,7.9,1.5,15.3,2.7,33.6,524.9464,0.0043,461.9,460.2,0.00098,<0.00072,-9999,0.99,0.43,-9999,1.76,0.62,-9999,0,58621.9450263166,0.0000000022,58621.9448689037,0.0000000026,0.000666,0.000027,19.8,2.0,-75.3,7.0,543.6,400.2,456.4,370435.485,370266,0.405,0
FRB20190519D,-9999,-9999,164.57,0.18,-9999,42.990,0.031,-9999,170.84,62.15,12.4,9.4,-9999,-9999,-9999,-9999,18.6,538.6,0,0.4,0,0.8,25.3,539.771,0.011,509.3,521.1,0.00197,<0.0020,-9999,0.36,0.16,-9999,0.81,0.36,-9999,0,58622.1332454410,0.0000000031,58622.1330835828,0.0000000046,0.00183,0.00010,-1.46,0.80,-1.9,1.4,800.2,400.2,400.2,436660.794,434106,0.303,0
FRB20190519E,-9999,-9999,168.28,0.20,-9999,41.65,0.20,-9999,170.75,65.2,15.8,8.5,-9999,-9999,-9999,-9999,17,693.9,0,0.8,0,1.5,30.3,693.8297,0.0011,666.3,677.3,0.00098,<0.00045,-9999,1.00,0.47,-9999,1.46,0.67,-9999,0,58622.1449896929,0.0000000027,58622.1447816380,0.0000000027,0.000414,0.000020,2.0,2.5,4.1,2.3,800.2,551.0,800.2,218437.16,217050,0.303,0
FRB20190519F,-9999,-9999,165.63,0.20,-9999,77.23,0.22,-9999,130.34,38.29,52,29,-9999,58,22,-9999,20.2,799.0,13.9,3.0,24.6,5.5,41,797.766,0.023,755.7,763.2,0.00688,0.00136,0.00023,0.75,0.41,-9999,4.0,1.3,-9999,0,58622.1459652430,0.0000000049,58622.1457260212,0.0000000084,0.00136,0.00016,21.7,1.8,-86.4,6.3,534.4,400.2,453.9,419609.602,418297,0.328,0
FRB20190519G,-9999,-9999,306.68,0.10,-9999,72.34,0.17,-9999,105.86,18.99,42,19,-9999,32,16,-9999,28.3,433.5,95.8,10.9,179.0,21.2,40.9,430.094,0.022,356.6,350.9,0.01868,0.0111,0.0010,1.11,0.79,-9999,22,12,-9999,0,58622.5334949203,0.0000000075,58622.5333659502,0.0000000099,0.00306,0.00038,1.74,0.59,-5.34,0.84,800.2,400.2,471.1,1313484.654,1308713,0.399,0
FRB20190519H,-9999,-9999,342.99,0.18,-9999,87.370,0.055,-9999,121.49,24.84,269,87,-9999,210,120,-9999,39.7,1169.5,2.5,1.8,5.0,3.6,57.7,1170.8729,0.0030,1111.5,1112.4,0.00295,0.000309,0.000021,3.2,1.7,-9999,6.6,3.3,-9999,0,58622.6485647745,0.0000000015,58622.6482136712,0.0000000018,0.000255,0.000072,2.33,0.51,-14.0,1.2,652.9,400.2,435.0,360357.459,358105,0.425,0
FRB20190519A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,11.9,346.1,0,6.8,0,26.1,43.4,348.7128,0.0042,149.8,23.9,0.00885,0.000360,0.000047,1.18,0.46,-9999,3.9,1.1,-9999,0,58622.7433523157,0.0000000029,58622.7432477491,0.0000000031,0.000269,0.000064,96.6,9.5,-183,18,583.2,466.0,521.3,348292.269,347156,0.442,0
FRB20190519A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,11.9,346.1,0,6.8,0,26.1,43.4,348.7128,0.0042,149.8,23.9,0.00885,0.000360,0.000047,1.18,0.46,-9999,3.9,1.1,-9999,1,58622.7433523744,0.0000000031,58622.7432478078,0.0000000034,0.00128,0.00011,78.9,7.9,-215,21,532.9,433.4,480.6,348292.269,347156,0.442,0
FRB20190519B,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,21.7,349.4,0,6.8,0,26.1,44.8,349.280,0.038,150.3,24.4,0.03244,<0.0022,-9999,0.97,0.39,-9999,12.4,4.0,-9999,0,58622.7562673606,0.0000000085,58622.756162624,0.000000014,0.00203,0.00029,53.5,9.7,-53.0,9.5,800.2,537.9,662.5,755972.269,749035,0.398,0
FRB20190519B,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,21.7,349.4,0,6.8,0,26.1,44.8,349.280,0.038,150.3,24.4,0.03244,<0.0022,-9999,0.97,0.39,-9999,12.4,4.0,-9999,1,58622.7562674544,0.0000000082,58622.756162718,0.000000014,0.00151,0.00035,24.3,8.9,-33,11,748.5,442.7,575.6,755972.269,749035,0.398,0
FRB20190519B,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,21.7,349.4,0,6.8,0,26.1,44.8,349.280,0.038,150.3,24.4,0.03244,<0.0022,-9999,0.97,0.39,-9999,12.4,4.0,-9999,2,58622.7562675420,0.0000000097,58622.756162805,0.000000015,0.00606,0.00083,41.5,6.7,-83,13,607.7,435.3,514.3,755972.269,749035,0.398,0
FRB20190519B,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,21.7,349.4,0,6.8,0,26.1,44.8,349.280,0.038,150.3,24.4,0.03244,<0.0022,-9999,0.97,0.39,-9999,12.4,4.0,-9999,3,58622.7562676669,0.0000000038,58622.756162930,0.000000012,0.00219,0.00014,37.9,3.6,-113,11,545.5,410.2,473.1,755972.269,749035,0.398,0
FRB20190519C,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,16.4,346.1,0,6.8,0,26.1,27.1,349.064,0.019,150.1,24.2,0.0118,<0.0032,-9999,0.64,0.27,-9999,4.0,1.4,-9999,0,58622.7575253922,0.0000000039,58622.7574207202,0.0000000068,0.00288,0.00017,27.1,2.9,-68.6,7.3,585.5,405.8,487.5,357659.801,358106,0.425,0
FRB20190519J,-9999,-9999,296.210,0.085,-9999,86.93,0.30,-9999,119.6,26.38,204,96,-9999,225,86,-9999,9.5,642.1,2.3,1.5,4.9,3.2,18.6,642.759,0.044,586.7,589.1,0.00197,0.000501,0.000088,0.63,0.52,-9999,1.7,1.1,-9999,0,58622.9611996706,0.0000000053,58622.961006930,0.000000014,0.00046,0.00025,24.3,6.9,-259,58,461.0,400.2,419.5,345465.697,344729,0.446,0
FRB20190520A,-9999,-9999,273.520,0.026,-9999,26.320,0.094,-9999,53.3,19.37,14.7,6.6,-9999,-9999,-9999,-9999,21.8,431.9,0,1.6,0,3.0,28.7,432.5063,0.0057,352.8,367.3,0.00197,<0.00071,-9999,1.08,0.53,-9999,2.4,1.0,-9999,0,58623.4340678663,0.0000000034,58623.4339381729,0.0000000038,0.000649,0.000032,11.4,2.0,-54.3,7.4,546.0,400.2,444.4,374488.098,373914,0.399,0
FRB20190527A,-9999,-9999,12.45,0.20,-9999,7.990,0.067,-9999,122.23,-54.88,9.2,7.5,-9999,-9999,-9999,-9999,14.8,582.3,0,12.9,0,24.0,32.8,584.58,0.16,550.9,559.9,0.05702,0.00508,0.00045,0.47,0.36,-9999,10.1,4.1,-9999,0,58630.686200303,0.000000019,58630.686025008,0.000000052,0.00267,0.00094,47,11,-122,26,556.1,422.4,484.7,1340704.245,1346100,0.279,0
FRB20190527A,-9999,-9999,12.45,0.20,-9999,7.990,0.067,-9999,122.23,-54.88,9.2,7.5,-9999,-9999,-9999,-9999,14.8,582.3,0,12.9,0,24.0,32.8,584.58,0.16,550.9,559.9,0.05702,0.00508,0.00045,0.47,0.36,-9999,10.1,4.1,-9999,1,58630.686200525,0.000000013,58630.686025231,0.000000050,0.00247,0.00065,30.7,3.8,-133,15,512.2,400.2,449.1,1340704.245,1346100,0.279,0
