#,NAME,dm,P0,RAJD,DECJD
,(cm^-3,pc),(s),(deg),(deg),
608,J1244-5053,ebvb01,109.95,12,ebvb01,0.275207111323,4,ebvb01,191.04783,-50.88906,
609,J1244-6359,ncb+15,286,1,ncb+15,0.14727431048,2,ncb+15,191.19872,-63.99650,
610,J1244-6531,kel+09,388,2,kel+09,1.5468189400,3,kel+09,191.15958,-65.52000,
611,J1245-6238,mlc+01,336.2,20,mlc+01,2.2830933508,3,mlc+01,191.33800,-62.64886,
612,J1246+2253,tdk+93,17.792,3,bfrs18,0.473870557518,4,bfrs18,191.70568,22.89535,
613,J1248-6344,kbm+03,433.0,6,pkj+13,0.198335136357,8,kbm+03,192.19317,-63.73600,
614,J1248-6444,ncb+15,236.4,11,ncb+15,1.23489349389,3,ncb+15,192.13696,-64.73333,
615,J1249-6507,kbm+03,215,4,kbm+03,0.43444487308,3,kbm+03,192.47633,-65.12217,
616,J1251-7407,bbb+12,89.81,5,bbb+12,0.32705773823,2,bbb+12,192.97058,-74.12084,
617,J1252-6314,mlc+01,278.4,13,mlc+01,0.82333927128,6,mlc+01,193.17758,-63.24242,
618,J1253-5820,mld+96,100.584,4,dsb+98,0.2554963274098,7,dsb+98,193.36809,-58.34469,
619,J1254-6150,kbm+03,95,3,kbm+03,0.184502203069,7,kbm+03,193.63533,-61.84744,
620,J1255-46,bcm+15,42.9,0,bcm+15,0.052,0,bcm+15,193.75000,-46.00000,
621,J1255-6131,kbm+03,206.5,17,kbm+03,0.65797363034,3,kbm+03,193.97858,-61.51947,
622,J1255-62,ncb+15,713,4,ncb+15,0.18291150816,3,ncb+15,193.82500,-62.80000,
623,B1254-10,dtws85,29.634,9,hlk+04,0.6173076699955,8,hlk+04,194.26987,-10.45160,
624,B1256-67,mlt+78,94.7,9,hfs+04,0.6633290494,3,nmc81,194.84458,-67.69444,
625,B1257+12,wol90a,10.16550,3,kw03,0.00621853194840048,3,kw03,195.01490,12.68235,
626,J1301+0833,rap+12,13.2,0,rap+12,0.00184,0,rap+12,195.40942,8.56597,
627,J1301-6305,mlc+01,374,1,pkj+13,0.18452809509,6,mlc+01,195.44067,-63.09275,
628,J1301-6310,kbm+03,86.1,12,kbm+03,0.66382964770,4,kbm+03,195.36792,-63.17792,
629,J1302-32,hrm+11,26.2,0,hrm+11,0.00377,0,hrm+11,195.50000,-32.00000,
630,J1302-63,nj98,875,10,nj98,0.32572433,1,nj98,195.51667,-63.74806,
631,J1302-6313,kbm+03,500,21,kbm+03,0.9678462129,4,kbm+03,195.58000,-63.22472,
632,B1259-63,jlm+92,146.73,1,pkj+13,0.0477625075,4,sjm14,195.69849,-63.83573,
633,J1303-6305,mlc+01,343,3,mlc+01,2.3066415539,4,mlc+01,195.75008,-63.08356,
634,J1305-6203,mlc+01,471.0,1,pkj+13,0.42776184224,8,mlc+01,196.33708,-62.05600,
635,J1305-6256,mlc+01,967,3,mlc+01,0.47823093284,12,mlc+01,196.36667,-62.94417,
636,B1302-64,mlt+78,505.0,3,hfs+04,0.5716469444,4,nmc81,196.34750,-64.92453,
637,J1305-66,kek+13,316.1,0,kek+13,0.1972763,2,kek+13,196.40000,-66.65000,
638,J1306-4035,kbj+18,35,0,kbj+18,0.00220453,2,kbj+18,196.73458,-40.58981,
639,J1306-6242,kbm+03,480,6,kbm+03,0.98190211848,9,kbm+03,196.68583,-62.70083,
640,B1303-66,jlm+92,436.9,2,jml+95,0.473026470689,7,jml+95,196.65912,-66.28939,
641,J1307-6318,mlc+01,374,8,mlc+01,4.9624272525,20,mlc+01,196.97792,-63.30972,
642,J1307-67,kkl+11,44,2,kkl+11,3.65120,8,bbj+11,196.92083,-67.05750,
643,J1308+2127,hhss02,*,0,*,10.31252206,2,kv05a,197.20112,21.45188,
644,J1308-4650,jbo+09,66,10,jbo+09,1.05883304424,3,jbo+09,197.18579,-46.84158,
645,J1308-5844,lfl+06,205.6,11,lfl+06,0.4646997488,7,lfl+06,197.08783,-58.73717,
646,J1309-6415,mlc+01,574,5,mlc+01,0.6194535568,3,mlc+01,197.31917,-64.26639,
647,J1309-6526,kbm+03,340,4,kbm+03,0.398292162785,20,kbm+03,197.25121,-65.43794,
648,B1309-12,dtws85,36.214,8,hlk+04,0.4475177112318,7,hlk+04,197.96937,-12.46712,
649,J1311-3430,pgf+12,37.84,26,rrc+13,0.0025603710316720,3,pgf+12,197.94052,-34.50843,
650,J1312+0051,san16,15.345,1,san16,0.0042280189916604,2,san16,198.19434,0.85003,
651,B1310+18,kapw91,24.0,15,kapw91,0.033163166,3,kapw91,198.22917,18.16667,
652,B1309-53,mlt+78,133,2,nmc81,0.7281542173,3,nmc81,198.01917,-54.04500,
653,B1309-55,mlt+78,134.1,16,nmc81,0.8492356848,4,nmc81,198.22429,-55.27975,
654,J1312-6400,mlc+01,93.0,12,mlc+01,2.43743249609,11,mlc+01,198.02983,-64.01544,
655,J1313+0931,lzb+00,12.040623,43,bkk+16,0.84893275073,2,lzb+00,198.34583,9.53222,
656,J1314-6101,kbm+03,309,13,kbm+03,2.9483896038,15,kbm+03,198.59750,-61.02111,
657,J1316-6232,cmk01,983.3,5,hfs+04,0.34282539844,6,cmk01,199.19292,-62.53672,
658,J1317-5759,mll+06,145.3,3,mlk+09,2.64219851320,5,mlk+09,199.44287,-57.99181,
659,J1317-6302,mlc+01,678.1,12,mlc+01,0.26127055606,3,mlc+01,199.43621,-63.04783,
660,B1316-60,jlm+92,400.94,4,jml+95,0.284351393041,6,jml+95,199.83454,-60.94630,
661,J1319-6105,kbm+03,442.2,5,kbm+03,0.421118114249,6,kbm+03,199.85967,-61.09061,
662,J1320-3512,mld+96,16.42,10,dsb+98,0.45848840672,7,dsb+98,200.05283,-35.20722,
663,B1317-53,mlt+78,97.1,1,pkj+13,0.279729147244,4,smd93,200.22467,-53.98511,
664,J1320+67,slr+14,28,2,slr+14,1.028620,35,slr+14,200.00000,67.50000,
665,J1321-5922,kel+09,383,2,kel+09,1.27905759523,7,kel+09,200.41483,-59.38114,
666,B1322+83,dbtb82,13.31624,76,bkk+16,0.670037418386,3,hlk+04,200.44242,83.39414,
667,J1322-62,kek+13,733.6,0,kek+13,1.044851,4,kek+13,200.72500,-62.85000,
668,J1322-6241,mlc+01,618.8,19,mlc+01,0.50605841373,5,mlc+01,200.63396,-62.69819,
669,J1322-6329,kbm+03,659,9,kbm+03,2.7642094208,5,kbm+03,200.57500,-63.49361,
670,J1324-6146,kbm+03,828,9,kbm+03,0.8441085753,3,kbm+03,201.18292,-61.76667,
671,J1324-6302,kbm+03,497,5,kbm+03,2.48380369300,10,kbm+03,201.05687,-63.03919,
672,B1323-58,mlt+78,287.30,15,hfs+04,0.47799086689,3,dmk+93,201.74279,-58.99142,
673,B1323-63,mlt+78,502.7,4,hfs+04,0.7926701073,5,nmc81,201.63500,-64.14550,
674,B1322-66,mlt+78,209.6,3,hfs+04,0.5430085792,5,nmc81,201.51125,-67.01367,
675,J1327-0755,blr+13,27.91215,6,blr+13,0.0026779231971205,2,blr+13,201.98995,-7.92494,
676,B1323-62,kac+73,318.80,6,hfs+04,0.52991319210,1,dmk+93,201.82250,-62.37906,
677,B1323-627,jlm+92,294.91,3,jml+95,0.196478664183,3,jml+95,201.78113,-63.02094,
678,J1327-6400,mlc+01,679,1,pkj+13,0.280677974168,13,mlc+01,201.79279,-64.00364,
679,B1325-43,mlt+78,42.0,10,nmc81,0.53269880337,13,nmc81,202.02680,-43.96226,
680,B1325-49,mlt+78,118,2,nmc81,1.4787213559,4,nmc81,202.13992,-49.35928,
681,J1329+13,ttm+18,12,2,ttm+18,*,0,*,202.25000,13.73333,
682,J1329-6158,kbm+03,514,11,kbm+03,1.5652179638,8,kbm+03,202.26375,-61.98306,
683,J1331-5245,kjv+10,148.4,3,bbb+12,0.6481166471,2,bbb+12,202.75004,-52.75706,
684,J1332-03,kkl+15,27.1,2,kkl+15,1.10640,5,kkl+15,203.00000,-3.43333,
685,J1332-3032,lml+98,15.10,19,hlk+04,0.650434490647,17,hlk+04,203.21869,-30.53814,
686,J1333-4449,jbo+09,44.3,17,jbo+09,0.345602948594,3,jbo+09,203.43679,-44.82395,
687,J1334-5839,mld+96,119.2978,9,dsb+98,0.1077182159234,2,dsb+98,203.62545,-58.65460,
688,J1335-3642,mld+96,41.7,3,dsb+98,0.399192,3,mld+96,203.90000,-36.70000,
689,J1336-2522,kmk+18,37.5,2,kmk+18,0.478145482800,6,kmk+18,204.08683,-25.36711,
690,J1336+33,ttm+18,8.5,10,ttm+18,*,0,*,204.00000,33.76667,
691,J1337-44,kbj+18,96,0,kbj+18,1.25752,9,kbj+18,204.27500,-44.71667,
692,J1337-6306,hfs+04,777.7,17,hfs+04,0.207953012189,4,hfs+04,204.33479,-63.10647,
693,J1337-6423,kjb+12,259.2,13,nbb+14,0.009423406717798,17,nbb+14,204.38285,-64.38470,
694,B1334-61,jlm+92,640.3,7,hfs+04,1.23898957650,4,jml+95,204.53896,-62.07186,
695,J1339-4712,jbo+09,39.9,6,jbo+09,0.1370546579332,4,jbo+09,204.98579,-47.20153,
696,J1339-6618,kbm+03,241,3,kbm+03,0.55817922185,5,kbm+03,204.98583,-66.30217,
697,B1336-64,mlt+78,76.99,13,hfs+04,0.37862206628,4,nmc81,205.00133,-64.94525,
698,J1341-6023,mlc+01,364.6,9,mlc+01,0.627285365870,16,mlc+01,205.28071,-60.39297,
699,B1338-62,mdt85,719.65,5,pkj+13,0.193339746306,19,wmp+00,205.42762,-62.33908,
700,J1342+2822A,hrs+07,26.5,1,hrs+07,0.002545,1,hrs+07,205.54583,28.37556,
701,J1342+2822B,hrs+07,26.148,2,hrs+07,0.002389420757786,1,hrs+07,205.54620,28.37782,
702,J1342+2822C,hrs+07,26.5,1,hrs+07,0.002166,1,hrs+07,205.54583,28.37556,
703,J1342+2822D,hrs+07,26.358,19,hrs+07,0.00544297516,6,hrs+07,205.54250,28.37667,
704,J1344-6059,kbm+03,435,7,kbm+03,0.54010232140,6,kbm+03,206.16500,-60.99194,
705,J1345-6115,mlc+01,278.1,20,mlc+01,1.25308459010,18,mlc+01,206.43512,-61.25850,
706,J1346-4918,bbb+12,74.42,7,bbb+12,0.2996251068,2,bbb+12,206.59312,-49.30200,
707,J1347-5947,mlc+01,293.4,5,mlc+01,0.609961754304,15,mlc+01,206.83075,-59.79439,
708,J1348-6307,mlc+01,597,3,mlc+01,0.9277722389,3,mlc+01,207.17667,-63.11778,
709,J1349-6130,mlc+01,284.5,1,pkj+13,0.259362860073,9,mlc+01,207.40271,-61.50475,
710,J1349-63,ncb+15,478,3,ncb+15,0.3730340,1,ncb+15,207.32500,-63.93333,
711,J1350-5115,lml+98,90.388,8,dsb+98,0.29569917630,3,dsb+98,207.56716,-51.25688,
712,J1350-6225,cwp+17,*,0,*,0.1381577782128,12,cwp+17,207.68521,-62.42883,
713,J1352-6803,ebvb01,214.6,2,ebvb01,0.628902546380,16,ebvb01,208.14354,-68.06031,
714,J1354-6249,kbm+03,254,17,kbm+03,2.951938334,3,kbm+03,208.64583,-62.82500,
715,B1352-51,mlt+78,112.1,4,nmc81,0.64430109622,8,nmc81,208.99450,-51.89828,
716,J1355-5747,lfl+06,229,3,lfl+06,2.0386738254,4,lfl+06,208.90396,-57.78750,
717,J1355-5925,kbm+03,354.8,9,kbm+03,1.21338122674,5,kbm+03,208.99629,-59.41692,
718,J1355-6206,kbm+03,547,3,kbm+03,0.276603043150,10,kbm+03,208.83892,-62.10558,
719,J1356-5521,mld+96,174.172,6,dsb+98,0.507379566696,6,dsb+98,209.21066,-55.35360,
720,B1353-62,kac+73,416.8,4,hfs+04,0.455761,1,jlm+92,209.35417,-62.46667,
721,J1357-6429,lfl+06,128.5,7,lfl+06,0.166108327507,14,lfl+06,209.26012,-64.49172,
722,J1358-2533,mld+96,31.27,1,dsb+98,0.912971,1,dsb+98,209.67500,-25.55000,
723,B1356-60,mlt+78,293.736,3,pkj+13,0.12750077685,3,nmc81,209.99258,-60.63556,
724,J1400-1431,rsm+13,4.932258,3,skm+17,0.00308423326039194,8,skm+17,210.15418,-14.52973,
725,J1400-6325,rmg+10,563,4,rmg+10,0.0311816011,3,rmg+10,210.19038,-63.42850,
726,B1358-63,mlt+78,98.0,5,nmc81,0.842789632370,14,smd93,210.46867,-63.96265,
727,B1359-51,vl70,39,5,mlt+78,1.380177,5,mlt+78,210.73750,-51.40000,
728,J1403-0314,mbc+19,31,0,mbc+19,0.362634,0,mbc+19,210.92083,-3.25778,
729,J1403-6310,kbm+03,305,3,kbm+03,0.39917017693,5,kbm+03,210.80833,-63.17417,
730,J1403-7646,lml+98,100.6,1,dsb+98,1.3061978120,8,ebvb01,210.76708,-76.78264,
731,J1404+1159,cha03,18.466,9,bfrs18,2.65043873290,3,bfrs18,211.15400,11.98760,
732,J1405-42,kbj+18,64,0,kbj+18,2.34680,4,kbj+18,211.45000,-42.55000,
733,J1405-4656,btb+15,13.884,3,btb+15,0.00760220343251,1,btb+15,211.33927,-46.93397,
734,J1405-5641,lfl+06,273,3,lfl+06,0.61757468514,4,lfl+06,211.30171,-56.69006,
735,J1406-5806,kbm+03,229,3,kbm+03,0.28834924425,5,kbm+03,211.50500,-58.10889,
736,J1406-6121,mlc+01,537.8,4,pkj+13,0.213074653776,14,mlc+01,211.70850,-61.35775,
737,J1407-6048,mlc+01,575.2,17,mlc+01,0.49234420664,5,mlc+01,211.99433,-60.81633,
738,J1407-6153,mlc+01,645,9,mlc+01,0.7016149492,3,mlc+01,211.98542,-61.89972,
739,J1409-6953,bbb+12,167.63,30,tjb+14,0.5285907792,3,bbb+12,212.32042,-69.89289,
740,J1410-6132,ojk+08,961.0,3,pkj+13,0.0500519462,0,ojk+08,212.60000,-61.53333,
741,J1410-7404,eb01b,54.24,6,eb01b,0.2787294436271,15,eb01b,212.53071,-74.08148,
742,J1411+2551,msf+17,12.3737,3,msf+17,0.062452895517590,2,msf+17,212.82861,25.85233,
743,J1412-6111,mlc+01,311.8,9,mlc+01,0.52915639797,4,mlc+01,213.24842,-61.19181,
744,J1412-6145,mlc+01,514.4,4,pkj+13,0.315224970657,12,mlc+01,213.03204,-61.75800,
745,J1412+7922,zhi+11,*,0,*,0.059198212396,7,zhi+11,213.23267,79.36769,
746,J1413-6141,kbm+03,670.6,4,pkj+13,0.28562462018,16,kbm+03,213.29113,-61.68694,
747,J1413-6205,sdz+10,*,0,*,0.10974069969,3,sdz+10,213.37458,-62.09389,
748,J1413-6222,mlc+01,808.1,12,mlc+01,0.29240770249,3,mlc+01,213.27279,-62.37439,
749,B1409-62,jlm+92,121.98,6,jml+95,0.394945790784,2,jml+95,213.38048,-63.12651,
750,J1414-6802,ebvb01,153.5,6,ebvb01,4.6301880619,4,ebvb01,213.60708,-68.04944,
751,J1415-6621,ebvb01,260.17,7,hfs+04,0.39247897310,5,hfs+04,213.88029,-66.35339,
752,J1416-5033,bbb+12,58.5,3,bbb+12,0.794882546,2,bbb+12,214.18583,-50.55472,
753,J1416-6037,mlc+01,289.2,10,mlc+01,0.29558048193,3,mlc+01,214.12746,-60.63319,
754,J1417-4402,crr+16,55.00,3,crr+16,0.0026642160,4,crr+16,214.37750,-44.04928,
755,J1418-3921,mld+96,60.49,1,dsb+98,1.09680600340,2,dsb+98,214.70951,-39.35514,
756,J1418-5945,kbm+03,369,15,kbm+03,1.6725956812,3,kbm+03,214.63458,-59.75000,
757,J1418-6058,aaa+09c,*,0,*,0.110573011690,13,rkp+11,214.67792,-60.96361,
758,B1417-54,mlt+78,129.6,12,nmc81,0.9357719221,3,nmc81,215.12125,-54.27292,
759,J1420-5625,hfs+04,64.56,9,hfs+04,0.03411713084786,12,hfs+04,215.01276,-56.43194,
760,J1420-6048,dkm+01,360.15,6,pkj+13,0.06817987659,2,dkm+01,215.03432,-60.80456,
761,J1421-4409,kbj+18,54.635,4,kbj+18,0.00638572883816,3,kbj+18,215.33735,-44.15126,
762,J1422-6138,pga+13,*,0,*,0.34096785164,12,pga+13,215.61279,-61.64111,
763,J1423-6953,ebvb01,123.98,12,jbo+09,0.333410710172,3,jbo+09,215.86163,-69.89523,
764,J1424-5556,hfs+04,198.7,20,hfs+04,0.770374845874,18,hfs+04,216.05317,-55.93719,
765,J1424-56,kle+10,32.9,11,kkl+11,1.427,0,kkl+11,216.09583,-56.67972,
766,J1424-5822,kbm+03,323.9,6,kbm+03,0.366734060217,6,kbm+03,216.13379,-58.38222,
767,J1424-6438,kbm+03,248,5,kbm+03,1.02350369913,9,kbm+03,216.24667,-64.63611,
768,J1425-5723,kbm+03,43.4,13,kbm+03,0.35326292024,8,kbm+03,216.40233,-57.39189,
769,J1425-5759,kbm+03,325,5,kbm+03,0.70786760576,4,kbm+03,216.49629,-57.98617,
770,J1425-6210,mlc+01,430.1,17,mlc+01,0.50173030987,8,mlc+01,216.28208,-62.16803,
771,J1427-4158,jbo+09,71,3,jbo+09,0.586485556229,18,jbo+09,216.96154,-41.98231,
772,B1424-55,mlt+78,82.4,6,nmc81,0.570290462862,7,smd93,217.10957,-55.51394,
773,J1429-5911,sdz+10,*,0,*,0.11584261008,3,sdz+10,217.49417,-59.19350,
774,J1429-5935,mlc+01,456.7,20,mlc+01,0.76391483053,8,mlc+01,217.35792,-59.59969,
775,B1426-66,lvw68,65.3,1,mka+73,0.785440757324,8,smd93,217.67030,-66.38473,
776,J1431-4715,btb+15,59.35,1,btb+15,0.0020119534425332,9,btb+15,217.93591,-47.25766,
777,J1431-5740,bbb+13,131.46,3,bbb+13,0.0041105439567658,12,bbb+13,217.76456,-57.66991,
778,J1432-5032,kjv+10,113,1,bbb+12,2.0349894792,3,bbb+12,218.21779,-50.53814,
779,J1433+00,dsm+16,23.5,0,dsm+16,*,0,*,218.37500,0.46667,
780,J1433-6038,kel+09,409,2,kel+09,1.9544296353,5,kel+09,218.30492,-60.64297,
781,J1434-6006,kbm+03,332,4,kbm+03,0.30636786268,4,kbm+03,218.52208,-60.10806,
782,J1434-6029,mlc+01,282,3,mlc+01,0.96334832315,16,mlc+01,218.66292,-60.49694,
783,J1434+7257,slr+14,12.605,1,slr+14,0.04174114783993,3,slr+14,218.49890,72.95736,
784,J1435-5954,hfs+04,44.26,11,hfs+04,0.472995435514,16,hfs+04,218.75150,-59.91367,
785,J1435-6100,clm+01,113.7,6,clm+01,0.009347972210248,7,clm+01,218.83449,-61.01610,
786,J1437-5959,cng+09,549.6,11,cng+09,0.0616961234035,9,cng+09,219.25796,-59.98372,
787,J1437-6146,hfs+04,200.5,13,hfs+04,0.46761632345,7,hfs+04,219.31379,-61.76722,
788,J1439-5501,fsk+04,14.56,5,lfl+06,0.028634888190455,12,lfl+06,219.91559,-55.02323,
789,J1439+76,kkl+15,22.29,2,kkl+15,0.947903,2,kkl+15,219.75000,76.91667,
790,B1436-63,mlt+78,124.2,5,nmc81,0.45960536385,3,nmc81,220.13045,-63.74656,
791,J1441-6137,kbm+03,166,3,kbm+03,1.17584002290,10,kbm+03,220.43458,-61.62333,
792,J1443-5122,kjv+10,87.0,7,bbb+12,0.7320612647,5,bbb+12,220.86238,-51.37389,
793,J1444-5941,mlc+01,177.1,19,mlc+01,2.7602279448,6,mlc+01,221.19375,-59.68861,
794,J1444-6026,mll+06,367.7,14,mlk+09,4.7585755679,2,mlk+09,221.02508,-60.43594,
795,J1446-4701,kjb+12,55.83202,14,nbb+14,0.00219469577985001,7,nbb+14,221.64881,-47.02410,
796,J1449-5846,kbm+03,216.6,18,kbm+03,0.463329577191,18,kbm+03,222.35596,-58.77789,
797,J1452-5851,mlc+01,260.5,2,pkj+13,0.38662501748,3,mlc+01,223.21908,-58.85369,
798,J1452-6036,kbm+03,349.54,2,pkj+13,0.1549913579183,8,kbm+03,223.21624,-60.60871,
799,J1453+1902,lmcs07,14.0559,6,abb+18,0.0057923027385756,3,abb+18,223.44050,19.03670,
800,B1449-64,lvw69a,71.248,2,pkj+13,0.1794847539641,11,smd93,223.38640,-64.22100,
801,J1454-5846,clm+01,115.95,16,clm+01,0.04524877299803,11,clm+01,223.54545,-58.77632,
802,J1455-3330,lnl+95,13.5698,3,abb+18,0.00798720480610417,4,abb+18,223.94988,-33.51288,
803,J1455-59,kek+13,498.0,0,kek+13,0.1761912,2,kek+13,223.77500,-59.38333,
804,J1456-48,bcm+15,133.0,0,bcm+15,0.53681,0,bcm+15,224.00000,-48.00000,
805,B1451-68,lvw68,8.639,7,pkj+13,0.2633768148933,19,smd93,224.00066,-68.72757,
806,B1454-51,mlt+78,37,5,nmc81,1.7483010801,7,nmc81,224.41746,-51.38139,
807,J1457-5900,kbm+03,175,4,kbm+03,1.4986374368,4,kbm+03,224.41250,-59.01417,
808,J1457-5902,kbm+03,477.2,19,kbm+03,0.39073936418,5,kbm+03,224.38292,-59.03444,
809,J1459-6053,aaa+09c,*,0,*,0.103150638274,11,rkp+11,224.87496,-60.88908,
810,J1501-0046,lbr+13,22.2584,90,lbr+13,0.4640368139284,82,lbr+13,225.43732,-0.77320,
811,J1501-5637,kbm+03,258,10,kbm+03,0.7829485661,3,kbm+03,225.46250,-56.63000,
812,J1502-5653,hfs+04,194.0,4,hfs+04,0.535504397790,3,hfs+04,225.73912,-56.89423,
813,J1502-5828,kbm+03,584,4,kbm+03,0.66810515091,14,kbm+03,225.68250,-58.47833,
814,J1502-6128,kbm+03,256.5,14,kbm+03,0.84210384000,3,kbm+03,225.62433,-61.48064,
815,J1502-6752,kjb+12,151.2,18,nbb+14,0.02674442376700,6,nbb+14,225.57756,-67.87132,
816,J1503+2111,clm+05,3.2603,41,bkk+16,3.31400150122,12,clm+05,225.97750,21.18592,
817,J1504-5621,kbm+03,143,5,kbm+03,0.41298519981,3,kbm+03,226.20475,-56.35889,
818,B1503-51,mlt+78,61.0,17,nmc81,0.840738545,3,nmc81,226.66458,-51.96944,
819,B1504-43,mlt+78,48.7,5,nmc81,0.28675704522,3,nmc81,226.89242,-43.86756,
820,B1503-66,mlt+78,129.8,5,nmc81,0.35565490117,6,nmc81,226.95275,-66.68253,
821,B1508+55,htg+68,19.6191,3,srb+15,0.739681922904,4,hlk+04,227.35679,55.52567,
822,J1509-5850,kbm+03,142.1,1,pkj+13,0.088921760489,3,kbm+03,227.36304,-58.84892,
823,J1509-6015,kbm+03,423.6,17,kbm+03,0.33903844870,4,kbm+03,227.28125,-60.25517,
824,B1507-44,mlt+78,84,7,nmc81,0.9438712975,11,nmc81,227.70375,-44.36861,
825,J1511-5414,kbm+03,84.76,17,kbm+03,0.2003836959221,17,kbm+03,227.96378,-54.24453,
826,J1511-5835,kbm+03,332,3,kbm+03,0.30151055002,4,kbm+03,227.77917,-58.59111,
827,J1512-5431,kbm+03,219,6,kbm+03,2.0405315742,3,kbm+03,228.02375,-54.52194,
828,B1508-57,jlm+92,627.47,1,pkj+13,0.128694148448,2,jml+95,228.17927,-57.99994,
829,J1513-2550,san16,46.86,7,san16,0.0021190675651177,1,san16,228.34717,-25.84202,
830,J1513-5739,mlc+01,469.7,10,mlc+01,0.97345803480,9,mlc+01,228.49579,-57.65039,
831,B1509-58,sh82,252.5,3,hfs+04,0.15125125831483,7,lk11,228.48175,-59.13583,
832,J1513-5946,kle+10,171.7,9,kkl+11,1.046117156733,8,kkl+11,228.43658,-59.77553,
833,B1510-48,mlt+78,51.5,8,nmc81,0.45483920949,9,nmc81,228.56067,-48.57208,
834,J1514-4946,kcj+12,31.05,2,ckr+15,0.0035893366796749,7,ckr+15,228.57964,-49.77098,
835,J1514-5925,kbm+03,194.0,4,pkj+13,0.148796488226,5,kbm+03,228.74625,-59.42869,
836,J1515-5720,kbm+03,480.6,4,pkj+13,0.28664619650,4,kbm+03,228.78875,-57.34694,
837,J1517-32,mbc+19,26,0,mbc+19,0.0644019,0,mbc+19,229.25417,-32.43472,
838,J1517-4356,ebvb01,87.78,12,ebvb01,0.650836871901,6,ebvb01,229.36392,-43.93831,
839,J1517-4636,kjv+10,127.0,1,bbb+12,0.88661249686,5,bbb+12,229.37240,-46.60017,
840,B1516+02A,wakp89,30.08,5,awkp97,0.005553592524205,2,awkp97,229.63882,2.09099,
841,B1516+02B,wakp89,29.47,11,awkp97,0.007946940657879,21,awkp97,229.63107,2.08763,
842,J1518+0204C,hrs+07,29.3146,6,prf+14,0.0024839275702455,6,prf+14,229.63662,2.07995,
843,J1518+0204D,hrs+07,29.3,1,hrs+07,0.002988,1,hrs+07,229.64167,2.08278,
844,J1518+0204E,hrs+07,29.3,1,hrs+07,0.003182,1,hrs+07,229.64167,2.08278,
845,J1518-0627,lbr+13,27.9631,98,lbr+13,0.7949966745699,78,lbr+13,229.74629,-6.45214,
846,J1518+4904,nst96,11.61139,8,jsk+08,0.0409349889083329,6,jsk+08,229.57000,49.07618,
847,J1518-5415,kel+09,167.2,2,kel+09,0.214924800284,6,kel+09,229.55625,-54.26250,
848,J1519-5734,lfl+06,664,3,lfl+06,0.51875778474,3,lfl+06,229.94829,-57.57044,
849,J1519-6106,lfl+06,221,3,lfl+06,2.15430706064,14,lfl+06,229.89921,-61.11517,
850,J1519-6308,hfs+04,250,3,hfs+04,1.25405163056,10,hfs+04,229.78983,-63.13875,
851,J1522-5525,kbm+03,79,3,kbm+03,1.3896046876,16,kbm+03,230.52792,-55.42153,
852,J1522-5735,pga+13,*,0,*,0.10213598087,4,pga+13,230.52208,-57.58333,
853,B1518-58,jlm+92,199.9,2,jml+95,0.395352859901,3,jml+95,230.67612,-58.48408,
854,J1524-5625,kbm+03,152.2,1,pkj+13,0.078218548881,5,kbm+03,231.20775,-56.42317,
855,J1524-5706,kbm+03,832,1,pkj+13,1.11604861927,8,kbm+03,231.08929,-57.10972,
856,J1524-5819,kel+09,406.6,5,kel+09,0.96104262694,10,kel+09,231.10271,-58.32058,
857,J1525-5417,kbm+03,235,3,kbm+03,1.01169421772,7,kbm+03,231.36813,-54.28889,
858,J1525-5523,ncb+15,124.7,3,ncb+15,0.3551560369998,16,ncb+15,231.40027,-55.39089,
859,J1525-5545,nbb+14,126.934,7,nbb+14,0.011359881791767,19,nbb+14,231.36723,-55.76384,
860,J1525-5605,kbm+03,338,3,kbm+03,0.28034866206,4,kbm+03,231.42271,-56.08694,
861,J1526-5633,kbm+03,329,4,kbm+03,0.30188789663,5,kbm+03,231.67167,-56.56194,
862,B1524-39,mlt+78,49,3,nmc81,2.4175822701,9,nmc81,231.99500,-39.52683,
863,B1523-55,mlt+78,362.7,8,hfs+04,1.0487048866,6,nmc81,231.92000,-55.86897,
864,J1528-3146,jbo+07,18.163,6,jbo+07,0.06082223035146,1,jbo+07,232.14564,-31.76857,
865,J1528-4109,ebvb01,89.50,10,ebvb01,0.526556139140,4,ebvb01,232.03347,-41.15800,
866,J1528-5547,ncb+15,269,0,ncb+15,3.4673015170,17,ncb+15,232.16325,-55.78972,
867,J1528-5838,cwp+17,*,0,*,0.355686622097,8,cwp+17,232.10125,-58.63361,
868,J1529-3828,nbb+14,73.62,2,nbb+14,0.00848628211574,6,nbb+14,232.31294,-38.47940,
869,J1529-5355,kbm+03,292,9,kbm+03,0.8912645399,4,kbm+03,232.49000,-53.92667,
870,J1529-5611,kbm+03,149,10,kbm+03,0.8222487311,5,kbm+03,232.39917,-56.19139,
871,J1530-5327,mlc+01,49.6,1,pkj+13,0.278956721152,15,mlc+01,232.61196,-53.46564,
872,J1530-63,bbb+12,206.50,15,tjb+14,0.9103,0,bbb+12,232.71667,-63.72583,
873,J1531-4012,ebvb01,106.65,12,ebvb01,0.356849312855,6,ebvb01,232.78354,-40.20858,
874,J1531-5610,kbm+03,110.41,3,pkj+13,0.0842016828855,8,kbm+03,232.86629,-56.18194,
875,B1530+27,dth78,14.691,16,bkk+16,1.124835742767,7,hlk+04,233.04318,27.76372,
