#,NAME,dm,P0,RAJD,DECJD
,(cm^-3,pc),(s),(deg),(deg),
1329,J1724-4500,lfl+06,182,3,lfl+06,1.3091087873,3,lfl+06,261.10750,-45.00417,
1330,J1725-0732,crh+06a,58.91,7,crh+06a,0.239919487227,4,crh+06a,261.30117,-7.54978,
1331,J1725-2852,lfl+06,161,10,lfl+06,1.257787625,10,lfl+06,261.29125,-28.87278,
1332,J1725-3546,mlc+01,744,4,mlc+01,1.0324711993,4,mlc+01,261.42583,-35.77111,
1333,J1725-3848,kbm+03,230,11,kbm+03,2.0623862583,13,kbm+03,261.25042,-38.81000,
1334,J1725-3853,mlb+12,158.2,7,mlb+12,0.004791822704,3,mlb+12,261.36363,-38.88450,
1335,J1725-4043,kbm+03,203,3,kbm+03,1.46507137487,9,kbm+03,261.42258,-40.71972,
1336,J1726-00,dsm+13,57,0,dsm+13,1.3086,0,dsm+13,261.59583,-0.25000,
1337,J1726-31,kek+13,264.4,0,kek+13,0.12347018,9,kek+13,261.65000,-31.95000,
1338,J1726-3530,mlc+01,718,4,pkj+13,1.11013244403,5,mlc+01,261.53129,-35.49944,
1339,J1726-3635,mlc+01,539.2,7,mlc+01,0.287431567184,13,mlc+01,261.70671,-36.59600,
1340,J1726-4006,hfs+04,277,3,hfs+04,0.88277826565,10,hfs+04,261.63904,-40.10056,
1341,J1727-2739,hfs+04,147,4,hfs+04,1.29309994235,16,hfs+04,261.87913,-27.65014,
1342,J1727-29,kle+10,93,10,kkl+11,*,0,*,261.82917,-29.98333,
1343,J1727-2946,fsk+04,60.74,3,lem+15,0.0270831832440066,12,lem+15,261.81290,-29.77689,
1344,B1726-00,stwd85,41.09,3,hlk+04,0.3860037238349,15,hlk+04,262.14508,-0.12917,
1345,J1728-3733,mlc+01,281.5,7,mlc+01,0.61553824309,16,mlc+01,262.19271,-37.55222,
1346,J1728-4028,lfl+06,231,10,lfl+06,0.866342509,4,lfl+06,262.11533,-40.46944,
1347,J1729-2117,btb+15,34.49,4,btb+15,0.0662928992668,4,btb+15,262.29503,-21.29111,
1348,J1730-2304,lnl+95,9.61634,0,rhc+16,0.00812279804607698,4,rhc+16,262.59028,-23.07533,
1349,J1730-2900,lfl+06,289,5,lfl+06,1.5384267263,3,lfl+06,262.53450,-29.01278,
1350,B1727-33,jlm+92,261.29,4,pkj+13,0.139460211250,18,hlk+04,262.63566,-33.84429,
1351,J1730-3353,hfs+04,256,10,hfs+04,3.2702418032,5,hfs+04,262.73158,-33.89389,
1352,J1730-34,ncb+15,628,5,ncb+15,0.09982956,15,ncb+15,262.52500,-34.80000,
1353,J1731-1847,kjv+10,106.4711,6,nbb+14,0.00234455954688568,11,nbb+14,262.82337,-18.79241,
1354,J1731-3123,hfs+04,354,3,hfs+04,0.75304798900,3,hfs+04,262.75221,-31.39528,
1355,J1731-3322,ncb+15,877.4,0,ncb+15,0.54467054719,4,ncb+15,262.80962,-33.37917,
1356,B1727-47,lvw68,123.056,4,pkj+13,0.82982878524,5,wmp+00,262.92543,-47.74293,
1357,J1732-1930,lml+98,72.43,14,hlk+04,0.483769998047,8,hlk+04,263.08344,-19.50238,
1358,J1732-3131,aaa+09c,15.44,32,mad12,0.196543154965,20,rkp+11,263.13975,-31.52306,
1359,J1732-3426,lfl+06,513.5,18,lfl+06,0.33288667881,4,lfl+06,263.02992,-34.43472,
1360,J1732-35,ncb+15,340,2,ncb+15,0.126689998553,5,ncb+15,263.12500,-35.08333,
1361,J1732-3729,kbm+03,317,3,kbm+03,2.18400134708,15,kbm+03,263.08671,-37.48472,
1362,B1729-41,mlt+78,195.3,4,hfs+04,0.6279806844,3,nmc81,263.20833,-41.48000,
1363,J1732-4156,hfs+04,228.7,15,hfs+04,0.323434055969,13,hfs+04,263.20358,-41.94156,
1364,J1732-5049,eb01b,56.8365,0,rhc+16,0.00531255029055024,12,rhc+16,263.19903,-50.81672,
1365,B1730-22,dls73,41.14,3,hlk+04,0.871682832986,3,hlk+04,263.36016,-22.47701,
1366,J1733-2533,lfl+06,242,5,lfl+06,0.65979414168,4,lfl+06,263.35775,-25.55306,
1367,J1733-2837,lfl+06,225,5,lfl+06,0.76818455674,6,lfl+06,263.39125,-28.62583,
1368,J1733-3030,hfs+04,636,3,hfs+04,0.362051962860,14,hfs+04,263.49538,-30.51361,
1369,J1733-3322,mhl+02,524.0,17,mhl+02,1.24591463402,8,mhl+02,263.48004,-33.36750,
1370,B1730-37,jlm+92,153.18,8,pkj+13,0.337593698481,12,lwy+16,263.36151,-37.28201,
1371,J1733-4005,hfs+04,317.8,11,hfs+04,0.561778329077,13,hfs+04,263.49433,-40.09436,
1372,J1733-5515,bbb+12,83.9,8,bbb+12,1.011233535,8,bbb+12,263.25167,-55.26111,
1373,B1732-02,dtws85,65.05,9,hlk+04,0.839394324968,9,hlk+04,263.69025,-2.21085,
1374,J1734-2415,lfl+06,126.3,7,lfl+06,0.61252373999,12,lfl+06,263.67333,-24.25556,
1375,J1734-3058,ncb+15,260.0,14,ncb+15,0.541285680730,5,ncb+15,263.71183,-30.97817,
1376,J1734-3333,mhl+02,578,9,elk+11,1.169340685,5,elk+11,263.61208,-33.55556,
1377,J1735-0243,blr+13,55.4,5,blr+13,0.7828869765,5,blr+13,263.95042,-2.73000,
1378,B1732-07,ll76,73.512,4,hlk+04,0.4193349661853,11,hlk+04,263.77072,-7.41458,
1379,J1735-3258,mhl+02,758,3,pkj+13,0.35096322944,12,mhl+02,263.98708,-32.97194,
1380,J1736+05,cnst96,42,8,cnst96,0.999245,3,cnst96,264.22500,5.80000,
1381,J1736-2457,lfl+06,170,4,lfl+06,2.64222343904,14,lfl+06,264.18933,-24.96389,
1382,J1736-2819,hfs+04,261,11,hfs+04,1.59241948019,13,hfs+04,264.10304,-28.32833,
1383,J1736-2843,hfs+04,331,10,hfs+04,6.4450360861,17,hfs+04,264.17746,-28.73083,
1384,J1736-3511,kbm+03,106,3,kbm+03,0.50280278290,13,kbm+03,264.01125,-35.19889,
1385,J1737-0811,blr+13,55.311,3,blr+13,0.0041750173128551,8,blr+13,264.44630,-8.18580,
1386,J1737-3102,mhl+02,280,6,mhl+02,0.76867227339,5,mhl+02,264.39054,-31.03347,
1387,J1737-3137,mhl+02,488.1,4,pkj+13,0.45043236999,7,mhl+02,264.26788,-31.62250,
1388,J1737-3320,hfs+04,804,5,hfs+04,0.81627308018,6,hfs+04,264.29379,-33.33889,
1389,B1734-35,jlm+92,89.41,4,jml+95,0.397584746441,3,jml+95,264.41683,-35.92883,
1390,J1738+0333,jac05,33.77312,4,fwe+12,0.0058500958597756860,11,fwe+12,264.72487,3.55302,
1391,J1738+04,dsm+16,23.6,0,dsm+16,1.39179,0,dsm+16,264.60417,4.33333,
1392,J1738-2330,lfl+06,99.3,18,lfl+06,1.97884743163,4,lfl+06,264.53667,-23.51306,
1393,J1738-2647,hfs+04,182.2,16,hfs+04,0.34959099098,5,hfs+04,264.52096,-26.79611,
1394,J1738-2736,ncb+15,323.6,7,ncb+15,0.627715518484,19,ncb+15,264.56095,-27.60717,
1395,J1738-2955,mhl+02,223.4,6,mhl+02,0.4433980218,4,mhl+02,264.71767,-29.93083,
1396,J1738-3107,hfs+04,735,10,hfs+04,0.54949769829,13,hfs+04,264.69750,-31.12889,
1397,B1735-32,cjlm87,49.59,4,hlk+04,0.768498945480,3,hlk+04,264.72577,-32.19823,
1398,J1738-3316,hfs+04,273,4,hfs+04,0.73037251102,5,hfs+04,264.64354,-33.26711,
1399,J1739+0612,jbo+09,101.5,13,jbo+09,0.234169035616,3,jbo+09,264.82486,6.20789,
1400,J1739-1313,ebvb01,58.2,5,ebvb01,1.215697613611,9,ebvb01,264.99092,-13.22183,
1401,J1739-2521,cbmp17,186.4,0,cbmp17,1.81846119286,24,jcs+17,264.88595,-25.36556,
1402,B1736-29,cl86,138.55,2,pkj+13,0.322882431774,9,hlk+04,264.89283,-29.05097,
1403,J1739-3023,mhl+02,170.5,1,pkj+13,0.11436793182,4,mhl+02,264.91583,-30.38667,
1404,J1739-3049,mhl+02,573.2,21,mhl+02,0.239317178406,18,mhl+02,264.84675,-30.82778,
1405,B1736-31,cl86,600.1,12,hlk+04,0.52944098843,15,hlk+04,264.85127,-31.52092,
1406,J1739-3159,mhl+02,337,5,mhl+02,0.87756123714,15,mhl+02,264.95283,-31.99694,
1407,J1739-3951,lfl+06,24.6,4,lfl+06,0.341772476799,10,lfl+06,264.90938,-39.86675,
1408,J1740+1000,mca00,23.897,25,bkk+16,0.154087174313,2,mac+02,265.10813,10.00175,
1409,B1737+13,mlt+78,48.66823,43,bkk+16,0.803050264794,4,hlk+04,265.03061,13.19908,
1410,J1740-2540,hfs+04,333,5,hfs+04,1.69265634040,9,hfs+04,265.18883,-25.67194,
1411,B1737-30,cl86,151.96,1,pkj+13,0.60688662425,4,ywml10,265.14092,-30.26208,
1412,J1740-3052,sml+01,738.78,8,msk+12,0.570313411724,3,msk+12,265.20834,-30.86786,
1413,J1740-3327,hfs+04,274.1,15,hfs+04,0.515000656402,14,hfs+04,265.10717,-33.46486,
1414,J1740-5340A,dlm+01,71.8,2,dpm+01,0.00365032889720,1,dpm+01,265.18579,-53.67803,
1415,B1738-08,mlt+78,74.90,5,hlk+04,2.043082458401,6,hlk+04,265.34398,-8.67551,
1416,J1741+1351,jbo+07,24.19871,14,abb+18,0.003747154500259940,8,abb+18,265.37977,13.86225,
1417,J1741-2019,ebvb01,74.9,4,ebvb01,3.90450636119,13,ebvb01,265.27863,-20.32333,
1418,J1741-2054,aaa+09c,4.7,1,crr+09,0.41370012084,18,rkp+11,265.48867,-20.90328,
1419,J1741-2719,lfl+06,361.9,4,lfl+06,0.346796929142,19,lfl+06,265.39608,-27.32306,
1420,J1741-2733,mhl+02,149.2,17,mhl+02,0.89295866978,6,mhl+02,265.25558,-27.56417,
1421,J1741+2758,fcwa95,29.14487,11,bkk+16,1.3607376877,4,lwf+04,265.47296,27.96917,
1422,J1741-2945,mhl+02,310.3,12,mhl+02,0.223557828541,15,mhl+02,265.31029,-29.75972,
1423,J1741-3016,mhl+02,382,6,mhl+02,1.89374869377,18,mhl+02,265.27933,-30.27528,
1424,J1741-34,ncb+15,241,8,ncb+15,0.875137,2,ncb+15,265.47500,-34.31667,
1425,B1737-39,mlt+78,158.5,6,nmc81,0.512211401067,8,wmz+01,265.32534,-39.46056,
1426,J1742-3957,lfl+06,186,8,lfl+06,1.0163491951,4,lfl+06,265.51846,-39.95611,
1427,J1742-4616,ebvb01,115.96,14,ebvb01,0.412401047219,7,ebvb01,265.60875,-46.28153,
1428,B1740-03,mlt+78,30.26,11,hlk+04,0.44464510677,10,hlk+04,265.78410,-3.65319,
1429,J1743+05,dsm+16,56.1,0,dsm+16,1.47363,0,dsm+16,265.81667,5.48333,
1430,B1740-13,stwd85,116.30,3,hlk+04,0.405336948592,10,hlk+04,265.90676,-13.86055,
1431,J1743-2442,hfs+04,239,5,hfs+04,1.24250830909,11,hfs+04,265.83383,-24.71528,
1432,B1740-31,jlm+92,193.05,7,hlk+04,2.41457551997,6,hlk+04,265.90286,-31.83936,
1433,J1743-3153,mhl+02,505.7,12,mhl+02,0.193105399932,7,mhl+02,265.81485,-31.88481,
1434,J1743-35,ncb+15,174,5,ncb+15,0.569980,9,ncb+15,265.77500,-35.53333,
1435,J1743-4212,ebvb01,131.94,5,ebvb01,0.3061669878595,16,ebvb01,265.77176,-42.20067,
1436,J1744-1134,bjb+97,3.13695,0,rhc+16,0.004074545941439190,7,rhc+16,266.12252,-11.58186,
1437,J1744-1610,ebvb01,66.67,14,ebvb01,1.757205868816,16,ebvb01,266.06889,-16.17661,
1438,J1744-2335,lml+98,96.66,2,dsb+98,1.68350668862,2,dsb+98,266.20196,-23.59861,
1439,J1744-3130,mhl+02,192.9,7,mhl+02,1.06606087128,4,mhl+02,266.02368,-31.50111,
1440,J1744-3922,fsk+04,148.1,7,fsk+04,0.172444360995,2,fsk+04,266.01115,-39.37253,
1441,J1744-5337,bbb+12,108.85,74,tjb+14,0.3556658488,8,bbb+12,266.16217,-53.63083,
1442,J1744-7619,cpw+18,*,0,*,0.0046875240948954,11,cpw+18,266.00203,-76.32075,
1443,J1745-0129,ebvb01,90.1,11,ebvb01,1.045406855598,18,ebvb01,266.25858,-1.48836,
1444,J1745-0952,eb01b,64.474,14,eb01b,0.0193763034411294,19,jsb+10,266.28806,-9.87769,
1445,J1745+1017,bgc+13,23.970,2,bgc+13,0.0026521296710897,4,bgc+13,266.39099,10.29792,
1446,J1745-2229,hfs+04,299,3,hfs+04,1.160592538166,19,hfs+04,266.31963,-22.48722,
1447,J1745-2900,mgz+13,1778,3,efk+13,3.763733080,17,laks15,266.41736,-29.00830,
1448,J1745-2910,dcl09,1088,0,dcl09,0.982,0,dcl09,266.31667,-29.16667,
1449,J1745-2912,jkl+06,1130,20,jkl+06,0.1873794,2,jkl+06,266.44929,-29.20855,
1450,B1742-30,kac+73,88.373,4,hlk+04,0.367432451482,11,lwy+16,266.48464,-30.67311,
1451,J1745-3812,bbb+12,160.8,4,bbb+12,0.6983528638,2,bbb+12,266.31425,-38.20203,
1452,J1746+2245,clm+05,49.8543,57,bkk+16,3.46503778264,6,clm+05,266.50350,22.75803,
1453,J1746+2540,fcwa95,51.2044,33,bkk+16,1.0581481703,1,lwf+04,266.52863,25.67708,
1454,J1746-27,ncb+15,422,9,ncb+15,0.48752760873,8,ncb+15,266.50000,-27.85000,
1455,J1746-2849,dcl09,1456,3,dcl09,1.478480373,2,dcl09,266.51399,-28.83705,
1456,J1746-2850,dcl09,962.7,7,dcl09,1.0771014910,4,dcl09,266.52750,-28.84500,
1457,J1746-2856,jkl+06,1168,7,jkl+06,0.945224316,3,jkl+06,266.70773,-28.94972,
1458,J1746-3239,pga+12,*,0,*,0.1995413598713,12,pga+12,266.72895,-32.66550,
1459,J1747-1030,bbb+12,128,7,bbb+12,1.5787928888,2,bbb+12,266.99296,-10.50139,
1460,J1747-2647,kel+09,570,9,kel+09,0.500254454491,16,kel+09,266.87873,-26.78722,
1461,J1747-2802,mhl+02,835,14,mhl+02,2.7800791979,8,mhl+02,266.86063,-28.04361,
1462,J1747-2809,crgl09,1133,3,crgl09,0.052152855,2,crgl09,266.84500,-28.15417,
1463,J1747-2958,cmgl02,101.5,16,cmgl02,0.0988139764825,20,gvc+04,266.81618,-29.96694,
1464,J1747-4036,kcj+12,152.9595,5,abb+18,0.00164560961449250,11,abb+18,266.95299,-40.61522,
1465,B1745-12,mlt+78,99.364,6,hlk+04,0.3941333466126,14,hlk+04,267.07253,-13.01447,
1466,B1745-20A,mlj+89b,219.4,2,frb+08,0.2886027917197,16,frb+08,267.21954,-20.36103,
1467,J1748-2021B,frb+08,220.922,11,frb+08,0.016760127219257,5,frb+08,267.22064,-20.36079,
1468,J1748-2021C,frb+08,226.95,6,frb+08,0.006226932720487,3,frb+08,267.21322,-20.36495,
1469,J1748-2021D,frb+08,224.98,3,frb+08,0.013495820403909,3,frb+08,267.21519,-20.35206,
1470,J1748-2021E,frb+08,224.10,4,frb+08,0.016264003411125,6,frb+08,267.22000,-20.35816,
1471,J1748-2021F,frb+08,220.43,8,frb+08,0.003793629114948,3,frb+08,267.21806,-20.36092,
1472,J1748-2444,lmd+90,207.33,9,hlk+04,0.442838499130,6,hlk+04,267.20213,-24.74360,
1473,B1744-24A,lmd+90,242.15,4,hfs+04,0.01156314838986,3,lmbm00,267.00940,-24.77692,
1474,J1748-2446aa,fre08,237.42,0,fre08,0.00578804,0,fre08,267.02000,-24.77917,
1475,J1748-2446ab,fre08,238.34,0,fre08,0.00511971,0,fre08,267.02000,-24.77917,
1476,J1748-2446ac,fre08,238.72,0,fre08,0.00508691,0,fre08,267.02000,-24.77917,
1477,J1748-2446ad,hrs+06,235.6,1,hrs+06,0.00139595482,6,hrs+06,267.02000,-24.77917,
1478,J1748-2446ae,fre08,238.75,0,fre08,0.00365859,0,fre08,267.02000,-24.77917,
1479,J1748-2446af,fre08,237.34,0,fre08,0.00330434,0,fre08,267.02000,-24.77917,
1480,J1748-2446ag,fre08,237.75,0,fre08,0.00444803,0,fre08,267.02000,-24.77917,
1481,J1748-2446ah,fre08,237.75,0,fre08,0.00496515,0,fre08,267.02000,-24.77917,
1482,J1748-2446ai,fre08,233.9,0,fre08,0.02122838,0,fre08,267.02000,-24.77917,
1483,J1748-2446aj,crf+18,238.633,6,crf+18,0.0029589095505841,4,crf+18,267.02088,-24.77635,
1484,J1748-2446ak,crf+18,236.705,5,crf+18,0.00189010668450548,15,crf+18,267.01536,-24.77717,
1485,J1748-2446al,crf+18,236.48,3,crf+18,5.95,0,crf+18,267.00000,-24.76667,
1486,J1748-2446C,lmbm00,237,1,lmbm00,0.0084360953044,1,lmbm00,267.01892,-24.77667,
1487,J1748-2446D,rhs+05,243.83,0,rhs+05,0.00471398,0,rhs+05,267.02000,-24.77917,
1488,J1748-2446E,rhs+05,236.84,0,rhs+05,0.00219780,0,rhs+05,267.02000,-24.77917,
1489,J1748-2446F,rhs+05,239.18,0,rhs+05,0.00554014,0,rhs+05,267.02000,-24.77917,
1490,J1748-2446G,rhs+05,237.57,0,rhs+05,0.02167187,0,rhs+05,267.02000,-24.77917,
1491,J1748-2446H,rhs+05,238.13,0,rhs+05,0.00492589,0,rhs+05,267.02000,-24.77917,
1492,J1748-2446I,rhs+05,238.73,0,rhs+05,0.00957019,0,rhs+05,267.02000,-24.77917,
1493,J1748-2446J,rhs+05,234.35,0,rhs+05,0.08033793,0,rhs+05,267.02000,-24.77917,
1494,J1748-2446K,rhs+05,234.81,0,rhs+05,0.00296965,0,rhs+05,267.02000,-24.77917,
1495,J1748-2446L,rhs+05,237.74,0,rhs+05,0.00224470,0,rhs+05,267.02000,-24.77917,
1496,J1748-2446M,rhs+05,238.65,0,rhs+05,0.00356957,0,rhs+05,267.02000,-24.77917,
1497,J1748-2446N,rhs+05,238.47,0,rhs+05,0.00866690,0,rhs+05,267.02000,-24.77917,
1498,J1748-2446O,rhs+05,236.38,0,rhs+05,0.00167663,0,rhs+05,267.02000,-24.77917,
1499,J1748-2446P,rhs+05,238.79,0,rhs+05,0.00172862,0,rhs+05,267.02000,-24.77917,
1500,J1748-2446Q,rhs+05,234.50,0,rhs+05,0.002812,0,rhs+05,267.02000,-24.77917,
1501,J1748-2446R,rhs+05,237.60,0,rhs+05,0.00502854,0,rhs+05,267.02000,-24.77917,
1502,J1748-2446S,rhs+05,236.26,0,rhs+05,0.00611664,0,rhs+05,267.02000,-24.77917,
1503,J1748-2446T,rhs+05,237.70,0,rhs+05,0.00708491,0,rhs+05,267.02000,-24.77917,
1504,J1748-2446U,rhs+05,235.50,0,rhs+05,0.00328914,0,fre08,267.02000,-24.77917,
1505,J1748-2446V,rhs+05,239.11,0,rhs+05,0.00207251,0,rhs+05,267.02000,-24.77917,
1506,J1748-2446W,rhs+05,239.14,0,rhs+05,0.00420518,0,rhs+05,267.02000,-24.77917,
1507,J1748-2446X,rhs+05,240.03,0,rhs+05,0.00299926,0,fre08,267.02000,-24.77917,
1508,J1748-2446Y,rhs+05,239.11,0,rhs+05,0.00204816,0,rhs+05,267.02000,-24.77917,
1509,J1748-2446Z,fre08,238.85,0,fre08,0.00246259,0,fre08,267.02000,-24.77917,
1510,J1748-30,ncb+15,584,5,ncb+15,0.3827347,6,ncb+15,267.00000,-30.28333,
1511,J1748-3009,kek+13,420.2,0,kek+13,0.009684273,2,kek+13,267.09913,-30.15339,
1512,J1749+16,dsm+16,59.6,0,dsm+16,2.31165,0,dsm+16,267.37083,16.40000,
1513,J1749-2347,hfs+04,344,4,hfs+04,0.87448588170,4,hfs+04,267.31504,-23.78806,
1514,J1749-2629,mhl+02,409,11,mhl+02,1.33538779057,13,mhl+02,267.29700,-26.48611,
1515,B1746-30,jlm+92,509.4,3,hlk+04,0.609873648673,15,hlk+04,267.30622,-30.04303,
1516,J1749-4931,bbb+12,55.29,49,tjb+14,0.445822307,2,bbb+12,267.34904,-49.53306,
1517,B1745-56,mlt+78,58,5,nmc81,1.3323097198,7,nmc81,267.43542,-56.08861,
1518,J1750+07,dsm+16,55.4,0,dsm+16,1.90881,0,dsm+16,267.66667,7.55000,
1519,J1750-2043,lfl+06,239,7,lfl+06,5.639047079,3,lfl+06,267.57667,-20.71889,
1520,J1750-2438,mhl+02,476,5,mhl+02,0.712794036774,10,mhl+02,267.74911,-24.64944,
1521,J1750-2444,hfs+04,331,4,hfs+04,0.89937672140,5,hfs+04,267.59567,-24.74639,
1522,J1750-2536,kek+13,178.4,0,kek+13,0.034749053,8,kek+13,267.63912,-25.61194,
1523,J1750-28,ncb+15,388,12,ncb+15,1.3005131462,7,ncb+15,267.51667,-28.75000,
1524,B1747-31,jlm+92,206.34,4,hlk+04,0.910362984150,5,hlk+04,267.69716,-31.96226,
1525,J1750-3503,mld+96,189.35,2,dsb+98,0.68401360292,3,dsb+98,267.68542,-35.05247,
1526,J1750-3703A,dpm+01a,233.82,3,frb+08,0.1116008373133,4,frb+08,267.55751,-37.05304,
1527,J1750-3703B,frb+08,234.391,9,frb+08,0.006074542086503,6,frb+08,267.55074,-37.05637,
1528,J1750-3703C,frb+08,230.67,2,frb+08,0.02656867837497,5,frb+08,267.55606,-37.05155,
1529,J1750-3703D,frb+08,230.09,17,frb+08,0.005139936774902,4,frb+08,267.55457,-37.05177,
1530,J1751-2516,mhl+02,556,3,mhl+02,0.39483578357,10,mhl+02,267.96929,-25.27861,
1531,J1751-2857,sfl+05,42.84,3,dcl+16,0.003914873259435,3,dcl+16,267.88622,-28.96292,
1532,J1751-3323,kbm+03,296.7,6,kbm+03,0.54822710380,7,ywml10,267.88635,-33.39433,
1533,B1747-46,wvl69,20.4,4,dmk+93,0.742352395470,10,smd93,267.92597,-46.95689,
1534,J1752+2359,fcwa95,36.19635,60,bkk+16,0.409050865044,9,lwf+04,268.14758,23.99672,
1535,J1752-2410,hfs+04,508.3,9,hfs+04,0.1910366935341,19,hfs+04,268.24476,-24.17389,
1536,B1749-28,tv68,50.372,8,hlk+04,0.56255763553,3,hlk+04,268.24454,-28.11036,
1537,J1752-2821,mhl+02,516.3,13,mhl+02,0.64022949952,4,mhl+02,268.10229,-28.35278,
1538,J1753-12,bb10,73.2,52,bb10,0.405454,1,bb10,268.22083,-12.98333,
1539,J1753-1914,lfl+06,105.3,3,lfl+06,0.0629548889725,12,lfl+06,268.39655,-19.24944,
1540,J1753-2240,kkl+09,158.6,4,kkl+09,0.0951378086771,7,kkl+09,268.41603,-22.67833,
1541,B1750-24,cl86,672,3,hlk+04,0.52833640936,3,hlk+04,268.37758,-25.00700,
1542,J1753-38,bb10,168,0,kjv+10,0.666804,0,kjv+10,268.25000,-38.81667,
1543,J1754+0032,mbc+19,70,0,mbc+19,0.00441080,0,mbc+19,268.71667,0.60917,
1544,J1754-2422,kjv+10,738,6,bbb+12,2.0902480768,4,bbb+12,268.65233,-24.37333,
1545,J1754-3014,mll+06,89.70,7,jcs+17,1.3204904144,3,jcs+17,268.62575,-30.25083,
1546,J1754-3443,hfs+04,187.7,9,hfs+04,0.361690595821,10,hfs+04,268.65572,-34.73164,
1547,J1754-3510,lfl+06,82.3,3,lfl+06,0.392703893399,3,lfl+06,268.72757,-35.17861,
1548,B1753+52,dtws85,35.0096,64,bkk+16,2.39139679486,3,hlk+04,268.59554,52.02007,
1549,J1755-0903,bbb+12,63.7,2,bbb+12,0.190709642575,4,bbb+12,268.79318,-9.06433,
1550,J1755-1650,lfl+06,159.9,10,lfl+06,0.73374443871,3,lfl+06,268.79853,-16.84472,
1551,J1755-2025,kel+09,364.3,5,kel+09,0.322231178915,5,kel+09,268.89917,-20.41667,
1552,J1755-2521,mhl+02,252,4,mhl+02,1.1759678772,5,mhl+02,268.99879,-25.35750,
1553,J1755-25211,hfs+04,835,5,hfs+04,1.00451255339,7,hfs+04,268.83046,-25.35250,
1554,J1755-2534,hfs+04,590,3,hfs+04,0.233540625445,9,hfs+04,268.95758,-25.57750,
1555,J1755-2550,ncb+15,750.9,4,nkt+18,0.3151960620987,16,nkt+18,268.91000,-25.83944,
1556,J1755-26,ncb+15,405,4,ncb+15,0.43087215605,14,ncb+15,268.81788,-26.00000,
1557,J1755-2725,mhl+02,115,5,mhl+02,0.26195467832,5,mhl+02,268.92450,-27.42917,
1558,J1755-33,kek+13,266.5,0,kek+13,0.959466,4,kek+13,268.80000,-33.51667,
1559,J1755-3716,nbb+14,167.603,19,nbb+14,0.01278606928999,10,nbb+14,268.89769,-37.26966,
1560,J1756+1822,naf03,70.80,0,bfrs18,0.74400093976,7,bfrs18,269.07326,18.38203,
1561,J1756-2225,hfs+04,329,1,pkj+13,0.40498030096,9,hfs+04,269.10650,-22.43000,
1562,J1756-2251,fsk+04,121.196,5,fsk+14,0.0284615890259983,5,fsk+14,269.19431,-22.86649,
1563,B1753-24,cl86,367.1,4,hlk+04,0.6704799625529,14,hlk+04,269.24131,-24.59286,
1564,J1756-25,ncb+15,706,8,ncb+15,0.855986,2,ncb+15,269.17500,-25.46667,
1565,J1756-2619,kel+09,534,2,kel+09,0.72451374873,11,kel+09,269.33079,-26.31889,
1566,J1757-15,bbb+12,150,0,bbb+12,0.1794,0,bbb+12,269.35000,-15.05500,
1567,J1757-16,fau04,132.2,1,fau04,0.451273,1,fau04,269.35417,-16.43333,
1568,J1757-1854,cck+18,378.203,2,cck+18,0.021497231890027,7,cck+18,269.26577,-18.90094,
1569,J1757-2223,mhl+02,239.3,4,mhl+02,0.1853101015788,11,mhl+02,269.46155,-22.39694,
1570,B1754-24,kom74,179.454,11,hlk+04,0.23410579125,5,ymw+17,269.37218,-24.36873,
1571,J1757-27,ncb+15,334,0,ncb+15,0.01768721477177,11,ncb+15,269.47831,-27.75000,
1572,J1757-5322,eb01,30.817,7,eb01b,0.008869961227277,4,eb01b,269.31317,-53.37400,
1573,J1758-1931,hfs+04,207,5,hfs+04,0.69255157815,7,hfs+04,269.52333,-19.52806,
1574,J1758-2206,mhl+02,678,4,mhl+02,0.430278250497,15,mhl+02,269.68521,-22.11250,
1575,J1758-2540,mhl+02,218.2,13,mhl+02,2.1072633712,4,mhl+02,269.63308,-25.68028,
1576,J1758-2630,mhl+02,328,3,mhl+02,1.20289346322,18,mhl+02,269.64279,-26.50278,
1577,J1758-2846,lfl+06,66.6,3,lfl+06,0.76670638621,3,lfl+06,269.56421,-28.76722,
1578,J1758+3030,cnst96,35.0674,14,bkk+16,0.94725581104,8,snt97,269.60783,30.50667,
1579,J1759-1029,bbb+12,110,10,bbb+12,2.5122628118,5,bbb+12,269.89292,-10.49917,
1580,J1759-1736,lfl+06,206,3,lfl+06,0.79845156695,8,lfl+06,269.86733,-17.60278,
1581,J1759-1903,hfs+04,467,4,hfs+04,0.73150547250,17,hfs+04,269.92400,-19.05528,
1582,J1759-1940,mhl+02,302.7,10,mhl+02,0.254720352269,7,mhl+02,269.98767,-19.67472,
1583,J1759-1956,mhl+02,236.4,19,mhl+02,2.8433888097,3,mhl+02,269.89758,-19.93556,
1584,B1756-22,mlt+78,177.157,5,hlk+04,0.460974127869,9,hlk+04,269.85065,-22.09251,
1585,J1759-2302,mhl+02,889,1,mhl+02,0.81071772906,12,mhl+02,269.95513,-23.03556,
1586,J1759-2307,mhl+02,812.6,15,mhl+02,0.55888867754,3,mhl+02,269.87894,-23.12139,
1587,J1759-24,ncb+15,772,14,ncb+15,1.457739,11,ncb+15,269.85000,-24.03333,
1588,J1759-2549,mhl+02,431,5,mhl+02,0.95654854873,11,mhl+02,269.89633,-25.81861,
1589,J1759-2922,lml+98,79.42,6,hlk+04,0.574400267809,3,hlk+04,269.95103,-29.36867,
