,FRB,RA,Dec,ang_size,P_O,P_Ox,P_U,separation
0,FRB20211127I,199.80817403987365,-18.837880938788892,5.072747922053849,0.2842251050413436,0.9998406995629606,0.9998406995629606,2.160695519556528
