,label,xcentroid,ycentroid,sky_centroid,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,area,semimajor_sigma,semiminor_sigma,orientation,eccentricity,min_value,max_value,local_background,segment_flux,segment_fluxerr,kron_flux,kron_fluxerr,VLT_FORS2_R,kron_radius,ra,dec,separation,ang_size,P_c,Sigma_m,mag,P_O,p_xO,P_Ox,P_Ux,P_U
8,9,59.02749114341167,64.08939154493847,,51,67,59,70,127.0,4.032520111263219,2.75045603854908,-6.1275656391911975,0.7312880355052948,-0.042694758655954956,0.9084891372342128,0.0,46.73613049242961,,57.210126058098076,,23.95913875046688,1.7198360398064536,351.07347246259326,-33.5137315678269,0.7603191303232661,1.0161950680383312,0.08144739215044594,0.004941668622979901,23.95913875046688,0.2504204037765963,0.13875258937686807,0.992856424305596,0.00714357569332962,0.1
9,10,42.433927855863004,63.830611177235646,,40,44,62,66,16.0,1.4990323465706803,0.7470286732819439,52.547439466563546,0.8669813436284287,0.1148166920903293,0.3650465065716908,0.0,3.886280349881165,,7.975933743186683,,26.659435314328928,2.5142369126035096,351.07480020044517,-33.51372940882091,4.635702823144965,0.3777561513358114,0.9187557662901333,0.03500903735253854,26.659435314328928,0.03534786287995523,1.0638627239968396e-12,1.0745444763183114e-12,0.00714357569332962,0.1
23,24,68.87520929921864,36.02924358381436,,65,72,33,39,27.0,1.8953931661449326,1.1244531457884956,-39.00690235897717,0.8050139487469318,0.09204395155083489,0.39523167555079297,0.0,6.748281410622521,,13.751631383530839,,26.060287668930954,2.560894777463239,351.07272406428217,-33.51561454979568,6.55570186611815,0.477639077868523,0.9627014599239658,0.023444078703733936,26.060287668930954,0.05278495553334188,8.979756741309172e-23,1.35441069400932e-22,0.00714357569332962,0.1
24,25,62.01359526206932,37.34035735315227,,61,64,36,39,11.0,1.0828829993937932,0.7820987922521321,-38.01619282250828,0.691645056544684,0.17162822099135866,0.3944759428805966,0.0,2.8054249541597542,,6.153127364171965,,27.013273991776032,2.4813661072848228,351.07327112037285,-33.51551908074557,6.009747181929419,0.2728865158472359,0.9941208152411336,0.043975543093604096,27.013273991776032,0.028140520044577854,8.590011615558092e-29,6.90719174621194e-29,0.00714357569332962,0.1
13,14,70.72387402012029,91.72337216065486,,67,74,88,96,48.0,1.7916373288014842,1.4981989914342453,59.24493399800966,0.5483975043264484,0.10411357841253732,1.1035207589391334,0.0,21.161398969457128,,24.27900720615423,,24.819409692784273,1.6959235153853442,351.0724980782276,-33.511902205290305,7.376953250818046,0.45149260685797404,0.8159162219381867,0.009619844333248246,24.819409692784273,0.1286397792966063,1.8503884797621306e-31,6.801643175083776e-31,0.00714357569332962,0.1
10,11,95.37780860383685,63.04408676052999,,93,97,62,65,12.0,1.3706423439086826,0.7439881766282571,33.36937969526272,0.8398603324822554,0.09010188897321925,0.31454741711479883,0.0,2.660806607798939,,6.932196960046351,,27.070737355050415,2.303452438929665,351.0705661415827,-33.51384377296717,8.093171523345102,0.345401870664988,0.999929674642072,0.0456066504967108,27.070737355050415,0.027134083262396403,7.915242513758382e-48,6.136984426540526e-48,0.00714357569332962,0.1
7,8,25.44946368701153,55.5637108943897,,21,30,52,59,58.0,1.7727033065067903,1.5561400571198152,34.66823555112649,0.47896414646042246,0.04521440646356467,1.913185072390263,0.0,33.23547333653108,,36.43772053519605,,24.329265960200082,1.555461490370587,351.07617046019,-33.51426087694635,8.852861551929708,0.44672123323971114,0.8100494854674644,0.006614248613055683,24.329265960200082,0.1870952732944006,1.5308951959308778e-49,8.184344811625959e-49,0.00714357569332962,0.1
12,13,31.86502205971683,79.44761022578966,,30,35,77,82,28.0,1.4085501758368055,1.2324332564514155,-80.72993597669202,0.48418469384994495,0.1132385181707356,0.7417912627934804,0.0,9.132176373625583,,10.748499964490172,,25.73183490450462,1.4124840443986988,351.0756237049066,-33.51267546205175,8.252219361205958,0.354954644310875,0.9828901300412182,0.018667690558726805,25.73183490450462,0.06629072021542895,9.840265544103276e-51,1.8639540323881342e-50,0.00714357569332962,0.1
16,17,67.7387672776787,103.01458786841516,,65,70,100,107,38.0,1.8795553492303272,1.35787946976437,64.17122196085218,0.6914261102350322,0.15891826013110233,0.7754593448962979,0.0,12.782195697007996,,15.844588977175293,,25.366756975124897,1.4,351.07272102656646,-33.5111456501355,9.869400113486655,0.47364794800604243,0.9886666023914994,0.014394727092392716,25.366756975124897,0.08596860808502238,1.2188799377338212e-63,2.994170079277838e-63,0.00714357569332962,0.1
6,7,33.22204209437797,35.37115309326309,,31,35,33,37,16.0,1.0478220365819764,0.9812099964380906,53.791212857610624,0.35085954148290466,0.07322952614712364,0.5227173182075049,0.0,4.32959191061304,,6.147656909048575,,26.542153222328146,1.4,351.07557706623476,-33.51561671821084,9.419509574423921,0.264051153218658,0.9998928612034848,0.032413990826289006,26.542153222328146,0.03817779361167422,1.560937177525567e-74,1.702832351404164e-74,0.00714357569332962,0.1
