,label,xcentroid,ycentroid,sky_centroid,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,area,semimajor_sigma,semiminor_sigma,orientation,eccentricity,min_value,max_value,local_background,segment_flux,segment_fluxerr,kron_flux,kron_fluxerr,VLT_FORS2_g,kron_radius,ra,dec,separation,ang_size,P_c,Sigma_m,mag,P_O,p_xO,P_Ox,P_Ux,P_U
4,5,64.40493478674944,57.19435253905999,,52,76,39,73,557.0,5.988596504952758,2.8915278789712304,-59.24886584180528,0.875709147597924,-0.0002582146862231127,5.233637330532979,0.0,480.3870705975547,,483.637446554039,,20.700021724882347,1.4,53.49575220394222,-14.083342156294536,1.556085719216285,1.509126319248095,0.01051407527370618,0.00027291914535620493,20.700021724882347,0.8996969355981039,0.03640387289008048,1.0,0.0,0.0
12,13,61.36480550091774,89.80251881670412,,57,65,86,93,50.0,2.0916697359485856,1.3530443326892707,-19.507170760058038,0.7625978854536383,0.04131365945364429,0.4810262182398066,0.0,9.140625563894726,,12.083446053148212,,25.00156020277407,1.9579848706359118,53.49596890069698,-14.081057670955865,7.683469097233336,0.5271007734590436,0.878754100259141,0.011020268061125812,25.00156020277407,0.022281174775520537,4.0112585750130424e-21,2.7288201497044356e-21,0.0,0.0
8,9,83.86010622841594,77.7520205257026,,79,88,73,82,78.0,1.843146611729547,1.763673138936738,-5.48864310930583,0.2904781251825483,-0.012272337722100346,1.3640652823832138,0.0,27.738574354345825,,28.64803337236629,,23.79628965898158,1.4122019541711044,53.49434598122474,-14.081901488974463,7.855730415746068,0.46447294615584583,0.5782516683552538,0.004336495905295111,23.79628965898158,0.05662279501825589,1.3553111047598974e-40,2.343076506198538e-40,0.0,0.0
3,4,37.776707728311465,34.05469936469944,,35,40,31,37,30.0,1.377782837581621,1.2424854546984059,69.89164388990359,0.43215227943739803,0.014044772643579506,0.44004698064068926,0.0,5.4949413779076615,,6.1402334816239,,25.55409234107986,1.4,53.49767644147095,-14.084963909648756,8.29945938746215,0.34720127507056847,0.9734493906628956,0.016463200351762936,25.55409234107986,0.01491475007875594,1.6502226091680684e-47,7.514752521863173e-48,0.0,0.0
7,8,22.6310056120092,67.85136592825653,,21,24,66,70,16.0,1.145455705293447,0.9295864072880929,-57.161397501488224,0.5842928843895921,0.039549476238482484,0.20062739817882402,0.0,1.776502179620147,,2.4864907313878617,,26.780085638327964,1.8698986047270654,53.49876728427311,-14.082596596787475,9.323249667743179,0.2886548377339487,0.9999717681910745,0.037867284446578595,26.780085638327964,0.006484344529363701,6.405227101862305e-103,1.2681095814571337e-103,0.0,0.0
