,label,xcentroid,ycentroid,sky_centroid,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,area,semimajor_sigma,semiminor_sigma,orientation,eccentricity,min_value,max_value,local_background,segment_flux,segment_fluxerr,kron_flux,kron_fluxerr,Pan-STARRS_r,kron_radius,ra,dec,separation,ang_size,P_c,Sigma_m,mag,P_O,p_xO,P_Ox,P_Ux,P_U
1,2,61.1450219047825,57.634248189526005,,53,69,48,67,234.0,3.7601336503872806,2.999042553401614,87.57111078236755,0.6032008198549491,-26.258399609763742,1811.723656863014,0.0,128392.12106749298,,143402.87474279222,,19.518654066094307,1.5356046995564876,77.01447811870108,26.060540216942794,0.7140777225938724,0.9400334125968202,0.0010438488934315648,8.219332740308323e-05,19.518654066094307,1.0,9.883966521175554e-68,1.0,0.0,0.0
