,label,xcentroid,ycentroid,sky_centroid,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,area,semimajor_sigma,semiminor_sigma,orientation,eccentricity,min_value,max_value,local_background,segment_flux,segment_fluxerr,kron_flux,kron_fluxerr,VLT_FORS2_I,kron_radius,ra,dec,separation,ang_size,P_c,Sigma_m,mag,P_O,p_xO,P_Ox,P_Ux,P_U
12,13,308.67389449989025,89.54666449984279,,304,314,83,96,121.0,2.204900303902885,1.744403761073627,-67.7654373529257,0.6116239959745493,-0.1377960525203008,14.651456248792357,0.0,223.3176355738956,,232.37552863826048,,21.666237159704753,1.5535767356628394,199.81277353045914,-18.856684335121695,68.91947298980209,0.5556348765835271,0.99996419936911,0.0006857314510272579,21.666237159704753,0.0002630438553888452,0.0,0.0,0.0,0.0
13,14,485.27482482362353,131.1468233135144,,474,497,106,146,641.0,7.605888113030638,3.495737785634952,-82.81931315871292,0.8881211548600173,-0.08061088792412363,34.15686877969904,0.0,1318.3102472028927,,1370.9506105493863,,19.738500642596502,1.4095193206008367,199.7998518472993,-18.853887636048043,65.10591778146815,1.9166838044837209,0.7489359358741539,0.000103400552337126,19.738500642596502,0.0017444533956791296,0.0,0.0,0.0,0.0
14,15,658.165021510045,120.46954828887826,,648,668,111,135,345.0,1.8841695638252227,1.6854318241560797,77.00520166520262,0.4470231863679849,-0.13211105222228525,520.5501286929125,0.0,4613.796944034632,,4458.08036792086,,18.378398519619477,1.4,199.7872261064692,-18.854702688436287,95.18518011891416,0.47481073008395613,0.4931059736857988,2.3865909653867903e-05,18.378398519619477,0.007557953887182488,0.0,0.0,0.0,0.0
46,47,246.0054004292162,366.04620839727033,,242,252,361,371,77.0,2.9463633265526954,1.570473952321077,-44.63645444610162,0.8461019203122186,-0.0069212201382811145,2.8411760571554794,0.0,53.80040010487521,,103.15876191168263,,23.211580948592758,2.5542959786339607,199.81721934125537,-18.83753973556007,28.692277203177678,0.7424835582912792,0.9990507568109653,0.0026804697925871548,23.211580948592758,6.729322044159245e-05,0.0,0.0,0.0,0.0
45,46,13.763941522884778,385.10526915308986,,0,40,354,413,1920.0,9.829614842116017,7.042757899419389,44.010305884709574,0.6976039281859462,-0.0887024274663446,246.70520804932053,0.0,12012.23738370632,,12250.200337698136,,17.3394849470775,1.4,199.83417510509224,-18.836115899817806,86.67402440470005,2.4770629402132363,0.15725554942152165,7.224772327057441e-06,17.3394849470775,0.024966523023025485,0.0,0.0,0.0,0.0
44,45,79.0173870154096,343.0602577753657,,72,86,337,348,142.0,2.447324086183014,1.8638614693192725,8.98747955596974,0.6480572760673895,0.013535130261729478,15.709109025428802,0.0,338.071805425815,,344.1049985229798,,21.216022329969668,1.4,199.82942880901712,-18.839052726459446,70.38047053234499,0.6167256697181196,0.9990851131460461,0.0004493814368847674,21.216022329969668,0.00040139051112129113,0.0,0.0,0.0,0.0
43,44,155.12568175981983,329.3060788888383,,149,160,325,333,71.0,2.7751410470889,1.430889304988638,20.607327914292235,0.8568236474177015,-0.07026630906277376,3.313380402350404,0.0,64.1988072403329,,71.01582895303177,,23.01972731393634,1.4093389678575137,199.8238757451469,-18.840038460066978,51.90796801262923,0.6993355438664028,0.999999995924497,0.0022796469721248352,23.01972731393634,7.912516580208429e-05,0.0,0.0,0.0,0.0
42,43,290.7001524037137,304.04256995093397,,286,295,299,309,74.0,2.284655228816239,1.9263874334596045,66.3235758500717,0.5376232416210546,-0.0583894945522303,2.037173853892142,0.0,54.158779410360864,,126.49797470913137,,23.2043725422669,2.7989927013393356,199.81398407339364,-18.84184670551808,22.62241538591228,0.5757331176616923,0.9864779658695033,0.002664305359448474,23.2043725422669,6.770149074689251e-05,0.0,0.0,0.0,0.0
47,48,59.4686415925995,368.85650325044094,,56,64,364,374,70.0,2.035791695309987,1.598848044148755,64.1776133376477,0.6190276722512705,0.11013725110137784,4.076046429283323,0.0,78.51055164021433,,81.41010944004574,,22.80122464007828,1.4,199.83084432699016,-18.83726029532592,75.120372160646,0.5130195072181167,0.9999999999999972,0.0018909042036403404,22.80122464007828,9.539216439010344e-05,0.0,0.0,0.0,0.0
49,50,184.98841424588426,382.59469977459776,,178,193,375,391,211.0,1.5520637797989079,1.4959730888650582,36.01216294446534,0.2664071882183323,0.12934801073480173,411.6221694468834,0.0,3292.8802999429818,,3189.5458435337314,,18.744604852519373,1.4,199.821668615934,-18.83636788806368,44.17162018561014,0.3911200725093248,0.1972060411341261,3.580480096645068e-05,18.744604852519373,0.005037800511965191,0.0,0.0,0.0,0.0
