,label,xcentroid,ycentroid,sky_centroid,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,area,semimajor_sigma,semiminor_sigma,orientation,eccentricity,min_value,max_value,local_background,segment_flux,segment_fluxerr,kron_flux,kron_fluxerr,VLT_FORS2_R,kron_radius,ra,dec,separation,ang_size,P_c,Sigma_m,mag,P_O,p_xO,P_Ox,P_Ux,P_U
21,22,59.65921306773197,60.9238592749649,,49,71,46,76,445.0,4.207574531927301,2.2540800558944296,74.38197151959807,0.8443959574279843,-0.0485792931394613,43.113933136580506,0.0,1601.7145412321747,,1582.7261377737432,,20.16061320090997,1.4,17.621863324361,-44.43931524173128,0.39160604843828223,1.0603087820456798,0.002969593186564423,0.0001593894763672298,20.16061320090997,0.6873245944031221,0.16647586850465057,0.9971779328686279,0.0021787103378225646,0.1
22,23,49.55997808316664,69.958801925242,,41,59,61,80,211.0,3.702338147455095,2.116164832777776,38.565616652617656,0.8205496569917795,-0.05187098483637698,11.482071912183315,0.0,352.96848071206205,,378.6107148117041,,21.802736182792128,1.5061797644361334,17.622838251893352,-44.438679258830064,3.656412777953784,0.9329892131586839,0.04335199708013404,0.0007776914265251289,21.802736182792128,0.14086860605591667,0.0005240563277795781,0.0006433564685138467,0.0021787103378225646,0.1
8,9,48.431349070388606,39.70931065966474,,46,52,35,43,39.0,2.4138533156341277,1.0177487640211182,-59.54853044055586,0.9067687762786796,-0.057816740783906084,1.1210016850794844,0.0,14.385248215134638,,17.386988826298744,,25.27728259686965,1.4,17.622979118656826,-44.440783110465766,5.662004353807817,0.6082910355398002,0.7714884197111849,0.013491700914996775,25.27728259686965,0.008119977450319756,4.486731847419761e-09,3.175005069181124e-10,0.0021787103378225646,0.1
13,14,37.211388827567134,59.325139538702636,,33,42,55,64,73.0,1.9572815465763493,1.5702238810710276,48.392346036491,0.5969918196772789,-0.036841397673534004,3.3148771944556046,0.0,52.835600078207015,,54.84262526366527,,23.864759386126096,1.4,17.624052455526716,-44.43941011194329,5.607792547498291,0.49323494973724,0.38445991698508475,0.004582156093719687,23.864759386126096,0.02390846251317908,3.61625534179796e-11,7.534773858675672e-12,0.0021787103378225646,0.1
14,15,72.18211568021279,77.06436694296495,,71,74,75,79,15.0,1.1939938503127117,0.8076095988544993,67.29232887791457,0.7365405110417317,0.0987495451766165,0.4698984702039368,0.0,4.278649777736447,,8.465241905820143,,26.59380914821185,2.5727878411457707,17.620626556643625,-44.438201341270634,5.4405255183536845,0.30088645027880334,0.9628339532865058,0.033535330352657676,26.59380914821185,0.0032667728644441463,1.671664031046737e-14,4.759128407556915e-16,0.0021787103378225646,0.1
7,8,68.39329550611801,35.425553869790306,,67,70,33,38,20.0,1.338719541679185,0.7749535699318466,-77.05730424396901,0.8154150779836402,-0.05081808103108898,0.9411365743512761,0.0,6.394665044318302,,11.520814655943639,,26.15753149466717,2.4612430863400308,17.62103818025075,-44.44109569813724,6.387716712015568,0.33735732450315464,0.9648689917162112,0.02505261477777269,26.15753149466717,0.004372889144227364,4.703217247399989e-20,1.7923507134620434e-21,0.0021787103378225646,0.1
9,10,89.02115797847594,39.83656834370696,,86,92,36,44,50.0,2.1932253303474223,1.375123580322784,-73.63113025525328,0.7790297878722173,0.048675961118760824,1.2763066746478842,0.0,24.659199444535936,,33.027572446844346,,24.692128563764676,2.1489890289422195,17.619023489525052,-44.440803778202266,8.84530740495572,0.5526927832475504,0.8910597614706725,0.008739032675723112,24.692128563764676,0.012535976378777795,4.8051689130856344e-29,5.2496011637791026e-30,0.0021787103378225646,0.1
6,7,36.36128331877417,33.329289708184625,,34,39,31,36,25.0,1.4729372125828346,0.9112687824209805,-42.339888039996055,0.785647368972299,0.10783894707984842,1.1997112733042314,0.0,10.312922073418726,,11.65974225559945,,25.63862165644307,1.718929093188915,17.624161875937197,-44.44121820908031,8.74088040504838,0.37118017757087435,0.9863893128123653,0.017480745889719464,25.63862165644307,0.006267027041486864,1.6483039767331776e-33,9.002401132276963e-35,0.0021787103378225646,0.1
16,17,40.958797193632506,85.10883683118055,,38,43,83,87,23.0,1.2360495285437658,1.1499114958765015,36.52584383182766,0.3667695509014391,0.08947080693081944,0.5547427175040696,0.0,7.348879070781727,,9.651630659659013,,26.0065232444974,2.110729699862334,17.623660930407084,-44.43761888985322,7.962144301340745,0.31148448119302896,0.9901381160623415,0.02259469138777426,26.0065232444974,0.004848586126540759,1.1991502103343646e-33,5.066968307261018e-35,0.0021787103378225646,0.1
10,11,26.239716594696347,41.24813014723234,,23,30,39,44,30.0,1.381519632703222,1.067871187170616,17.67947774317853,0.6344443754985716,0.03389493525782683,1.7212213618341679,0.0,15.212876753748105,,16.680388750585546,,25.216547629625364,1.591564554037944,17.62514012890212,-44.44065984553089,9.508490528073512,0.34814294744121194,0.9762051245397473,0.012908084463216514,25.216547629625364,0.008487108021985575,1.0509073528342066e-41,7.772910120351735e-43,0.0021787103378225646,0.1
