,label,xcentroid,ycentroid,sky_centroid,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,area,semimajor_sigma,semiminor_sigma,orientation,eccentricity,min_value,max_value,local_background,segment_flux,segment_fluxerr,kron_flux,kron_fluxerr,VLT_FORS2_R,kron_radius,ra,dec,separation,ang_size,P_c,Sigma_m,mag,P_O,p_xO,P_Ox,P_Ux,P_U
8,9,52.970058072002395,63.24958361047516,,45,60,55,72,194.0,3.573730563091529,1.6201443617698257,49.28570371172399,0.8913334945281246,0.004487684622496602,15.388183660890718,0.0,438.4528467965654,,440.097061533786,,21.525159237901722,1.4,208.8038104849137,22.466510463007687,1.827056330026803,0.9005801018990652,0.021610837706657837,0.0006014266367660987,21.525159237901722,0.5124404825809997,0.020785488110516163,0.9770567177098199,0.02293274936500284,0.1
13,14,74.54462467889073,81.09076692958911,,72,77,79,83,20.0,1.391919377303114,0.9236510511682413,37.41781224049869,0.7481045703797221,0.12662315517354017,0.5385695558258661,0.0,6.565273184174231,,13.86909978342097,,26.086834468440713,2.5583056575643814,208.80218467653683,22.467736527073647,6.680356302074075,0.35076368308038475,0.9766603302971942,0.023873835712022565,26.086834468440713,0.012909335546205668,8.883104194139703e-06,1.0519249632594593e-05,0.02293274936500284,0.1
10,11,39.663666735393875,64.86212397215424,,38,41,63,67,15.0,1.106947927420183,0.9011823657480558,67.63068133367395,0.5807043741580272,0.1498712976765617,0.7213899414675495,0.0,6.025797053433095,,12.781737856462666,,26.179930221675832,2.8170073595693434,208.8048070724894,22.466628140316722,5.043517433489907,0.27895087770988614,0.9141898028930913,0.025436697967305813,26.179930221675832,0.012116169967407544,1.2279398043684842e-08,1.3647671186567376e-08,0.02293274936500284,0.1
12,13,38.48980984301775,73.92543736401062,,36,42,72,76,26.0,1.4536966561624844,1.1215243296818418,-37.17612708240247,0.636231524492507,0.13619710410112873,0.9370772731937009,0.0,10.43464264986423,,26.64267530499042,,25.5837725219898,2.8347523648842836,208.80489065039805,22.467256443215014,6.311408354373618,0.3663315573529461,0.908884609542094,0.016814279822046047,25.5837725219898,0.01832938188511629,1.3575157443249186e-11,2.282489617946982e-11,0.02293274936500284,0.1
4,5,29.74127501395254,44.50903160376385,,29,31,43,46,10.0,0.985064884097054,0.7411848742048516,-77.46190437038989,0.6586809146474516,0.11520231945971915,0.4250549583874914,0.0,2.967021284845565,,4.514620354773364,,26.949164818765226,1.4,208.80556069123335,22.465222830373214,8.184181884872045,0.2482363507924576,0.9999306708588558,0.04221604296200435,26.949164818765226,0.007300432119108649,6.9238719285804315e-12,4.636750304945543e-12,0.02293274936500284,0.1
11,12,27.101093791548607,73.24639173321198,,21,34,68,79,129.0,2.5633178514802433,2.0022480562016067,21.59086830669071,0.6243861929668946,-0.006703099542207269,5.394751964138976,0.0,172.86864909251767,,182.74762766348078,,22.535675878071466,1.504264684595841,208.80574461877004,22.467214524901493,8.709390434884678,0.6459560985730213,0.32232656302152773,0.0015011653593604314,22.535675878071466,0.2053040686422402,1.8515049662404787e-14,3.486892459687917e-13,0.02293274936500284,0.1
18,19,80.73431817119764,35.64351225507934,,77,85,33,39,46.0,1.8726235479829452,1.5305386755822965,10.133848534095845,0.576179470669716,-0.013709850922936084,0.9123303866017594,0.0,18.819179220804905,,25.417628202960266,,24.943464777960017,2.170247552545581,208.80174290252555,22.46458580856489,7.9803618902777576,0.4719011340917022,0.9003869527766932,0.010554824722970573,24.943464777960017,0.02919947645466424,1.4594542405416064e-14,3.9091439515979656e-14,0.02293274936500284,0.1
7,8,27.24142740479183,56.82541238172268,,25,30,55,59,26.0,1.2786000144919627,1.125709137112328,1.3595817669896242,0.4741887390173452,0.15392607597999586,1.266213638028006,0.0,12.821665192134347,,18.576936608110962,,25.360105393177854,2.1019597278877655,208.80574207931141,22.466077053811482,7.9626356208228,0.3222072036519746,0.9547873751637427,0.014325774626196044,25.360105393177854,0.021513346679203134,7.635251787410921e-15,1.5067717010628547e-14,0.02293274936500284,0.1
19,20,87.11810827012862,39.62311082045889,,83,92,36,44,67.0,2.231268668163706,1.7142672449186518,-22.928822235426036,0.6400987847456376,0.08209138760707901,1.4898015462926253,0.0,36.84890351792247,,46.15979987452204,,24.213905049828035,1.9810188651823084,208.80126247379928,22.464858578536205,8.528108999386838,0.5622797043772539,0.776801115635113,0.006044601560949458,24.213905049828035,0.05098687694695254,1.8900555346820482e-15,8.839935420649538e-15,0.02293274936500284,0.1
20,21,90.098424579675,46.66846874955147,,87,93,43,50,38.0,1.5054343538854615,1.3997682833483263,76.33527898473868,0.36803927894890054,0.1124780915669561,1.1898975919198378,0.0,19.379105709218955,,22.74757400586786,,24.911632144154456,1.4,208.8010356488677,22.465345234405515,8.342328005454151,0.37936945717913634,0.9122714834527728,0.01030738903932516,24.911632144154456,0.029900429178102046,2.6033929320969605e-18,7.14057622301191e-18,0.02293274936500284,0.1
