,label,xcentroid,ycentroid,sky_centroid,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,area,semimajor_sigma,semiminor_sigma,orientation,eccentricity,min_value,max_value,local_background,segment_flux,segment_fluxerr,kron_flux,kron_fluxerr,VLT_FORS2_R,kron_radius,ra,dec,separation,ang_size,P_c,Sigma_m,mag,P_O,p_xO,P_Ox,P_Ux,P_U
17,18,368.378568184191,93.78980792722552,,361,380,89,98,134.0,5.316500665036188,1.762778445977933,10.279614937812111,0.9434315244754341,-0.030870013871663105,3.2192833412593913,0.0,70.35462665816834,,78.80372665652823,,23.473595671184036,1.7501014371485164,8.779135838934897,-28.289255356519423,66.61996061649837,1.3397581675891195,1.0,0.0033330908658987177,23.473595671184036,0.00011461449174774703,0.0,0.0,0.0,0.0
16,17,307.9096512256042,105.28036378946499,,290,322,85,122,750.0,4.267629957969947,3.1856539958161747,-67.0652045921555,0.6654200531075283,-9.272156163809733,88.27360199551106,0.0,2937.1369141263267,,2825.604933487901,,19.422016849209022,1.4,8.7838423420074,-28.288497621785808,65.29426219007763,1.0754427494084267,0.6305151376778628,7.423781449228525e-05,19.422016849209022,0.005145901965954816,0.0,0.0,0.0,0.0
15,16,716.7444102475382,85.50179418518016,,709,722,78,92,142.0,2.7720079759817935,2.175606125311707,30.624279520910015,0.6196877698204474,-0.005096646454525455,6.370573395677546,0.0,119.02857274786719,,130.8180373859248,,22.902699262912225,1.7307890821704832,8.752052407905449,-28.289653806241535,110.64835694656797,0.698546009947412,1.0,0.0020631103678046894,22.902699262912225,0.00018516727049873696,0.0,0.0,0.0,0.0
14,15,504.47399957617046,62.19949606726856,,498,510,58,67,100.0,2.377274537028858,1.6584058612500059,8.208110749342195,0.7164795910378774,-0.10295954184334732,3.818753043697882,0.0,89.80185762898141,,94.32771805120638,,23.20861402680836,1.4,8.768539677717339,-28.291352302279233,81.9933391141501,0.5990731833312722,1.0,0.0026738057340252425,23.20861402680836,0.00014287519496374642,0.0,0.0,0.0,0.0
13,14,333.9402699566939,63.813260846359654,,326,346,58,70,196.0,3.4572907752055837,2.09507629236565,-7.402988846566602,0.7954738805059135,-0.0609165598111403,9.533521430156213,0.0,233.66347085631625,,237.97346123941566,,22.170350269472078,1.4,8.781796577207682,-28.29132357251928,74.3850397645648,0.8712372753518071,0.9999999937247044,0.0010857047843151238,22.170350269472078,0.0003518640804231354,0.0,0.0,0.0,0.0
12,13,699.4217545486929,59.97297532408332,,695,704,55,65,79.0,2.21193836252401,2.003837017226521,65.25387503956617,0.4234509920617336,0.0074911122131098296,1.2923028376899452,0.0,39.055477599820435,,58.924673077842094,,24.112622445463856,2.284703175305556,8.753384667402392,-28.29140970496466,111.46232839149506,0.5574084673560505,1.0,0.00558172679577824,24.112622445463856,6.84412780347799e-05,0.0,0.0,0.0,0.0
11,12,164.23215349842545,61.19567795731869,,156,174,55,68,200.0,3.5843719922366453,2.4847667886040483,16.780743572108925,0.7207237809880539,-0.0417669517534236,3.836291958015181,0.0,192.74263141802874,,200.55716661612254,,22.37938286836981,1.4,8.794987042881356,-28.29158280094482,89.49786024349896,0.9032617420436346,0.999999999999995,0.0013080574827203273,22.37938286836981,0.00029205177952085345,0.0,0.0,0.0,0.0
10,11,446.42497229708977,60.696521060736984,,439,452,54,68,147.0,2.8019932580434013,2.520954449605249,82.05383310052743,0.43650795381313606,-0.08138671345862036,4.630201706786835,0.0,112.68615770792647,,120.27892613297483,,22.962150900901364,1.4,8.773051156442015,-28.2914831405086,77.4387482797252,0.7061023010269372,1.0,0.002170619590552409,22.962150900901364,0.00017599606914393405,0.0,0.0,0.0,0.0
9,10,120.9693471289639,52.11544145005632,,112,130,43,61,260.0,3.644100978159584,2.429583867597455,46.89645093486208,0.7453110200797255,-0.09139745873989824,12.05310752303454,0.0,268.0875199635316,,277.9053116636845,,22.02113583526446,1.4,8.798345176120561,-28.292224526518126,97.54649562760181,0.9183134464962152,0.999999999999529,0.0009490654870433372,22.02113583526446,0.0004025228192989757,0.0,0.0,0.0,0.0
8,9,14.163252365191548,25.44796920964534,,7,24,19,33,178.0,1.6947741189814802,1.5939027930810516,-32.103112487145424,0.3398463783903798,-0.028217929557996513,73.20380878222193,0.0,714.3020931724375,,694.7447997234215,,20.9571225211706,1.4,8.806633593673885,-28.294099380419212,120.09073041651182,0.427083077983333,0.9999998738284825,0.0003505752895568055,20.9571225211706,0.0010896960707840729,0.0,0.0,0.0,0.0
7,8,510.4175577030962,16.52170715789783,,506,515,12,21,75.0,1.8470145000558547,1.7770733516556794,-33.316595848716055,0.2725809074522028,-0.013306376970120937,2.63080375615899,0.0,50.255254987480654,,56.768722592186826,,23.838873625916428,1.5050668177314532,8.768052600452776,-28.294475951339585,92.88438006981315,0.4654476540140754,1.0,0.004487822209452558,23.838873625916428,8.512380787710392e-05,0.0,0.0,0.0,0.0
6,7,161.1109447235515,15.79108318747604,,156,168,11,22,117.0,1.9083824855192897,1.468101179669667,-28.599329579204483,0.6388987337037395,-0.10980929175559595,22.194147354514328,0.0,228.27185525247114,,224.96314710481798,,22.195696406821178,1.4,8.795205535850961,-28.294692087484556,99.40783131403452,0.480912386350861,0.999999999999999,0.0011106574028465152,22.195696406821178,0.00034395891529193014,0.0,0.0,0.0,0.0
5,6,588.7954058780788,17.3135557432736,,578,596,10,24,150.0,3.8075538270760423,1.9630983601658827,36.99890605582688,0.8568414842535228,-0.08757595774454785,3.8593010782814545,0.0,113.34673539161366,,132.02182656211482,,22.955804787826438,1.7043866683617883,8.761960353769437,-28.294383737965177,101.75957179486515,0.9595035644231626,1.0,0.002158901796695163,22.955804787826438,0.0001769513166966811,0.0,0.0,0.0,0.0
4,5,438.1803395388247,23.749460295186047,,416,455,10,37,688.0,6.9692615088745535,2.958927576451156,28.144277988243175,0.9053959082468095,-0.07398990333542343,20.070599431155415,0.0,1713.4663985741663,,1704.9295747551105,,20.00713834748512,1.4,8.773671889180559,-28.294016026939396,85.80961695363344,1.7562539002363875,0.9575676057343421,0.00013634957330858246,20.00713834748512,0.002801772724872866,0.0,0.0,0.0,0.0
