w,f_nu,sf_nu
4658.35890975,-0.6011887544912636,6.464833018542048
4666.26116675,0.38199855232201607,3.4622999313297056
4674.18077775,0.5227645752635679,3.4616186446494743
4682.102500000001,-0.07513509461609696,3.505975356609319
4690.0265,-0.576941593826001,3.450295261408354
4697.9521665,0.1615408862922789,3.348904352990531
4705.88022225,0.30557666490615015,3.584131546603646
4713.81000025,1.9228972160855902,3.746643162566035
4721.741888999999,0.9491162610247464,3.473988618095573
4729.6759445,-0.14177365828139632,3.29797241691354
4737.6116665,-0.4669537163691903,3.4176826899096135
4745.5493335,-0.5608227223093756,3.5305746290968085
4753.489,0.489364927543185,3.218265456265289
4761.430667,2.208684170001371,3.277445617062363
4769.3742222500005,-0.1755191649839371,3.168810447212973
4777.31983325,0.09379042762828367,3.1220907304031122
4785.2668335,-0.46925332123049096,3.0205294356734367
4793.21633325,0.029332456384389898,3.05741523336207
4800.551500250001,-0.33050603398693146,4.360208252187752
4805.938555499999,0.5969132232811638,3.4939002223219595
4811.2363055000005,0.2920982064488997,2.8001817356522807
4816.53511125,-0.24120451696687803,2.8014004879616405
4821.834611,0.05707969021664414,2.801771329530095
4827.13505575,0.4065381245181825,2.807915028277626
4832.4365,0.5073518323032202,2.767193055180708
4837.73877775,0.18966225282734403,2.7132553380135676
4843.04186125,0.5233509854821207,2.7460034721677085
4848.34558325,-0.43126949389359376,2.6811981898443595
4853.650416750001,0.46405860830407913,2.6329658384794894
4858.9558335,-0.7451967781723153,2.6378194013085023
4864.26225,0.3953340006448257,2.6629995040441337
4869.56947225,0.332543787012091,2.6034201918683992
4874.8775555,-0.1847575904246298,2.5582673885118856
4880.1864722499995,-0.11407919463086248,2.565252614224599
4885.49602775,-0.8031590839416798,2.591816178470304
4890.8065555,0.113618783157525,2.6229263118882713
4896.1179999999995,0.7618766679559943,2.5828082822536307
4901.4297225,-0.11689760199213407,2.542257394618308
4906.742749999999,0.0931386917044764,2.47970975103179
4912.05652775,-0.2799008674625462,2.4988863729166466
4917.3709165,0.03040790220840094,2.397021861486375
4922.6861392499995,-0.01556016510127011,2.601457524866114
4928.0021667500005,0.47966093653860437,2.5527034574521656
4933.31891675,0.3621307802414893,2.453591803313042
4938.636639,-0.17036092856673773,2.5914346071653074
4943.954861,-0.35802745367962263,3.177873284843871
4949.27413875,-0.24575588610050741,2.3732979491802393
4954.594027749999,-0.2290071117907664,2.3916064065893665
4959.9148335,-0.038280646155509246,2.34117128612694
4965.23611125,-0.6380441660642433,2.3337182363981475
4970.558360999999,-0.02414666451384242,2.328381271363789
4975.88147225,0.24437917352522037,2.319558084770516
4981.20502775,0.12569971691560072,2.2808860237817816
4986.5291945,0.2845956561050872,2.3012746889511684
4991.85472225,0.36256736439520704,2.3113669480194443
4997.1805,-0.061723060807029176,2.2697801817758965
5002.506972249999,-0.21999742566766134,2.992732955809901
5007.8345835,-0.3658543760143892,2.6678676628432383
5013.162361,0.16912828971138608,2.138414503184793
5018.4913055,0.4203387509675578,2.163503335336316
5023.82086125,-0.14316079431620696,2.3521768909122285
5029.151083250001,-0.09381522526684365,2.1317232054226363
5034.4819445,0.7772025161379248,2.154295212391337
5039.8136665,-0.12793373528262217,2.077398160438579
5045.146138749999,-0.5029695856037726,2.193784543825638
5050.479111,-0.001680395196686099,2.1056415355740294
5055.812639,0.23016773682804223,2.063281742360361
5061.147139000001,0.8098726157060097,2.056722709375248
5066.482416749999,-0.526819111753496,1.9995408576655078
5071.8180555,-0.2768030473827598,2.047128426912501
5077.15447225,0.9442167621846455,2.0694522916853275
5082.491611,-0.29830434391927996,1.992443817624919
5087.82952775,0.16658380777472448,1.9630855875383495
5093.167861,-0.36618522059728836,1.9303680606356468
5098.507111250001,0.18358507591420925,1.9359998972603645
5103.8468885,0.2692749935613371,1.899153344795662
5109.18755575,-0.7869863765473311,1.9609028237147716
